"jahr","gemnr","pop"
"2018","70529",1878
"2019","70529",1913
"2020","70529",1936
"2021","70529",2041
"2022","70529",2124
"2023","70529",2149
"2024","70529",2192
"2025","70529",2198
"2002","70530",4144
"2003","70530",4129
"2004","70530",4181
"2005","70530",4156
"2006","70530",4215
"2007","70530",4215
"2008","70530",4183
"2009","70530",4214
"2010","70530",4140
"2011","70530",4138
"2012","70530",4147
"2013","70530",4171
"2014","70530",4204
"2015","70530",4211
"2016","70530",4197
"2017","70530",4258
"2018","70530",4242
"2019","70530",4267
"2020","70530",4272
"2021","70530",4314
"2022","70530",4337
"2023","70530",4342
"2024","70530",4377
"2025","70530",4405
"2002","70531",10992
"2003","70531",11193
"2004","70531",11415
"2005","70531",11675
"2006","70531",11806
"2007","70531",11984
"2008","70531",12021
"2009","70531",12102
"2010","70531",12399
"2011","70531",12630
"2012","70531",12714
"2013","70531",12806
"2014","70531",12980
"2015","70531",13057
"2016","70531",13312
"2017","70531",13537
"2018","70531",13811
"2019","70531",14011
"2020","70531",14059
"2021","70531",14179
"2022","70531",14308
"2023","70531",14403
"2024","70531",14487
"2025","70531",14412
"2002","70601",275
"2003","70601",275
"2004","70601",268
"2005","70601",277
"2006","70601",301
"2007","70601",311
"2008","70601",335
"2009","70601",340
"2010","70601",347
"2011","70601",354
"2012","70601",370
"2013","70601",372
"2014","70601",366
"2015","70601",370
"2016","70601",373
"2017","70601",369
"2018","70601",383
"2019","70601",378
"2020","70601",390
"2021","70601",383
"2022","70601",385
"2023","70601",389
"2024","70601",393
"2025","70601",397
"2002","70602",257
"2003","70602",258
"2004","70602",259
"2005","70602",269
"2006","70602",265
"2007","70602",265
"2008","70602",260
"2009","70602",265
"2010","70602",264
"2011","70602",263
"2012","70602",267
"2013","70602",253
"2014","70602",252
"2015","70602",253
"2016","70602",247
"2017","70602",254
"2018","70602",259
"2019","70602",253
"2020","70602",263
"2021","70602",275
"2022","70602",279
"2023","70602",283
"2024","70602",281
"2025","70602",291
"2002","70603",923
"2003","70603",940
"2004","70603",978
"2005","70603",1011
"2006","70603",1031
"2007","70603",975
"2008","70603",936
"2009","70603",1010
"2010","70603",1002
"2011","70603",1007
"2012","70603",976
"2013","70603",1012
"2014","70603",1016
"2015","70603",988
"2016","70603",1003
"2017","70603",996
"2018","70603",1009
"2019","70603",1041
"2020","70603",1041
"2021","70603",995
"2022","70603",1053
"2023","70603",1072
"2024","70603",1051
"2025","70603",1056
"2002","70604",2917
"2003","70604",2951
"2004","70604",2938
"2005","70604",2935
"2006","70604",2915
"2007","70604",2931
"2008","70604",2959
"2009","70604",2986
"2010","70604",2913
"2011","70604",2910
"2012","70604",2919
"2013","70604",2905
"2014","70604",2927
"2015","70604",2913
"2016","70604",2995
"2017","70604",2991
"2018","70604",3019
"2019","70604",3051
"2020","70604",3084
"2021","70604",3094
"2022","70604",3105
"2023","70604",3134
"2024","70604",3136
"2025","70604",3105
"2002","70605",939
"2003","70605",950
"2004","70605",949
"2005","70605",954
"2006","70605",966
"2007","70605",954
"2008","70605",981
"2009","70605",984
"2010","70605",990
"2011","70605",975
"2012","70605",938
"2013","70605",932
"2014","70605",924
"2015","70605",935
"2016","70605",961
"2017","70605",966
"2018","70605",990
"2019","70605",1008
"2020","70605",994
"2021","70605",991
"2022","70605",1007
"2023","70605",1045
"2024","70605",1063
"2025","70605",1009
"2002","70606",847
"2003","70606",845
"2004","70606",863
"2005","70606",872
"2006","70606",845
"2007","70606",844
"2008","70606",854
"2009","70606",860
"2010","70606",860
"2011","70606",877
"2012","70606",823
"2013","70606",816
"2014","70606",795
"2015","70606",788
"2016","70606",772
"2017","70606",771
"2018","70606",765
"2019","70606",787
"2020","70606",766
"2021","70606",767
"2022","70606",771
"2023","70606",791
"2024","70606",780
"2025","70606",789
"2002","70607",1287
"2003","70607",1308
"2004","70607",1313
"2005","70607",1315
"2006","70607",1302
"2007","70607",1313
"2008","70607",1344
"2009","70607",1374
"2010","70607",1359
"2011","70607",1379
"2012","70607",1384
"2013","70607",1391
"2014","70607",1392
"2015","70607",1390
"2016","70607",1407
"2017","70607",1389
"2018","70607",1398
"2019","70607",1388
"2020","70607",1366
"2021","70607",1375
"2022","70607",1375
"2023","70607",1357
"2024","70607",1369
"2025","70607",1391
"2002","70608",1756
"2003","70608",1817
"2004","70608",1842
"2005","70608",1769
"2006","70608",2127
"2007","70608",1687
"2008","70608",1652
"2009","70608",1627
"2010","70608",1628
"2011","70608",1593
"2012","70608",1592
"2013","70608",1565
"2014","70608",1562
"2015","70608",1562
"2016","70608",1580
"2017","70608",1575
"2018","70608",1593
"2019","70608",1617
"2020","70608",1604
"2021","70608",1564
"2022","70608",1578
"2023","70608",1619
"2024","70608",1638
"2025","70608",1635
"2002","70609",2599
"2003","70609",2624
"2004","70609",2639
"2005","70609",2639
"2006","70609",2629
"2007","70609",2615
"2008","70609",2632
"2009","70609",2610
"2010","70609",2632
"2011","70609",2623
"2012","70609",2618
"2013","70609",2620
"2014","70609",2615
"2015","70609",2610
"2016","70609",2634
"2017","70609",2615
"2018","70609",2617
"2019","70609",2580
"2020","70609",2571
"2021","70609",2529
"2022","70609",2539
"2023","70609",2545
"2024","70609",2558
"2025","70609",2548
"2002","70610",349
"2003","70610",353
"2004","70610",348
"2005","70610",342
"2006","70610",335
"2007","70610",341
"2008","70610",349
"2009","70610",356
"2010","70610",365
"2011","70610",378
"2012","70610",402
"2013","70610",413
"2014","70610",423
"2015","70610",425
"2016","70610",425
"2017","70610",434
"2018","70610",437
"2019","70610",436
"2020","70610",435
"2021","70610",437
"2022","70610",457
"2023","70610",453
"2024","70610",453
"2025","70610",456
"2002","70611",599
"2003","70611",606
"2004","70611",610
"2005","70611",613
"2006","70611",614
"2007","70611",614
"2008","70611",600
"2009","70611",597
"2010","70611",605
"2011","70611",611
"2012","70611",626
"2013","70611",620
"2014","70611",593
"2015","70611",600
"2016","70611",593
"2017","70611",603
"2018","70611",597
"2019","70611",602
"2020","70611",599
"2021","70611",616
"2022","70611",618
"2023","70611",635
"2024","70611",636
"2025","70611",632
"2002","70612",445
"2003","70612",452
"2004","70612",454
"2005","70612",465
"2006","70612",469
"2007","70612",468
"2008","70612",481
"2009","70612",490
"2010","70612",478
"2011","70612",480
"2012","70612",473
"2013","70612",485
"2014","70612",488
"2015","70612",496
"2016","70612",496
"2017","70612",491
"2018","70612",502
"2019","70612",499
"2020","70612",504
"2021","70612",502
"2022","70612",518
"2023","70612",535
"2024","70612",545
"2025","70612",549
"2002","70613",547
"2003","70613",564
"2004","70613",540
"2005","70613",542
"2006","70613",549
"2007","70613",526
"2008","70613",522
"2009","70613",523
"2010","70613",515
"2011","70613",538
"2012","70613",534
"2013","70613",546
"2014","70613",542
"2015","70613",539
"2016","70613",530
"2017","70613",524
"2018","70613",531
"2019","70613",529
"2020","70613",543
"2021","70613",539
"2022","70613",532
"2023","70613",545
"2024","70613",547
"2025","70613",548
"2002","70614",7369
"2003","70614",7386
"2004","70614",7468
"2005","70614",7577
"2006","70614",7618
"2007","70614",7630
"2008","70614",7663
"2009","70614",7628
"2010","70614",7676
"2011","70614",7699
"2012","70614",7724
"2013","70614",7750
"2014","70614",7828
"2015","70614",7784
"2016","70614",7773
"2017","70614",7764
"2018","70614",7725
"2019","70614",7642
"2020","70614",7633
"2021","70614",7686
"2022","70614",7640
"2023","70614",7579
"2024","70614",7616
"2025","70614",7711
"2002","70615",1596
"2003","70615",1632
"2004","70615",1665
"2005","70615",1659
"2006","70615",1649
"2007","70615",1555
"2008","70615",1526
"2009","70615",1517
"2010","70615",1530
"2011","70615",1532
"2012","70615",1552
"2013","70615",1551
"2014","70615",1552
"2015","70615",1573
"2016","70615",1560
"2017","70615",1556
"2018","70615",1542
"2019","70615",1531
"2020","70615",1535
"2021","70615",1543
"2022","70615",1566
"2023","70615",1570
"2024","70615",1566
"2025","70615",1561
"2002","70616",1488
"2003","70616",1504
"2004","70616",1506
"2005","70616",1481
"2006","70616",1479
"2007","70616",1502
"2008","70616",1490
"2009","70616",1487
"2010","70616",1480
"2011","70616",1479
"2012","70616",1454
"2013","70616",1447
"2014","70616",1451
"2015","70616",1458
"2016","70616",1453
"2017","70616",1456
"2018","70616",1494
"2019","70616",1500
"2020","70616",1487
"2021","70616",1485
"2022","70616",1449
"2023","70616",1474
"2024","70616",1447
"2025","70616",1450
"2002","70617",2499
"2003","70617",2519
"2004","70617",2529
"2005","70617",2523
"2006","70617",2546
"2007","70617",2569
"2008","70617",2560
"2009","70617",2557
"2010","70617",2536
"2011","70617",2534
"2012","70617",2542
"2013","70617",2532
"2014","70617",2544
"2015","70617",2543
"2016","70617",2576
"2017","70617",2570
"2018","70617",2602
"2019","70617",2610
"2020","70617",2592
"2021","70617",2585
"2022","70617",2567
"2023","70617",2605
"2024","70617",2600
"2025","70617",2585
"2002","70618",806
"2003","70618",808
"2004","70618",807
"2005","70618",799
"2006","70618",787
"2007","70618",791
"2008","70618",789
"2009","70618",790
"2010","70618",776
"2011","70618",789
"2012","70618",799
"2013","70618",798
"2014","70618",801
"2015","70618",788
"2016","70618",821
"2017","70618",817
"2018","70618",813
"2019","70618",801
"2020","70618",800
"2021","70618",783
"2022","70618",786
"2023","70618",787
"2024","70618",802
"2025","70618",799
"2002","70619",1681
"2003","70619",1716
"2004","70619",1734
"2005","70619",1729
"2006","70619",1778
"2007","70619",1736
"2008","70619",1721
"2009","70619",1728
"2010","70619",1700
"2011","70619",1729
"2012","70619",1734
"2013","70619",1742
"2014","70619",1752
"2015","70619",1733
"2016","70619",1777
"2017","70619",1815
"2018","70619",1825
"2019","70619",1845
"2020","70619",1871
"2021","70619",1884
"2022","70619",1836
"2023","70619",1877
"2024","70619",1879
"2025","70619",1879
"2002","70620",1219
"2003","70620",1268
"2004","70620",1285
"2005","70620",1303
"2006","70620",1317
"2007","70620",1288
"2008","70620",1286
"2009","70620",1276
"2010","70620",1260
"2011","70620",1243
"2012","70620",1261
"2013","70620",1243
"2014","70620",1227
"2015","70620",1244
"2016","70620",1267
"2017","70620",1271
"2018","70620",1261
"2019","70620",1274
"2020","70620",1252
"2021","70620",1250
"2022","70620",1248
"2023","70620",1320
"2024","70620",1337
"2025","70620",1354
"2002","70621",2724
"2003","70621",2810
"2004","70621",2813
"2005","70621",2838
"2006","70621",2806
"2007","70621",2713
"2008","70621",2658
"2009","70621",2625
"2010","70621",2569
"2011","70621",2532
"2012","70621",2535
"2013","70621",2498
"2014","70621",2426
"2015","70621",2426
"2016","70621",2350
"2017","70621",2353
"2018","70621",2372
"2019","70621",2358
"2020","70621",2372
"2021","70621",2357
"2022","70621",2359
"2023","70621",2362
"2024","70621",2366
"2025","70621",2319
"2002","70622",1666
"2003","70622",1672
"2004","70622",1680
"2005","70622",1681
"2006","70622",1711
"2007","70622",1711
"2008","70622",1686
"2009","70622",1692
"2010","70622",1693
"2011","70622",1684
"2012","70622",1712
"2013","70622",1709
"2014","70622",1706
"2015","70622",1712
"2016","70622",1726
"2017","70622",1703
"2018","70622",1697
"2019","70622",1678
"2020","70622",1682
"2021","70622",1658
"2022","70622",1732
"2023","70622",1753
"2024","70622",1762
"2025","70622",1766
"2002","70623",1101
"2003","70623",1116
"2004","70623",1135
"2005","70623",1088
"2006","70623",1122
"2007","70623",1126
"2008","70623",1156
"2009","70623",1169
"2010","70623",1178
"2011","70623",1169
"2012","70623",1165
"2013","70623",1167
"2014","70623",1185
"2015","70623",1197
"2016","70623",1218
"2017","70623",1260
"2018","70623",1265
"2019","70623",1263
"2020","70623",1271
"2021","70623",1253
"2022","70623",1259
"2023","70623",1233
"2024","70623",1246
"2025","70623",1249
"2002","70624",1120
"2003","70624",1256
"2004","70624",1265
"2005","70624",1204
"2006","70624",1175
"2007","70624",1175
"2008","70624",1187
"2009","70624",1143
"2010","70624",1117
"2011","70624",1078
"2012","70624",1080
"2013","70624",1094
"2014","70624",1086
"2015","70624",1107
"2016","70624",1127
"2017","70624",1109
"2018","70624",1134
"2019","70624",1125
"2020","70624",1139
"2021","70624",1151
"2022","70624",1154
"2023","70624",1186
"2024","70624",1188
"2025","70624",1212
"2002","70625",142
"2003","70625",137
"2004","70625",143
"2005","70625",143
"2006","70625",147
"2007","70625",154
"2008","70625",150
"2009","70625",143
"2010","70625",137
"2011","70625",141
"2012","70625",131
"2013","70625",131
"2014","70625",126
"2015","70625",126
"2016","70625",118
"2017","70625",117
"2018","70625",114
"2019","70625",109
"2020","70625",104
"2021","70625",99
"2022","70625",100
"2023","70625",103
"2024","70625",98
"2025","70625",97
"2002","70626",604
"2003","70626",604
"2004","70626",625
"2005","70626",627
"2006","70626",630
"2007","70626",615
"2008","70626",611
"2009","70626",598
"2010","70626",602
"2011","70626",602
"2012","70626",589
"2013","70626",575
"2014","70626",577
"2015","70626",569
"2016","70626",575
"2017","70626",575
"2018","70626",577
"2019","70626",578
"2020","70626",581
"2021","70626",576
"2022","70626",573
"2023","70626",576
"2024","70626",585
"2025","70626",584
"2002","70627",1247
"2003","70627",1241
"2004","70627",1227
"2005","70627",1241
"2006","70627",1230
"2007","70627",1230
"2008","70627",1237
"2009","70627",1235
"2010","70627",1215
"2011","70627",1215
"2012","70627",1204
"2013","70627",1206
"2014","70627",1217
"2015","70627",1202
"2016","70627",1205
"2017","70627",1202
"2018","70627",1213
"2019","70627",1207
"2020","70627",1240
"2021","70627",1240
"2022","70627",1242
"2023","70627",1226
"2024","70627",1214
"2025","70627",1197
"2002","70628",518
"2003","70628",525
"2004","70628",529
"2005","70628",525
"2006","70628",523
"2007","70628",527
"2008","70628",517
"2009","70628",516
"2010","70628",507
"2011","70628",506
"2012","70628",496
"2013","70628",501
"2014","70628",507
"2015","70628",513
"2016","70628",521
"2017","70628",520
"2018","70628",516
"2019","70628",512
"2020","70628",513
"2021","70628",508
"2022","70628",505
"2023","70628",504
"2024","70628",495
"2025","70628",500
"2002","70629",687
"2003","70629",678
"2004","70629",686
"2005","70629",680
"2006","70629",691
"2007","70629",683
"2008","70629",671
"2009","70629",667
"2010","70629",667
"2011","70629",675
"2012","70629",665
"2013","70629",676
"2014","70629",679
"2015","70629",685
"2016","70629",690
"2017","70629",719
"2018","70629",728
"2019","70629",754
"2020","70629",756
"2021","70629",762
"2022","70629",755
"2023","70629",759
"2024","70629",760
"2025","70629",748
"2002","70630",3376
"2003","70630",3347
"2004","70630",3369
"2005","70630",3367
"2006","70630",3309
"2007","70630",3310
"2008","70630",3323
"2009","70630",3310
"2010","70630",3310
"2011","70630",3271
"2012","70630",3265
"2013","70630",3288
"2014","70630",3347
"2015","70630",3364
"2016","70630",3413
"2017","70630",3423
"2018","70630",3409
"2019","70630",3406
"2020","70630",3398
"2021","70630",3459
"2022","70630",3510
"2023","70630",3613
"2024","70630",3642
"2025","70630",3613
"2002","70701",627
"2003","70701",637
"2004","70701",639
"2005","70701",629
"2006","70701",645
"2007","70701",660
"2008","70701",659
"2009","70701",646
"2010","70701",647
"2011","70701",649
"2012","70701",652
"2013","70701",646
"2014","70701",634
"2015","70701",647
"2016","70701",644
"2017","70701",646
"2018","70701",630
"2019","70701",644
"2020","70701",646
"2021","70701",647
"2022","70701",641
"2023","70701",646
"2024","70701",640
"2025","70701",646
"2002","70702",1011
"2003","70702",1001
"2004","70702",998
"2005","70702",993
"2006","70702",980
"2007","70702",962
"2008","70702",955
"2009","70702",955
"2010","70702",940
"2011","70702",927
"2012","70702",919
"2013","70702",920
"2014","70702",910
"2015","70702",912
"2016","70702",906
"2017","70702",924
"2018","70702",936
"2019","70702",933
"2020","70702",920
"2021","70702",921
"2022","70702",931
"2023","70702",919
"2024","70702",913
"2025","70702",914
"2002","70703",324
"2003","70703",317
"2004","70703",339
"2005","70703",352
"2006","70703",361
"2007","70703",370
"2008","70703",388
"2009","70703",383
"2010","70703",373
"2011","70703",363
"2012","70703",376
"2013","70703",388
"2014","70703",413
"2015","70703",470
"2016","70703",478
"2017","70703",471
"2018","70703",489
"2019","70703",491
"2020","70703",491
"2021","70703",492
"2022","70703",501
"2023","70703",519
"2024","70703",531
"2025","70703",528
"2002","70704",1338
"2003","70704",1327
"2004","70704",1330
"2005","70704",1335
"2006","70704",1340
"2007","70704",1300
"2008","70704",1288
"2009","70704",1290
"2010","70704",1288
