"";"jahr";"gemnr";"n";"anz"
"3122";2012;"Wiesing <70939>";"2056,75";2056,75
"3123";2012;"Zell am Ziller <70940>";"1758,5";1758,5
"3124";2012;"Zellberg <70941>";"629";629
"3125";2013;"Innsbruck <70101>";"123356,625";123356,625
"3126";2013;"Arzl im Pitztal <70201>";"2995,625";2995,625
"3127";2013;"Haiming <70202>";"4463";4463
"3128";2013;"Imst <70203>";"9590,875";9590,875
"3129";2013;"Imsterberg <70204>";"757,25";757,25
"3130";2013;"Jerzens <70205>";"1013,625";1013,625
"3131";2013;"Karres <70206>";"607,625";607,625
"3132";2013;"Karrösten <70207>";"686,75";686,75
"3133";2013;"Längenfeld <70208>";"4373,25";4373,25
"3134";2013;"Mieming <70209>";"3479,375";3479,375
"3135";2013;"Mils bei Imst <70210>";"536";536
"3136";2013;"Mötz <70211>";"1252,75";1252,75
"3137";2013;"Nassereith <70212>";"2069,75";2069,75
"3138";2013;"Obsteig <70213>";"1227,625";1227,625
"3139";2013;"Oetz <70214>";"2335,25";2335,25
"3140";2013;"Rietz <70215>";"2165,625";2165,625
"3141";2013;"Roppen <70216>";"1691,375";1691,375
"3142";2013;"St. Leonhard im Pitztal <70217>";"1433,75";1433,75
"3143";2013;"Sautens <70218>";"1446,75";1446,75
"3144";2013;"Silz <70219>";"2560,5";2560,5
"3145";2013;"Sölden <70220>";"3315,5";3315,5
"3146";2013;"Stams <70221>";"1336,625";1336,625
"3147";2013;"Tarrenz <70222>";"2687,875";2687,875
"3148";2013;"Umhausen <70223>";"3124,5";3124,5
"3149";2013;"Wenns <70224>";"1942,875";1942,875
"3150";2013;"Absam <70301>";"6763,25";6763,25
"3151";2013;"Aldrans <70302>";"2366,75";2366,75
"3152";2013;"Ampass <70303>";"1723,25";1723,25
"3153";2013;"Axams <70304>";"5616,875";5616,875
"3154";2013;"Baumkirchen <70305>";"1172,875";1172,875
"3155";2013;"Birgitz <70306>";"1313";1313
"3156";2013;"Ellbögen <70307>";"1088,125";1088,125
"3157";2013;"Flaurling <70308>";"1226,875";1226,875
"3158";2013;"Fritzens <70309>";"2036,25";2036,25
"3159";2013;"Fulpmes <70310>";"4234,875";4234,875
"3160";2013;"Gnadenwald <70311>";"750,375";750,375
"3161";2013;"Götzens <70312>";"3984,25";3984,25
"3162";2013;"Gries am Brenner <70313>";"1274,25";1274,25
"3163";2013;"Gries im Sellrain <70314>";"595,375";595,375
"3164";2013;"Grinzens <70315>";"1347,375";1347,375
"3165";2013;"Gschnitz <70317>";"437,625";437,625
"3166";2013;"Hatting <70318>";"1304,375";1304,375
"3167";2013;"Inzing <70319>";"3594,875";3594,875
"3168";2013;"Kematen in Tirol <70320>";"2632,75";2632,75
"3169";2013;"Kolsass <70322>";"1578,5";1578,5
"3170";2013;"Kolsassberg <70323>";"760,75";760,75
"3171";2013;"Kreith ^<70324>";"-";NA
"3172";2013;"Lans <70325>";"972";972
"3173";2013;"Leutasch <70326>";"2220,125";2220,125
"3174";2013;"Matrei am Brenner <70370>";"-";NA
"3175";2013;"Matrei am Brenner ^<70327>";"884,125";884,125
"3176";2013;"Mieders <70328>";"1780,125";1780,125
"3177";2013;"Mils <70329>";"4146,625";4146,625
"3178";2013;"Mühlbachl ^<70330>";"1326,625";1326,625
"3179";2013;"Mutters <70331>";"2051,25";2051,25
"3180";2013;"Natters <70332>";"1863,5";1863,5
"3181";2013;"Navis <70333>";"1970,75";1970,75
"3182";2013;"Neustift im Stubaital <70334>";"4580,25";4580,25
"3183";2013;"Oberhofen im Inntal <70335>";"1692,25";1692,25
"3184";2013;"Obernberg am Brenner <70336>";"364,5";364,5
"3185";2013;"Oberperfuss <70337>";"2888,5";2888,5
"3186";2013;"Patsch <70338>";"965,25";965,25
"3187";2013;"Pettnau <70339>";"905,125";905,125
"3188";2013;"Pfaffenhofen <70340>";"1084";1084
"3189";2013;"Pfons ^<70341>";"1232,875";1232,875
"3190";2013;"Polling in Tirol <70342>";"956,5";956,5
"3191";2013;"Ranggen <70343>";"1005,375";1005,375
"3192";2013;"Reith bei Seefeld <70344>";"1278";1278
"3193";2013;"Rinn <70345>";"1705,875";1705,875
"3194";2013;"Rum <70346>";"8839,75";8839,75
"3195";2013;"St. Sigmund im Sellrain <70347>";"169,375";169,375
"3196";2013;"Scharnitz <70348>";"1304,375";1304,375
"3197";2013;"Schmirn <70349>";"857,125";857,125
"3198";2013;"Schönberg im Stubaital <70350>";"1017,5";1017,5
"3199";2013;"Seefeld in Tirol <70351>";"3291,625";3291,625
"3200";2013;"Sellrain <70352>";"1344";1344
"3201";2013;"Sistrans <70353>";"2150,25";2150,25
"3202";2013;"Hall in Tirol <70354>";"13018,125";13018,125
"3203";2013;"Steinach am Brenner <70355>";"3362";3362
"3204";2013;"Telfes im Stubai <70356>";"1502";1502
"3205";2013;"Telfs <70357>";"14860,875";14860,875
"3206";2013;"Thaur <70358>";"3795,125";3795,125
"3207";2013;"Trins <70359>";"1246,875";1246,875
"3208";2013;"Tulfes <70360>";"1425,5";1425,5
"3209";2013;"Unterperfuss <70361>";"210,25";210,25
"3210";2013;"Vals <70362>";"547,625";547,625
"3211";2013;"Vögelsberg ^<70363>";"-";NA
"3212";2013;"Völs <70364>";"6571,125";6571,125
"3213";2013;"Volders <70365>";"4384,125";4384,125
"3214";2013;"Wattenberg <70366>";"721,75";721,75
"3215";2013;"Wattens <70367>";"7660,5";7660,5
"3216";2013;"Wildermieming <70368>";"899,125";899,125
"3217";2013;"Zirl <70369>";"7853,25";7853,25
"3218";2013;"Aurach bei Kitzbühel <70401>";"1120,625";1120,625
"3219";2013;"Brixen im Thale <70402>";"2638,375";2638,375
"3220";2013;"Fieberbrunn <70403>";"4340,625";4340,625
"3221";2013;"Going am Wilden Kaiser <70404>";"1895,125";1895,125
"3222";2013;"Hochfilzen <70405>";"1146,25";1146,25
"3223";2013;"Hopfgarten im Brixental <70406>";"5568,625";5568,625
"3224";2013;"Itter <70407>";"1160,75";1160,75
"3225";2013;"Jochberg <70408>";"1545,75";1545,75
"3226";2013;"Kirchberg in Tirol <70409>";"5092,75";5092,75
"3227";2013;"Kirchdorf in Tirol <70410>";"3836,125";3836,125
"3228";2013;"Kitzbühel <70411>";"8181,625";8181,625
"3229";2013;"Kössen <70412>";"4199,625";4199,625
"3230";2013;"Oberndorf in Tirol <70413>";"2048,25";2048,25
"3231";2013;"Reith bei Kitzbühel <70414>";"1663,5";1663,5
"3232";2013;"St. Jakob in Haus <70415>";"756,625";756,625
"3233";2013;"St. Johann in Tirol <70416>";"8824,625";8824,625
"3234";2013;"St. Ulrich am Pillersee <70417>";"1645,625";1645,625
"3235";2013;"Schwendt <70418>";"790,125";790,125
"3236";2013;"Waidring <70419>";"1983,75";1983,75
"3237";2013;"Westendorf <70420>";"3638,125";3638,125
"3238";2013;"Alpbach <70501>";"2570,125";2570,125
"3239";2013;"Angath <70502>";"975,125";975,125
"3240";2013;"Bad Häring <70503>";"2578,125";2578,125
"3241";2013;"Brandenberg <70504>";"1540";1540
"3242";2013;"Breitenbach am Inn <70505>";"3336,25";3336,25
"3243";2013;"Brixlegg <70506>";"2856,25";2856,25
"3244";2013;"Buchberg am Kaiser ^<70507>";"-";NA
"3245";2013;"Ebbs <70508>";"5310,375";5310,375
"3246";2013;"Ellmau <70509>";"2688,125";2688,125
"3247";2013;"Erl <70510>";"1458,25";1458,25
"3248";2013;"Kirchbichl <70511>";"5431,375";5431,375
"3249";2013;"Kramsach <70512>";"4658";4658
"3250";2013;"Kufstein <70513>";"17994,5";17994,5
"3251";2013;"Kundl <70514>";"4063,625";4063,625
"3252";2013;"Langkampfen <70515>";"3804";3804
"3253";2013;"Mariastein <70516>";"335,25";335,25
"3254";2013;"Münster <70517>";"3145,75";3145,75
"3255";2013;"Niederndorf <70518>";"2664,125";2664,125
"3256";2013;"Niederndorferberg <70519>";"679,125";679,125
"3257";2013;"Radfeld <70520>";"2278,375";2278,375
"3258";2013;"Rattenberg <70521>";"405,375";405,375
"3259";2013;"Reith im Alpbachtal <70522>";"2709,25";2709,25
"3260";2013;"Rettenschöss <70523>";"469,625";469,625
"3261";2013;"Scheffau am Wilden Kaiser <70524>";"1352,375";1352,375
"3262";2013;"Schwoich <70525>";"2325,625";2325,625
"3263";2013;"Söll <70526>";"3525,375";3525,375
"3264";2013;"Thiersee <70527>";"2824,125";2824,125
"3265";2013;"Angerberg <70528>";"1800,75";1800,75
"3266";2013;"Walchsee <70529>";"1805,625";1805,625
"3267";2013;"Wildschönau <70530>";"4183,625";4183,625
"3268";2013;"Wörgl <70531>";"12902,75";12902,75
"3269";2013;"Faggen <70601>";"369,25";369,25
"3270";2013;"Fendels <70602>";"248,625";248,625
"3271";2013;"Fiss <70603>";"968,75";968,75
"3272";2013;"Fließ <70604>";"2917,5";2917,5
"3273";2013;"Flirsch <70605>";"928,5";928,5
"3274";2013;"Galtür <70606>";"799,375";799,375
"3275";2013;"Grins <70607>";"1395,625";1395,625
"3276";2013;"Ischgl <70608>";"1550,125";1550,125
"3277";2013;"Kappl <70609>";"2612,125";2612,125
"3278";2013;"Kaunerberg <70610>";"416";416
"3279";2013;"Kaunertal <70611>";"603,875";603,875
"3280";2013;"Kauns <70612>";"487,125";487,125
"3281";2013;"Ladis <70613>";"542";542
"3282";2013;"Landeck <70614>";"7806";7806
"3283";2013;"Nauders <70615>";"1552,625";1552,625
"3284";2013;"Pettneu am Arlberg <70616>";"1446,75";1446,75
"3285";2013;"Pfunds <70617>";"2544,75";2544,75
"3286";2013;"Pians <70618>";"796,625";796,625
"3287";2013;"Prutz <70619>";"1756,25";1756,25
"3288";2013;"Ried im Oberinntal <70620>";"1237,5";1237,5
"3289";2013;"St. Anton am Arlberg <70621>";"2456,25";2456,25
"3290";2013;"Schönwies <70622>";"1715,625";1715,625
"3291";2013;"See <70623>";"1169,5";1169,5
"3292";2013;"Serfaus <70624>";"1091,75";1091,75
"3293";2013;"Spiss <70625>";"127,375";127,375
"3294";2013;"Stanz bei Landeck <70626>";"575,25";575,25
"3295";2013;"Strengen <70627>";"1209,375";1209,375
"3296";2013;"Tobadill <70628>";"502,75";502,75
"3297";2013;"Tösens <70629>";"670,875";670,875
"3298";2013;"Zams <70630>";"3310,375";3310,375
"3299";2013;"Abfaltersbach <70701>";"640,25";640,25
"3300";2013;"Ainet <70702>";"913,75";913,75
"3301";2013;"Amlach <70703>";"398,875";398,875
"3302";2013;"Anras <70704>";"1281,875";1281,875
"3303";2013;"Assling <70705>";"1836,875";1836,875
"3304";2013;"Außervillgraten <70706>";"765,5";765,5
"3305";2013;"Dölsach <70707>";"2263";2263
"3306";2013;"Gaimberg <70708>";"854,5";854,5
"3307";2013;"Hopfgarten in Defereggen <70709>";"739,25";739,25
"3308";2013;"Innervillgraten <70710>";"962,875";962,875
"3309";2013;"Iselsberg-Stronach <70711>";"598,25";598,25
"3310";2013;"Kals am Großglockner <70712>";"1214,75";1214,75
"3311";2013;"Kartitsch <70713>";"825,875";825,875
"3312";2013;"Lavant <70714>";"290,75";290,75
"3313";2013;"Leisach <70715>";"782,5";782,5
"3314";2013;"Lienz <70716>";"11849,25";11849,25
"3315";2013;"Matrei in Osttirol <70717>";"4692,125";4692,125
"3316";2013;"Nikolsdorf <70718>";"884,75";884,75
"3317";2013;"Nußdorf-Debant <70719>";"3267,25";3267,25
"3318";2013;"Oberlienz <70720>";"1412,125";1412,125
"3319";2013;"Obertilliach <70721>";"702,125";702,125
"3320";2013;"Prägraten am Großvenediger <70723>";"1191,375";1191,375
"3321";2013;"St. Jakob in Defereggen <70724>";"902,875";902,875
"3322";2013;"St. Johann im Walde <70725>";"272,5";272,5
"3323";2013;"St. Veit in Defereggen <70726>";"723,125";723,125
"3324";2013;"Schlaiten <70727>";"470,375";470,375
"3325";2013;"Sillian <70728>";"2038,875";2038,875
"3326";2013;"Strassen <70729>";"816,5";816,5
"3327";2013;"Tessenberg ^<70730>";"-";NA
"3328";2013;"Thurn <70731>";"610,25";610,25
"3329";2013;"Tristach <70732>";"1407,125";1407,125
"3330";2013;"Untertilliach <70733>";"245,25";245,25
"3331";2013;"Virgen <70734>";"2185";2185
"3332";2013;"Heinfels <70735>";"1010,625";1010,625
"3333";2013;"Bach <70801>";"667,375";667,375
"3334";2013;"Berwang <70802>";"564";564
"3335";2013;"Biberwier <70803>";"634,875";634,875
"3336";2013;"Bichlbach <70804>";"756,125";756,125
"3337";2013;"Breitenwang <70805>";"1534,125";1534,125
"3338";2013;"Ehenbichl <70806>";"843,875";843,875
"3339";2013;"Ehrwald <70807>";"2582,875";2582,875
"3340";2013;"Elbigenalp <70808>";"844,25";844,25
"3341";2013;"Elmen <70809>";"373,5";373,5
"3342";2013;"Forchach <70810>";"267,5";267,5
"3343";2013;"Grän <70811>";"607,5";607,5
"3344";2013;"Gramais <70812>";"52,125";52,125
"3345";2013;"Häselgehr <70813>";"670,75";670,75
"3346";2013;"Heiterwang <70814>";"507,75";507,75
"3347";2013;"Hinterhornbach <70815>";"91";91
"3348";2013;"Höfen <70816>";"1240,25";1240,25
"3349";2013;"Holzgau <70817>";"416,875";416,875
"3350";2013;"Jungholz <70818>";"283,5";283,5
"3351";2013;"Kaisers <70819>";"75";75
"3352";2013;"Lechaschau <70820>";"2048,625";2048,625
"3353";2013;"Lermoos <70821>";"1089,875";1089,875
"3354";2013;"Musau <70822>";"400,75";400,75
"3355";2013;"Namlos <70823>";"85,875";85,875
"3356";2013;"Nesselwängle <70824>";"429,125";429,125
"3357";2013;"Pfafflar <70825>";"117,75";117,75
"3358";2013;"Pflach <70826>";"1299,625";1299,625
"3359";2013;"Pinswang <70827>";"408,875";408,875
"3360";2013;"Reutte <70828>";"6151,25";6151,25
"3361";2013;"Schattwald <70829>";"423,25";423,25
"3362";2013;"Stanzach <70830>";"428,5";428,5
"3363";2013;"Steeg <70831>";"677,5";677,5
"3364";2013;"Tannheim <70832>";"1049,125";1049,125
"3365";2013;"Vils <70833>";"1485,625";1485,625
"3366";2013;"Vorderhornbach <70834>";"249";249
"3367";2013;"Wängle <70835>";"853,125";853,125
"3368";2013;"Weißenbach am Lech <70836>";"1263,875";1263,875
"3369";2013;"Zöblen <70837>";"217,875";217,875
"3370";2013;"Achenkirch <70901>";"2135";2135
"3371";2013;"Aschau im Zillertal <70902>";"1724,625";1724,625
"3372";2013;"Brandberg <70903>";"352,375";352,375
"3373";2013;"Bruck am Ziller <70904>";"1028,375";1028,375
"3374";2013;"Buch in Tirol <70905>";"2501,875";2501,875
"3375";2013;"Eben am Achensee <70907>";"2938,625";2938,625
"3376";2013;"Finkenberg <70908>";"1458,25";1458,25
"3377";2013;"Fügen <70909>";"3949,375";3949,375
"3378";2013;"Fügenberg <70910>";"1346,5";1346,5
"3379";2013;"Gallzein <70911>";"623,125";623,125
"3380";2013;"Gerlos <70912>";"760,75";760,75
"3381";2013;"Gerlosberg <70913>";"470,25";470,25
"3382";2013;"Hainzenberg <70914>";"691,375";691,375
"3383";2013;"Hart im Zillertal <70915>";"1544,375";1544,375
"3384";2013;"Hippach <70916>";"1405,125";1405,125
"3385";2013;"Jenbach <70917>";"6888,75";6888,75
"3386";2013;"Kaltenbach <70918>";"1242,875";1242,875
"3387";2013;"Mayrhofen <70920>";"3799,625";3799,625
"3388";2013;"Pill <70921>";"1131,25";1131,25
"3389";2013;"Ramsau im Zillertal <70922>";"1580,25";1580,25
"3390";2013;"Ried im Zillertal <70923>";"1202,5";1202,5
"3391";2013;"Rohrberg <70924>";"551,25";551,25
"3392";2013;"Schlitters <70925>";"1433,125";1433,125
"3393";2013;"Schwaz <70926>";"13115,625";13115,625
"3394";2013;"Schwendau <70927>";"1611,25";1611,25
"3395";2013;"Stans <70928>";"1914,625";1914,625
"3396";2013;"Steinberg am Rofan <70929>";"293,875";293,875
"3397";2013;"Strass im Zillertal <70930>";"819,375";819,375
"3398";2013;"Stumm <70931>";"1830";1830
"3399";2013;"Stummerberg <70932>";"838,125";838,125
"3400";2013;"Terfens <70933>";"2099,125";2099,125
"3401";2013;"Tux <70934>";"1917,625";1917,625
"3402";2013;"Uderns <70935>";"1663,375";1663,375
"3403";2013;"Vomp <70936>";"4722,125";4722,125
"3404";2013;"Weer <70937>";"1500,375";1500,375
"3405";2013;"Weerberg <70938>";"2377";2377
"3406";2013;"Wiesing <70939>";"2055,75";2055,75
"3407";2013;"Zell am Ziller <70940>";"1756";1756
"3408";2013;"Zellberg <70941>";"652,25";652,25
"3409";2014;"Innsbruck <70101>";"125492,5";125492,5
"3410";2014;"Arzl im Pitztal <70201>";"3045,125";3045,125
"3411";2014;"Haiming <70202>";"4494,75";4494,75
"3412";2014;"Imst <70203>";"9742,5";9742,5
"3413";2014;"Imsterberg <70204>";"765,875";765,875
"3414";2014;"Jerzens <70205>";"1002,375";1002,375
"3415";2014;"Karres <70206>";"604,875";604,875
"3416";2014;"Karrösten <70207>";"694,125";694,125
"3417";2014;"Längenfeld <70208>";"4416,75";4416,75
"3418";2014;"Mieming <70209>";"3493,25";3493,25
"3419";2014;"Mils bei Imst <70210>";"541,75";541,75
"3420";2014;"Mötz <70211>";"1265,5";1265,5
"3421";2014;"Nassereith <70212>";"2042,625";2042,625
"3422";2014;"Obsteig <70213>";"1263,25";1263,25
"3423";2014;"Oetz <70214>";"2330";2330
"3424";2014;"Rietz <70215>";"2156";2156
"3425";2014;"Roppen <70216>";"1701";1701
"3426";2014;"St. Leonhard im Pitztal <70217>";"1407,125";1407,125
"3427";2014;"Sautens <70218>";"1505,875";1505,875
"3428";2014;"Silz <70219>";"2560,25";2560,25
"3429";2014;"Sölden <70220>";"3207,125";3207,125
"3430";2014;"Stams <70221>";"1358";1358
"3431";2014;"Tarrenz <70222>";"2698,125";2698,125
"3432";2014;"Umhausen <70223>";"3107,125";3107,125
"3433";2014;"Wenns <70224>";"1944,5";1944,5
"3434";2014;"Absam <70301>";"6776";6776
"3435";2014;"Aldrans <70302>";"2454,125";2454,125
"3436";2014;"Ampass <70303>";"1774,875";1774,875
"3437";2014;"Axams <70304>";"5701,75";5701,75
"3438";2014;"Baumkirchen <70305>";"1206,75";1206,75
"3439";2014;"Birgitz <70306>";"1334,75";1334,75
"3440";2014;"Ellbögen <70307>";"1092,75";1092,75
"3441";2014;"Flaurling <70308>";"1259,75";1259,75
"3442";2014;"Fritzens <70309>";"2076,875";2076,875
"3443";2014;"Fulpmes <70310>";"4247,5";4247,5
"3444";2014;"Gnadenwald <70311>";"761,375";761,375
"3445";2014;"Götzens <70312>";"3990,75";3990,75
"3446";2014;"Gries am Brenner <70313>";"1308,5";1308,5
"3447";2014;"Gries im Sellrain <70314>";"587,25";587,25
"3448";2014;"Grinzens <70315>";"1398,375";1398,375
"3449";2014;"Gschnitz <70317>";"425,75";425,75
"3450";2014;"Hatting <70318>";"1334,5";1334,5
"3451";2014;"Inzing <70319>";"3649,375";3649,375
"3452";2014;"Kematen in Tirol <70320>";"2742,875";2742,875
"3453";2014;"Kolsass <70322>";"1583,5";1583,5
"3454";2014;"Kolsassberg <70323>";"779,875";779,875
"3455";2014;"Kreith ^<70324>";"-";NA
"3456";2014;"Lans <70325>";"1006";1006
"3457";2014;"Leutasch <70326>";"2253";2253
"3458";2014;"Matrei am Brenner <70370>";"-";NA
"3459";2014;"Matrei am Brenner ^<70327>";"890,125";890,125
"3460";2014;"Mieders <70328>";"1825,125";1825,125
"3461";2014;"Mils <70329>";"4138,75";4138,75
"3462";2014;"Mühlbachl ^<70330>";"1353,125";1353,125
"3463";2014;"Mutters <70331>";"2079,75";2079,75
"3464";2014;"Natters <70332>";"1882,125";1882,125
"3465";2014;"Navis <70333>";"1971,625";1971,625
"3466";2014;"Neustift im Stubaital <70334>";"4645,5";4645,5
"3467";2014;"Oberhofen im Inntal <70335>";"1708,75";1708,75
"3468";2014;"Obernberg am Brenner <70336>";"360,875";360,875
"3469";2014;"Oberperfuss <70337>";"2931,875";2931,875
"3470";2014;"Patsch <70338>";"971,5";971,5
"3471";2014;"Pettnau <70339>";"940,75";940,75
"3472";2014;"Pfaffenhofen <70340>";"1057,75";1057,75
"3473";2014;"Pfons ^<70341>";"1224";1224
"3474";2014;"Polling in Tirol <70342>";"1002";1002
"3475";2014;"Ranggen <70343>";"1037,625";1037,625
"3476";2014;"Reith bei Seefeld <70344>";"1299,125";1299,125
"3477";2014;"Rinn <70345>";"1739,375";1739,375
"3478";2014;"Rum <70346>";"8974,625";8974,625
"3479";2014;"St. Sigmund im Sellrain <70347>";"173,875";173,875
"3480";2014;"Scharnitz <70348>";"1308,375";1308,375
"3481";2014;"Schmirn <70349>";"860,625";860,625
"3482";2014;"Schönberg im Stubaital <70350>";"1011,375";1011,375
"3483";2014;"Seefeld in Tirol <70351>";"3327,75";3327,75
"3484";2014;"Sellrain <70352>";"1338,125";1338,125
"3485";2014;"Sistrans <70353>";"2172,375";2172,375
"3486";2014;"Hall in Tirol <70354>";"13301";13301
"3487";2014;"Steinach am Brenner <70355>";"3399";3399
"3488";2014;"Telfes im Stubai <70356>";"1515,125";1515,125
"3489";2014;"Telfs <70357>";"15133,625";15133,625
"3490";2014;"Thaur <70358>";"3832,75";3832,75
"3491";2014;"Trins <70359>";"1244,625";1244,625
"3492";2014;"Tulfes <70360>";"1470,75";1470,75
"3493";2014;"Unterperfuss <70361>";"214,625";214,625
"3494";2014;"Vals <70362>";"541,75";541,75
"3495";2014;"Vögelsberg ^<70363>";"-";NA
"3496";2014;"Völs <70364>";"6620";6620
"3497";2014;"Volders <70365>";"4371,75";4371,75
"3498";2014;"Wattenberg <70366>";"724,5";724,5
"3499";2014;"Wattens <70367>";"7698,375";7698,375
"3500";2014;"Wildermieming <70368>";"908";908
"3501";2014;"Zirl <70369>";"7914,875";7914,875
"3502";2014;"Aurach bei Kitzbühel <70401>";"1098,25";1098,25
"3503";2014;"Brixen im Thale <70402>";"2631,25";2631,25
"3504";2014;"Fieberbrunn <70403>";"4338,25";4338,25
"3505";2014;"Going am Wilden Kaiser <70404>";"1901,5";1901,5
"3506";2014;"Hochfilzen <70405>";"1147,375";1147,375
"3507";2014;"Hopfgarten im Brixental <70406>";"5590,25";5590,25
"3508";2014;"Itter <70407>";"1158,5";1158,5
"3509";2014;"Jochberg <70408>";"1546,625";1546,625
"3510";2014;"Kirchberg in Tirol <70409>";"5141,125";5141,125
"3511";2014;"Kirchdorf in Tirol <70410>";"3881,375";3881,375
"3512";2014;"Kitzbühel <70411>";"8212";8212
"3513";2014;"Kössen <70412>";"4199";4199
"3514";2014;"Oberndorf in Tirol <70413>";"2070,75";2070,75
"3515";2014;"Reith bei Kitzbühel <70414>";"1674,75";1674,75
"3516";2014;"St. Jakob in Haus <70415>";"761,625";761,625
"3517";2014;"St. Johann in Tirol <70416>";"8968,125";8968,125
"3518";2014;"St. Ulrich am Pillersee <70417>";"1713,25";1713,25
"3519";2014;"Schwendt <70418>";"798,75";798,75
"3520";2014;"Waidring <70419>";"1962";1962
"3521";2014;"Westendorf <70420>";"3650,75";3650,75
"3522";2014;"Alpbach <70501>";"2577";2577
"3523";2014;"Angath <70502>";"992,75";992,75
"3524";2014;"Bad Häring <70503>";"2591,125";2591,125
"3525";2014;"Brandenberg <70504>";"1526,5";1526,5
"3526";2014;"Breitenbach am Inn <70505>";"3339,625";3339,625
"3527";2014;"Brixlegg <70506>";"2858,5";2858,5
"3528";2014;"Buchberg am Kaiser ^<70507>";"-";NA
"3529";2014;"Ebbs <70508>";"5370,125";5370,125
"3530";2014;"Ellmau <70509>";"2711,5";2711,5
"3531";2014;"Erl <70510>";"1464,875";1464,875
"3532";2014;"Kirchbichl <70511>";"5519,125";5519,125
"3533";2014;"Kramsach <70512>";"4694,375";4694,375
"3534";2014;"Kufstein <70513>";"18303,125";18303,125
"3535";2014;"Kundl <70514>";"4132,5";4132,5
"3536";2014;"Langkampfen <70515>";"3846,625";3846,625
"3537";2014;"Mariastein <70516>";"349,5";349,5
"3538";2014;"Münster <70517>";"3195,125";3195,125
"3539";2014;"Niederndorf <70518>";"2659";2659
"3540";2014;"Niederndorferberg <70519>";"683,875";683,875
"3541";2014;"Radfeld <70520>";"2369,625";2369,625
"3542";2014;"Rattenberg <70521>";"399,125";399,125
"3543";2014;"Reith im Alpbachtal <70522>";"2711,875";2711,875
"3544";2014;"Rettenschöss <70523>";"470,25";470,25
"3545";2014;"Scheffau am Wilden Kaiser <70524>";"1352,625";1352,625
"3546";2014;"Schwoich <70525>";"2333,5";2333,5
"3547";2014;"Söll <70526>";"3546,875";3546,875
"3548";2014;"Thiersee <70527>";"2849";2849
"3549";2014;"Angerberg <70528>";"1842,625";1842,625
"3550";2014;"Walchsee <70529>";"1830,5";1830,5
"3551";2014;"Wildschönau <70530>";"4207,375";4207,375
"3552";2014;"Wörgl <70531>";"12997,375";12997,375
"3553";2014;"Faggen <70601>";"368";368
"3554";2014;"Fendels <70602>";"252,125";252,125
"3555";2014;"Fiss <70603>";"965,5";965,5
"3556";2014;"Fließ <70604>";"2913,5";2913,5
"3557";2014;"Flirsch <70605>";"929,375";929,375
"3558";2014;"Galtür <70606>";"789,625";789,625
"3559";2014;"Grins <70607>";"1390,25";1390,25
"3560";2014;"Ischgl <70608>";"1544,25";1544,25
"3561";2014;"Kappl <70609>";"2611,625";2611,625
"3562";2014;"Kaunerberg <70610>";"423,5";423,5
"3563";2014;"Kaunertal <70611>";"597,375";597,375
"3564";2014;"Kauns <70612>";"488,25";488,25
"3565";2014;"Ladis <70613>";"540,875";540,875
"3566";2014;"Landeck <70614>";"7810,5";7810,5
"3567";2014;"Nauders <70615>";"1549,125";1549,125
"3568";2014;"Pettneu am Arlberg <70616>";"1452,125";1452,125
"3569";2014;"Pfunds <70617>";"2544,625";2544,625
"3570";2014;"Pians <70618>";"793,625";793,625
"3571";2014;"Prutz <70619>";"1752,625";1752,625
"3572";2014;"Ried im Oberinntal <70620>";"1231,625";1231,625
"3573";2014;"St. Anton am Arlberg <70621>";"2406,5";2406,5
"3574";2014;"Schönwies <70622>";"1709,75";1709,75
"3575";2014;"See <70623>";"1190";1190
"3576";2014;"Serfaus <70624>";"1091,875";1091,875
"3577";2014;"Spiss <70625>";"125,25";125,25
"3578";2014;"Stanz bei Landeck <70626>";"575,25";575,25
"3579";2014;"Strengen <70627>";"1204,875";1204,875
"3580";2014;"Tobadill <70628>";"514,75";514,75
"3581";2014;"Tösens <70629>";"681,25";681,25
"3582";2014;"Zams <70630>";"3357,875";3357,875
"3583";2014;"Abfaltersbach <70701>";"637,875";637,875
"3584";2014;"Ainet <70702>";"910,25";910,25
"3585";2014;"Amlach <70703>";"433,625";433,625
"3586";2014;"Anras <70704>";"1265,125";1265,125
"3587";2014;"Assling <70705>";"1816";1816
"3588";2014;"Außervillgraten <70706>";"762,5";762,5
"3589";2014;"Dölsach <70707>";"2247,125";2247,125
"3590";2014;"Gaimberg <70708>";"850,5";850,5
"3591";2014;"Hopfgarten in Defereggen <70709>";"728,875";728,875
"3592";2014;"Innervillgraten <70710>";"958,75";958,75
"3593";2014;"Iselsberg-Stronach <70711>";"603";603
"3594";2014;"Kals am Großglockner <70712>";"1202,375";1202,375
"3595";2014;"Kartitsch <70713>";"816,125";816,125
"3596";2014;"Lavant <70714>";"294,125";294,125
"3597";2014;"Leisach <70715>";"777";777
"3598";2014;"Lienz <70716>";"11888,125";11888,125
"3599";2014;"Matrei in Osttirol <70717>";"4691,375";4691,375
"3600";2014;"Nikolsdorf <70718>";"873,875";873,875
"3601";2014;"Nußdorf-Debant <70719>";"3253,5";3253,5
"3602";2014;"Oberlienz <70720>";"1416";1416
"3603";2014;"Obertilliach <70721>";"691";691
"3604";2014;"Prägraten am Großvenediger <70723>";"1176,875";1176,875
