"";"jahr";"gemnr";"n";"anz"
"1632";2007;"Bichlbach <70804>";"825,625";825,625
"1633";2007;"Breitenwang <70805>";"1618";1618
"1634";2007;"Ehenbichl <70806>";"784,125";784,125
"1635";2007;"Ehrwald <70807>";"2633,625";2633,625
"1636";2007;"Elbigenalp <70808>";"820,625";820,625
"1637";2007;"Elmen <70809>";"396,5";396,5
"1638";2007;"Forchach <70810>";"284,5";284,5
"1639";2007;"Grän <70811>";"595,375";595,375
"1640";2007;"Gramais <70812>";"66";66
"1641";2007;"Häselgehr <70813>";"696,75";696,75
"1642";2007;"Heiterwang <70814>";"532,375";532,375
"1643";2007;"Hinterhornbach <70815>";"87,25";87,25
"1644";2007;"Höfen <70816>";"1277,625";1277,625
"1645";2007;"Holzgau <70817>";"465,125";465,125
"1646";2007;"Jungholz <70818>";"294,75";294,75
"1647";2007;"Kaisers <70819>";"85";85
"1648";2007;"Lechaschau <70820>";"1973,5";1973,5
"1649";2007;"Lermoos <70821>";"1093,875";1093,875
"1650";2007;"Musau <70822>";"375,875";375,875
"1651";2007;"Namlos <70823>";"93,875";93,875
"1652";2007;"Nesselwängle <70824>";"428,125";428,125
"1653";2007;"Pfafflar <70825>";"127";127
"1654";2007;"Pflach <70826>";"1243,125";1243,125
"1655";2007;"Pinswang <70827>";"426,75";426,75
"1656";2007;"Reutte <70828>";"5792,5";5792,5
"1657";2007;"Schattwald <70829>";"410,125";410,125
"1658";2007;"Stanzach <70830>";"403,5";403,5
"1659";2007;"Steeg <70831>";"722,75";722,75
"1660";2007;"Tannheim <70832>";"1090,375";1090,375
"1661";2007;"Vils <70833>";"1551";1551
"1662";2007;"Vorderhornbach <70834>";"269,375";269,375
"1663";2007;"Wängle <70835>";"887,875";887,875
"1664";2007;"Weißenbach am Lech <70836>";"1308,375";1308,375
"1665";2007;"Zöblen <70837>";"243,375";243,375
"1666";2007;"Achenkirch <70901>";"2100,875";2100,875
"1667";2007;"Aschau im Zillertal <70902>";"1598,875";1598,875
"1668";2007;"Brandberg <70903>";"367,625";367,625
"1669";2007;"Bruck am Ziller <70904>";"980,75";980,75
"1670";2007;"Buch in Tirol <70905>";"2604,5";2604,5
"1671";2007;"Eben am Achensee <70907>";"2786,5";2786,5
"1672";2007;"Finkenberg <70908>";"1528,125";1528,125
"1673";2007;"Fügen <70909>";"3661,375";3661,375
"1674";2007;"Fügenberg <70910>";"1308";1308
"1675";2007;"Gallzein <70911>";"572,125";572,125
"1676";2007;"Gerlos <70912>";"788,25";788,25
"1677";2007;"Gerlosberg <70913>";"451,875";451,875
"1678";2007;"Hainzenberg <70914>";"646,25";646,25
"1679";2007;"Hart im Zillertal <70915>";"1402,125";1402,125
"1680";2007;"Hippach <70916>";"1371,375";1371,375
"1681";2007;"Jenbach <70917>";"6868";6868
"1682";2007;"Kaltenbach <70918>";"1250,25";1250,25
"1683";2007;"Mayrhofen <70920>";"3803,875";3803,875
"1684";2007;"Pill <70921>";"1051,25";1051,25
"1685";2007;"Ramsau im Zillertal <70922>";"1544,875";1544,875
"1686";2007;"Ried im Zillertal <70923>";"1261,25";1261,25
"1687";2007;"Rohrberg <70924>";"488,25";488,25
"1688";2007;"Schlitters <70925>";"1353,625";1353,625
"1689";2007;"Schwaz <70926>";"12698,5";12698,5
"1690";2007;"Schwendau <70927>";"1478,375";1478,375
"1691";2007;"Stans <70928>";"1878,625";1878,625
"1692";2007;"Steinberg am Rofan <70929>";"296,5";296,5
"1693";2007;"Strass im Zillertal <70930>";"834,25";834,25
"1694";2007;"Stumm <70931>";"1821,625";1821,625
"1695";2007;"Stummerberg <70932>";"809,875";809,875
"1696";2007;"Terfens <70933>";"2041,5";2041,5
"1697";2007;"Tux <70934>";"1909,125";1909,125
"1698";2007;"Uderns <70935>";"1596";1596
"1699";2007;"Vomp <70936>";"4484,5";4484,5
"1700";2007;"Weer <70937>";"1479,125";1479,125
"1701";2007;"Weerberg <70938>";"2260,625";2260,625
"1702";2007;"Wiesing <70939>";"1968,625";1968,625
"1703";2007;"Zell am Ziller <70940>";"1782,875";1782,875
"1704";2007;"Zellberg <70941>";"647,375";647,375
"1705";2008;"Innsbruck <70101>";"116889,125";116889,125
"1706";2008;"Arzl im Pitztal <70201>";"2962,25";2962,25
"1707";2008;"Haiming <70202>";"4221,5";4221,5
"1708";2008;"Imst <70203>";"9442,875";9442,875
"1709";2008;"Imsterberg <70204>";"764,125";764,125
"1710";2008;"Jerzens <70205>";"979,625";979,625
"1711";2008;"Karres <70206>";"602,375";602,375
"1712";2008;"Karrösten <70207>";"678,75";678,75
"1713";2008;"Längenfeld <70208>";"4370,5";4370,5
"1714";2008;"Mieming <70209>";"3279,5";3279,5
"1715";2008;"Mils bei Imst <70210>";"552,125";552,125
"1716";2008;"Mötz <70211>";"1223,375";1223,375
"1717";2008;"Nassereith <70212>";"2071,375";2071,375
"1718";2008;"Obsteig <70213>";"1158,75";1158,75
"1719";2008;"Oetz <70214>";"2262,375";2262,375
"1720";2008;"Rietz <70215>";"2090,125";2090,125
"1721";2008;"Roppen <70216>";"1641,125";1641,125
"1722";2008;"St. Leonhard im Pitztal <70217>";"1513,75";1513,75
"1723";2008;"Sautens <70218>";"1378,75";1378,75
"1724";2008;"Silz <70219>";"2476,625";2476,625
"1725";2008;"Sölden <70220>";"3625";3625
"1726";2008;"Stams <70221>";"1311,75";1311,75
"1727";2008;"Tarrenz <70222>";"2595,625";2595,625
"1728";2008;"Umhausen <70223>";"3032,625";3032,625
"1729";2008;"Wenns <70224>";"2010,25";2010,25
"1730";2008;"Absam <70301>";"6685,875";6685,875
"1731";2008;"Aldrans <70302>";"2068,75";2068,75
"1732";2008;"Ampass <70303>";"1574";1574
"1733";2008;"Axams <70304>";"5410,625";5410,625
"1734";2008;"Baumkirchen <70305>";"1145,25";1145,25
"1735";2008;"Birgitz <70306>";"1273,625";1273,625
"1736";2008;"Ellbögen <70307>";"1093,5";1093,5
"1737";2008;"Flaurling <70308>";"1164,5";1164,5
"1738";2008;"Fritzens <70309>";"2010,5";2010,5
"1739";2008;"Fulpmes <70310>";"4086,125";4086,125
"1740";2008;"Gnadenwald <70311>";"730";730
"1741";2008;"Götzens <70312>";"3756,625";3756,625
"1742";2008;"Gries am Brenner <70313>";"1253,25";1253,25
"1743";2008;"Gries im Sellrain <70314>";"582,5";582,5
"1744";2008;"Grinzens <70315>";"1320,375";1320,375
"1745";2008;"Gschnitz <70317>";"422,625";422,625
"1746";2008;"Hatting <70318>";"1158,625";1158,625
"1747";2008;"Inzing <70319>";"3364,75";3364,75
"1748";2008;"Kematen in Tirol <70320>";"2527,5";2527,5
"1749";2008;"Kolsass <70322>";"1450";1450
"1750";2008;"Kolsassberg <70323>";"749,5";749,5
"1751";2008;"Kreith ^<70324>";"-";NA
"1752";2008;"Lans <70325>";"923,5";923,5
"1753";2008;"Leutasch <70326>";"2081,375";2081,375
"1754";2008;"Matrei am Brenner <70370>";"-";NA
"1755";2008;"Matrei am Brenner ^<70327>";"925,375";925,375
"1756";2008;"Mieders <70328>";"1717,5";1717,5
"1757";2008;"Mils <70329>";"4030,125";4030,125
"1758";2008;"Mühlbachl ^<70330>";"1354";1354
"1759";2008;"Mutters <70331>";"1968,25";1968,25
"1760";2008;"Natters <70332>";"1923,125";1923,125
"1761";2008;"Navis <70333>";"1980";1980
"1762";2008;"Neustift im Stubaital <70334>";"4477,5";4477,5
"1763";2008;"Oberhofen im Inntal <70335>";"1680,875";1680,875
"1764";2008;"Obernberg am Brenner <70336>";"368";368
"1765";2008;"Oberperfuss <70337>";"2793,375";2793,375
"1766";2008;"Patsch <70338>";"980";980
"1767";2008;"Pettnau <70339>";"921,375";921,375
"1768";2008;"Pfaffenhofen <70340>";"1062,875";1062,875
"1769";2008;"Pfons ^<70341>";"1237,625";1237,625
"1770";2008;"Polling in Tirol <70342>";"916,875";916,875
"1771";2008;"Ranggen <70343>";"926";926
"1772";2008;"Reith bei Seefeld <70344>";"1142,375";1142,375
"1773";2008;"Rinn <70345>";"1504,75";1504,75
"1774";2008;"Rum <70346>";"8723,125";8723,125
"1775";2008;"St. Sigmund im Sellrain <70347>";"179,5";179,5
"1776";2008;"Scharnitz <70348>";"1296,75";1296,75
"1777";2008;"Schmirn <70349>";"879";879
"1778";2008;"Schönberg im Stubaital <70350>";"1011,625";1011,625
"1779";2008;"Seefeld in Tirol <70351>";"2972,75";2972,75
"1780";2008;"Sellrain <70352>";"1341";1341
"1781";2008;"Sistrans <70353>";"1930,125";1930,125
"1782";2008;"Hall in Tirol <70354>";"12409";12409
"1783";2008;"Steinach am Brenner <70355>";"3317,125";3317,125
"1784";2008;"Telfes im Stubai <70356>";"1445,25";1445,25
"1785";2008;"Telfs <70357>";"14448,25";14448,25
"1786";2008;"Thaur <70358>";"3720";3720
"1787";2008;"Trins <70359>";"1259,25";1259,25
"1788";2008;"Tulfes <70360>";"1429,25";1429,25
"1789";2008;"Unterperfuss <70361>";"202,875";202,875
"1790";2008;"Vals <70362>";"562,5";562,5
"1791";2008;"Vögelsberg ^<70363>";"-";NA
"1792";2008;"Völs <70364>";"6565,625";6565,625
"1793";2008;"Volders <70365>";"4288,875";4288,875
"1794";2008;"Wattenberg <70366>";"731,125";731,125
"1795";2008;"Wattens <70367>";"7666,75";7666,75
"1796";2008;"Wildermieming <70368>";"829,625";829,625
"1797";2008;"Zirl <70369>";"7344,5";7344,5
"1798";2008;"Aurach bei Kitzbühel <70401>";"1155,25";1155,25
"1799";2008;"Brixen im Thale <70402>";"2594,125";2594,125
"1800";2008;"Fieberbrunn <70403>";"4298";4298
"1801";2008;"Going am Wilden Kaiser <70404>";"1857,125";1857,125
"1802";2008;"Hochfilzen <70405>";"1135,125";1135,125
"1803";2008;"Hopfgarten im Brixental <70406>";"5495,875";5495,875
"1804";2008;"Itter <70407>";"1143,375";1143,375
"1805";2008;"Jochberg <70408>";"1580,625";1580,625
"1806";2008;"Kirchberg in Tirol <70409>";"5148,5";5148,5
"1807";2008;"Kirchdorf in Tirol <70410>";"3683,625";3683,625
"1808";2008;"Kitzbühel <70411>";"8294,125";8294,125
"1809";2008;"Kössen <70412>";"4200,25";4200,25
"1810";2008;"Oberndorf in Tirol <70413>";"2005,75";2005,75
"1811";2008;"Reith bei Kitzbühel <70414>";"1651,125";1651,125
"1812";2008;"St. Jakob in Haus <70415>";"669,125";669,125
"1813";2008;"St. Johann in Tirol <70416>";"8608,875";8608,875
"1814";2008;"St. Ulrich am Pillersee <70417>";"1560,375";1560,375
"1815";2008;"Schwendt <70418>";"780,25";780,25
"1816";2008;"Waidring <70419>";"1851";1851
"1817";2008;"Westendorf <70420>";"3544,875";3544,875
"1818";2008;"Alpbach <70501>";"2598,75";2598,75
"1819";2008;"Angath <70502>";"935,5";935,5
"1820";2008;"Bad Häring <70503>";"2411,75";2411,75
"1821";2008;"Brandenberg <70504>";"1539,625";1539,625
"1822";2008;"Breitenbach am Inn <70505>";"3198,375";3198,375
"1823";2008;"Brixlegg <70506>";"2812,875";2812,875
"1824";2008;"Buchberg am Kaiser ^<70507>";"-";NA
"1825";2008;"Ebbs <70508>";"5079,375";5079,375
"1826";2008;"Ellmau <70509>";"2600,5";2600,5
"1827";2008;"Erl <70510>";"1451,125";1451,125
"1828";2008;"Kirchbichl <70511>";"5264,375";5264,375
"1829";2008;"Kramsach <70512>";"4543,125";4543,125
"1830";2008;"Kufstein <70513>";"16843,75";16843,75
"1831";2008;"Kundl <70514>";"3937";3937
"1832";2008;"Langkampfen <70515>";"3623";3623
"1833";2008;"Mariastein <70516>";"306,875";306,875
"1834";2008;"Münster <70517>";"2956,875";2956,875
"1835";2008;"Niederndorf <70518>";"2550,625";2550,625
"1836";2008;"Niederndorferberg <70519>";"653,875";653,875
"1837";2008;"Radfeld <70520>";"2268,5";2268,5
"1838";2008;"Rattenberg <70521>";"414,5";414,5
"1839";2008;"Reith im Alpbachtal <70522>";"2730,25";2730,25
"1840";2008;"Rettenschöss <70523>";"429,5";429,5
"1841";2008;"Scheffau am Wilden Kaiser <70524>";"1318,75";1318,75
"1842";2008;"Schwoich <70525>";"2288,875";2288,875
"1843";2008;"Söll <70526>";"3521,75";3521,75
"1844";2008;"Thiersee <70527>";"2823,75";2823,75
"1845";2008;"Angerberg <70528>";"1745,5";1745,5
"1846";2008;"Walchsee <70529>";"1787,25";1787,25
"1847";2008;"Wildschönau <70530>";"4182,625";4182,625
"1848";2008;"Wörgl <70531>";"12059,875";12059,875
"1849";2008;"Faggen <70601>";"338,625";338,625
"1850";2008;"Fendels <70602>";"267,625";267,625
"1851";2008;"Fiss <70603>";"934,75";934,75
"1852";2008;"Fließ <70604>";"2964,625";2964,625
"1853";2008;"Flirsch <70605>";"968,875";968,875
"1854";2008;"Galtür <70606>";"830,5";830,5
"1855";2008;"Grins <70607>";"1356,75";1356,75
"1856";2008;"Ischgl <70608>";"1612,625";1612,625
"1857";2008;"Kappl <70609>";"2620,25";2620,25
"1858";2008;"Kaunerberg <70610>";"348,625";348,625
"1859";2008;"Kaunertal <70611>";"599,625";599,625
"1860";2008;"Kauns <70612>";"486,625";486,625
"1861";2008;"Ladis <70613>";"514,875";514,875
"1862";2008;"Landeck <70614>";"7643,875";7643,875
"1863";2008;"Nauders <70615>";"1518,125";1518,125
"1864";2008;"Pettneu am Arlberg <70616>";"1484,875";1484,875
"1865";2008;"Pfunds <70617>";"2560,375";2560,375
"1866";2008;"Pians <70618>";"793,125";793,125
"1867";2008;"Prutz <70619>";"1715,375";1715,375
"1868";2008;"Ried im Oberinntal <70620>";"1282,5";1282,5
"1869";2008;"St. Anton am Arlberg <70621>";"2596,625";2596,625
"1870";2008;"Schönwies <70622>";"1694";1694
"1871";2008;"See <70623>";"1161,875";1161,875
"1872";2008;"Serfaus <70624>";"1165";1165
"1873";2008;"Spiss <70625>";"147,125";147,125
"1874";2008;"Stanz bei Landeck <70626>";"606,375";606,375
"1875";2008;"Strengen <70627>";"1235,75";1235,75
"1876";2008;"Tobadill <70628>";"519,875";519,875
"1877";2008;"Tösens <70629>";"665,25";665,25
"1878";2008;"Zams <70630>";"3324,125";3324,125
"1879";2008;"Abfaltersbach <70701>";"651,875";651,875
"1880";2008;"Ainet <70702>";"953";953
"1881";2008;"Amlach <70703>";"382,875";382,875
"1882";2008;"Anras <70704>";"1287,75";1287,75
"1883";2008;"Assling <70705>";"1930,125";1930,125
"1884";2008;"Außervillgraten <70706>";"832,875";832,875
"1885";2008;"Dölsach <70707>";"2308,25";2308,25
"1886";2008;"Gaimberg <70708>";"836,125";836,125
"1887";2008;"Hopfgarten in Defereggen <70709>";"781,25";781,25
"1888";2008;"Innervillgraten <70710>";"1007,75";1007,75
"1889";2008;"Iselsberg-Stronach <70711>";"613,25";613,25
"1890";2008;"Kals am Großglockner <70712>";"1252,375";1252,375
"1891";2008;"Kartitsch <70713>";"851,5";851,5
"1892";2008;"Lavant <70714>";"276,375";276,375
"1893";2008;"Leisach <70715>";"852";852
"1894";2008;"Lienz <70716>";"11969,25";11969,25
"1895";2008;"Matrei in Osttirol <70717>";"4896,25";4896,25
"1896";2008;"Nikolsdorf <70718>";"867";867
"1897";2008;"Nußdorf-Debant <70719>";"3243,75";3243,75
"1898";2008;"Oberlienz <70720>";"1416,875";1416,875
"1899";2008;"Obertilliach <70721>";"744,25";744,25
"1900";2008;"Prägraten am Großvenediger <70723>";"1251,25";1251,25
"1901";2008;"St. Jakob in Defereggen <70724>";"938,875";938,875
"1902";2008;"St. Johann im Walde <70725>";"305,25";305,25
"1903";2008;"St. Veit in Defereggen <70726>";"755";755
"1904";2008;"Schlaiten <70727>";"478,625";478,625
"1905";2008;"Sillian <70728>";"2110,25";2110,25
"1906";2008;"Strassen <70729>";"848,375";848,375
"1907";2008;"Tessenberg ^<70730>";"-";NA
"1908";2008;"Thurn <70731>";"613,375";613,375
"1909";2008;"Tristach <70732>";"1347,625";1347,625
"1910";2008;"Untertilliach <70733>";"259,25";259,25
"1911";2008;"Virgen <70734>";"2156";2156
"1912";2008;"Heinfels <70735>";"1023,375";1023,375
"1913";2008;"Bach <70801>";"683,5";683,5
"1914";2008;"Berwang <70802>";"589,5";589,5
"1915";2008;"Biberwier <70803>";"632,875";632,875
"1916";2008;"Bichlbach <70804>";"808,75";808,75
"1917";2008;"Breitenwang <70805>";"1604,75";1604,75
"1918";2008;"Ehenbichl <70806>";"801,625";801,625
"1919";2008;"Ehrwald <70807>";"2654,125";2654,125
"1920";2008;"Elbigenalp <70808>";"811,125";811,125
"1921";2008;"Elmen <70809>";"396,25";396,25
"1922";2008;"Forchach <70810>";"285,5";285,5
"1923";2008;"Grän <70811>";"585,625";585,625
"1924";2008;"Gramais <70812>";"67";67
"1925";2008;"Häselgehr <70813>";"701,5";701,5
"1926";2008;"Heiterwang <70814>";"528,5";528,5
"1927";2008;"Hinterhornbach <70815>";"86,875";86,875
"1928";2008;"Höfen <70816>";"1262,5";1262,5
"1929";2008;"Holzgau <70817>";"454,625";454,625
"1930";2008;"Jungholz <70818>";"284,75";284,75
"1931";2008;"Kaisers <70819>";"81,625";81,625
"1932";2008;"Lechaschau <70820>";"1982";1982
"1933";2008;"Lermoos <70821>";"1105,125";1105,125
"1934";2008;"Musau <70822>";"387,875";387,875
"1935";2008;"Namlos <70823>";"94,5";94,5
"1936";2008;"Nesselwängle <70824>";"424,125";424,125
"1937";2008;"Pfafflar <70825>";"126,125";126,125
"1938";2008;"Pflach <70826>";"1234,75";1234,75
"1939";2008;"Pinswang <70827>";"422,375";422,375
"1940";2008;"Reutte <70828>";"5878,25";5878,25
"1941";2008;"Schattwald <70829>";"409,125";409,125
"1942";2008;"Stanzach <70830>";"408,25";408,25
"1943";2008;"Steeg <70831>";"727";727
"1944";2008;"Tannheim <70832>";"1089,5";1089,5
"1945";2008;"Vils <70833>";"1543,125";1543,125
"1946";2008;"Vorderhornbach <70834>";"260,25";260,25
"1947";2008;"Wängle <70835>";"870";870
"1948";2008;"Weißenbach am Lech <70836>";"1301,375";1301,375
"1949";2008;"Zöblen <70837>";"241,75";241,75
"1950";2008;"Achenkirch <70901>";"2123,25";2123,25
"1951";2008;"Aschau im Zillertal <70902>";"1592,5";1592,5
"1952";2008;"Brandberg <70903>";"361";361
"1953";2008;"Bruck am Ziller <70904>";"989,125";989,125
"1954";2008;"Buch in Tirol <70905>";"2571,875";2571,875
"1955";2008;"Eben am Achensee <70907>";"2814,375";2814,375
"1956";2008;"Finkenberg <70908>";"1519,125";1519,125
"1957";2008;"Fügen <70909>";"3708,5";3708,5
"1958";2008;"Fügenberg <70910>";"1311,125";1311,125
"1959";2008;"Gallzein <70911>";"568,375";568,375
"1960";2008;"Gerlos <70912>";"787,625";787,625
"1961";2008;"Gerlosberg <70913>";"457,375";457,375
"1962";2008;"Hainzenberg <70914>";"654,625";654,625
"1963";2008;"Hart im Zillertal <70915>";"1414,125";1414,125
"1964";2008;"Hippach <70916>";"1363,875";1363,875
"1965";2008;"Jenbach <70917>";"6883,125";6883,125
"1966";2008;"Kaltenbach <70918>";"1255,625";1255,625
"1967";2008;"Mayrhofen <70920>";"3781,25";3781,25
"1968";2008;"Pill <70921>";"1059,75";1059,75
"1969";2008;"Ramsau im Zillertal <70922>";"1579,875";1579,875
"1970";2008;"Ried im Zillertal <70923>";"1246,625";1246,625
"1971";2008;"Rohrberg <70924>";"508,125";508,125
"1972";2008;"Schlitters <70925>";"1360,5";1360,5
"1973";2008;"Schwaz <70926>";"12854,625";12854,625
"1974";2008;"Schwendau <70927>";"1509,375";1509,375
"1975";2008;"Stans <70928>";"1880,75";1880,75
"1976";2008;"Steinberg am Rofan <70929>";"299,75";299,75
"1977";2008;"Strass im Zillertal <70930>";"838,875";838,875
"1978";2008;"Stumm <70931>";"1820,75";1820,75
"1979";2008;"Stummerberg <70932>";"811,375";811,375
"1980";2008;"Terfens <70933>";"2025";2025
"1981";2008;"Tux <70934>";"1906,875";1906,875
"1982";2008;"Uderns <70935>";"1615,375";1615,375
"1983";2008;"Vomp <70936>";"4552,875";4552,875
"1984";2008;"Weer <70937>";"1485,25";1485,25
"1985";2008;"Weerberg <70938>";"2265,75";2265,75
"1986";2008;"Wiesing <70939>";"1994";1994
"1987";2008;"Zell am Ziller <70940>";"1757,625";1757,625
"1988";2008;"Zellberg <70941>";"645";645
"1989";2009;"Innsbruck <70101>";"117464,375";117464,375
"1990";2009;"Arzl im Pitztal <70201>";"2944,625";2944,625
"1991";2009;"Haiming <70202>";"4250,375";4250,375
"1992";2009;"Imst <70203>";"9476,375";9476,375
"1993";2009;"Imsterberg <70204>";"759,5";759,5
"1994";2009;"Jerzens <70205>";"1002,25";1002,25
"1995";2009;"Karres <70206>";"610";610
"1996";2009;"Karrösten <70207>";"674,625";674,625
"1997";2009;"Längenfeld <70208>";"4353,625";4353,625
"1998";2009;"Mieming <70209>";"3336,25";3336,25
"1999";2009;"Mils bei Imst <70210>";"552,5";552,5
"2000";2009;"Mötz <70211>";"1212,25";1212,25
"2001";2009;"Nassereith <70212>";"2061,25";2061,25
"2002";2009;"Obsteig <70213>";"1186,5";1186,5
"2003";2009;"Oetz <70214>";"2254,375";2254,375
"2004";2009;"Rietz <70215>";"2095,625";2095,625
"2005";2009;"Roppen <70216>";"1643,625";1643,625
"2006";2009;"St. Leonhard im Pitztal <70217>";"1489,75";1489,75
"2007";2009;"Sautens <70218>";"1397,625";1397,625
"2008";2009;"Silz <70219>";"2498,5";2498,5
"2009";2009;"Sölden <70220>";"3654";3654
"2010";2009;"Stams <70221>";"1311,625";1311,625
"2011";2009;"Tarrenz <70222>";"2606,625";2606,625
"2012";2009;"Umhausen <70223>";"3069,75";3069,75
"2013";2009;"Wenns <70224>";"2004";2004
"2014";2009;"Absam <70301>";"6705,375";6705,375
"2015";2009;"Aldrans <70302>";"2100,375";2100,375
"2016";2009;"Ampass <70303>";"1599,375";1599,375
"2017";2009;"Axams <70304>";"5483,5";5483,5
"2018";2009;"Baumkirchen <70305>";"1158";1158
"2019";2009;"Birgitz <70306>";"1250,625";1250,625
"2020";2009;"Ellbögen <70307>";"1085,625";1085,625
"2021";2009;"Flaurling <70308>";"1205,75";1205,75
"2022";2009;"Fritzens <70309>";"2027";2027
"2023";2009;"Fulpmes <70310>";"4068";4068
"2024";2009;"Gnadenwald <70311>";"725,875";725,875
"2025";2009;"Götzens <70312>";"3804,875";3804,875
"2026";2009;"Gries am Brenner <70313>";"1262,625";1262,625
"2027";2009;"Gries im Sellrain <70314>";"579,625";579,625
"2028";2009;"Grinzens <70315>";"1313,75";1313,75
"2029";2009;"Gschnitz <70317>";"426,125";426,125
"2030";2009;"Hatting <70318>";"1166,25";1166,25
"2031";2009;"Inzing <70319>";"3441,5";3441,5
"2032";2009;"Kematen in Tirol <70320>";"2510,25";2510,25
"2033";2009;"Kolsass <70322>";"1476,25";1476,25
"2034";2009;"Kolsassberg <70323>";"755,375";755,375
"2035";2009;"Kreith ^<70324>";"-";NA
"2036";2009;"Lans <70325>";"920,5";920,5
"2037";2009;"Leutasch <70326>";"2125,625";2125,625
"2038";2009;"Matrei am Brenner <70370>";"-";NA
"2039";2009;"Matrei am Brenner ^<70327>";"906,75";906,75
"2040";2009;"Mieders <70328>";"1734,5";1734,5
"2041";2009;"Mils <70329>";"4089,75";4089,75
"2042";2009;"Mühlbachl ^<70330>";"1347,875";1347,875
"2043";2009;"Mutters <70331>";"1987,25";1987,25
"2044";2009;"Natters <70332>";"1908,5";1908,5
"2045";2009;"Navis <70333>";"1976,25";1976,25
"2046";2009;"Neustift im Stubaital <70334>";"4486,625";4486,625
"2047";2009;"Oberhofen im Inntal <70335>";"1671,625";1671,625
"2048";2009;"Obernberg am Brenner <70336>";"357,5";357,5
"2049";2009;"Oberperfuss <70337>";"2800,25";2800,25
"2050";2009;"Patsch <70338>";"992,875";992,875
"2051";2009;"Pettnau <70339>";"910,125";910,125
"2052";2009;"Pfaffenhofen <70340>";"1062,625";1062,625
"2053";2009;"Pfons ^<70341>";"1236";1236
"2054";2009;"Polling in Tirol <70342>";"926,375";926,375
"2055";2009;"Ranggen <70343>";"949,375";949,375
"2056";2009;"Reith bei Seefeld <70344>";"1148,875";1148,875
"2057";2009;"Rinn <70345>";"1583,25";1583,25
"2058";2009;"Rum <70346>";"8791,125";8791,125
"2059";2009;"St. Sigmund im Sellrain <70347>";"173,25";173,25
"2060";2009;"Scharnitz <70348>";"1308,75";1308,75
"2061";2009;"Schmirn <70349>";"894,375";894,375
"2062";2009;"Schönberg im Stubaital <70350>";"1006,75";1006,75
"2063";2009;"Seefeld in Tirol <70351>";"3008,125";3008,125
"2064";2009;"Sellrain <70352>";"1341,75";1341,75
"2065";2009;"Sistrans <70353>";"1995,625";1995,625
"2066";2009;"Hall in Tirol <70354>";"12449,25";12449,25
"2067";2009;"Steinach am Brenner <70355>";"3327,125";3327,125
"2068";2009;"Telfes im Stubai <70356>";"1462,75";1462,75
"2069";2009;"Telfs <70357>";"14481,125";14481,125
"2070";2009;"Thaur <70358>";"3743,375";3743,375
"2071";2009;"Trins <70359>";"1259,75";1259,75
"2072";2009;"Tulfes <70360>";"1415,25";1415,25
"2073";2009;"Unterperfuss <70361>";"203,75";203,75
"2074";2009;"Vals <70362>";"563,25";563,25
"2075";2009;"Vögelsberg ^<70363>";"-";NA
"2076";2009;"Völs <70364>";"6564,875";6564,875
"2077";2009;"Volders <70365>";"4288,25";4288,25
"2078";2009;"Wattenberg <70366>";"729,25";729,25
"2079";2009;"Wattens <70367>";"7619,875";7619,875
"2080";2009;"Wildermieming <70368>";"826";826
"2081";2009;"Zirl <70369>";"7446,5";7446,5
"2082";2009;"Aurach bei Kitzbühel <70401>";"1162,875";1162,875
"2083";2009;"Brixen im Thale <70402>";"2599,875";2599,875
"2084";2009;"Fieberbrunn <70403>";"4294,125";4294,125
"2085";2009;"Going am Wilden Kaiser <70404>";"1866,625";1866,625
"2086";2009;"Hochfilzen <70405>";"1121";1121
"2087";2009;"Hopfgarten im Brixental <70406>";"5531,25";5531,25
"2088";2009;"Itter <70407>";"1143,375";1143,375
"2089";2009;"Jochberg <70408>";"1569,75";1569,75
"2090";2009;"Kirchberg in Tirol <70409>";"5154,375";5154,375
"2091";2009;"Kirchdorf in Tirol <70410>";"3708";3708
"2092";2009;"Kitzbühel <70411>";"8208,75";8208,75
"2093";2009;"Kössen <70412>";"4171,75";4171,75
"2094";2009;"Oberndorf in Tirol <70413>";"2005,125";2005,125
"2095";2009;"Reith bei Kitzbühel <70414>";"1647,375";1647,375
"2096";2009;"St. Jakob in Haus <70415>";"712";712
"2097";2009;"St. Johann in Tirol <70416>";"8693,375";8693,375
"2098";2009;"St. Ulrich am Pillersee <70417>";"1570,75";1570,75
"2099";2009;"Schwendt <70418>";"789";789
"2100";2009;"Waidring <70419>";"1867,625";1867,625
"2101";2009;"Westendorf <70420>";"3561,75";3561,75
"2102";2009;"Alpbach <70501>";"2574,625";2574,625
"2103";2009;"Angath <70502>";"918,125";918,125
"2104";2009;"Bad Häring <70503>";"2480,125";2480,125
"2105";2009;"Brandenberg <70504>";"1548,25";1548,25
"2106";2009;"Breitenbach am Inn <70505>";"3221,25";3221,25
"2107";2009;"Brixlegg <70506>";"2844,375";2844,375
"2108";2009;"Buchberg am Kaiser ^<70507>";"-";NA
"2109";2009;"Ebbs <70508>";"5133,625";5133,625
"2110";2009;"Ellmau <70509>";"2615,25";2615,25
"2111";2009;"Erl <70510>";"1465,125";1465,125
"2112";2009;"Kirchbichl <70511>";"5271,875";5271,875
"2113";2009;"Kramsach <70512>";"4526,75";4526,75
"2114";2009;"Kufstein <70513>";"17062,625";17062,625
"2115";2009;"Kundl <70514>";"3932,125";3932,125
