"jahr";"gemnr";"yearmean_pop"
2006;"70512";4531,625
2006;"70513";16321,625
2006;"70514";3936,625
2006;"70515";3556,625
2006;"70516";289,5
2006;"70517";2901,375
2006;"70518";2530,375
2006;"70519";667
2006;"70520";2227
2006;"70521";420,625
2006;"70522";2677,125
2006;"70523";432,25
2006;"70524";1322,5
2006;"70525";2293
2006;"70526";3548,375
2006;"70527";2797,875
2006;"70528";1701
2006;"70529";1771,25
2006;"70530";4208,5
2006;"70531";11879,5
2006;"70601";310,5
2006;"70602";266,5
2006;"70603";988,5
2006;"70604";2927
2006;"70605";956
2006;"70606";824,125
2006;"70607";1311,375
2006;"70608";1820,5
2006;"70609";2619,5
2006;"70610";336
2006;"70611";612
2006;"70612";467,625
2006;"70613";528,625
2006;"70614";7623
2006;"70615";1621,75
2006;"70616";1483,625
2006;"70617";2554,125
2006;"70618";785,25
2006;"70619";1750,5
2006;"70620";1297,625
2006;"70621";2691,875
2006;"70622";1704,25
2006;"70623";1111,5
2006;"70624";1164,75
2006;"70625";149,125
2006;"70626";621,125
2006;"70627";1231,75
2006;"70628";524
2006;"70629";686,25
2006;"70630";3319,875
2006;"70701";654,375
2006;"70702";973,5
2006;"70703";363,125
2006;"70704";1321,25
2006;"70705";1987,375
2006;"70706";850,875
2006;"70707";2257,75
2006;"70708";837,375
2006;"70709";782,875
2006;"70710";1000,125
2006;"70711";608,75
2006;"70712";1292,375
2006;"70713";868,75
2006;"70714";281
2006;"70715";884
2006;"70716";12081,5
2006;"70717";4976,5
2006;"70718";863,25
2006;"70719";3238,5
2006;"70720";1443,625
2006;"70721";752,25
2006;"70723";1257,75
2006;"70724";961,5
2006;"70725";306
2006;"70726";770,5
2006;"70727";492,125
2006;"70728";2094,625
2006;"70729";863,625
2006;"70731";627,125
2006;"70732";1321,625
2006;"70733";270,875
2006;"70734";2146,25
2006;"70735";1038,625
2006;"70801";682,875
2006;"70802";601
2006;"70803";615,25
2006;"70804";821,125
2006;"70805";1571,375
2006;"70806";784,125
2006;"70807";2656,75
2006;"70808";833,5
2006;"70809";392,125
2006;"70810";289,875
2006;"70811";608,125
2006;"70812";66
2006;"70813";694,875
2006;"70814";525,75
2006;"70815";89
2006;"70816";1284,25
2006;"70817";467,75
2006;"70818";304,5
2006;"70819";86,75
2006;"70820";1953,625
2006;"70821";1086,625
2006;"70822";375,125
2006;"70823";99,875
2006;"70824";437,75
2006;"70825";130,125
2006;"70826";1227,125
2006;"70827";421,625
2006;"70828";5775,125
2006;"70829";412,875
2006;"70830";406,5
2006;"70831";723,125
2006;"70832";1094,625
2006;"70833";1570,75
2006;"70834";274,25
2006;"70835";884,875
2006;"70836";1317,5
2006;"70837";239,5
2006;"70901";2093,75
2006;"70902";1610,5
2006;"70903";359,625
2006;"70904";959,25
2006;"70905";2552,25
2006;"70907";2772,125
2006;"70908";1543,375
2006;"70909";3641,125
2006;"70910";1305,125
2006;"70911";563,625
2006;"70912";788,625
2006;"70913";453,5
2006;"70914";643,125
2006;"70915";1385,625
2006;"70916";1374,5
2006;"70917";6882,875
2006;"70918";1220,25
2006;"70920";3803
2006;"70921";1064,125
2006;"70922";1527,625
2006;"70923";1260,125
2006;"70924";467,875
2006;"70925";1346,25
2006;"70926";12594,5
2006;"70927";1472,625
2006;"70928";1879,5
2006;"70929";293
2006;"70930";835,75
2006;"70931";1832,625
2006;"70932";806,5
2006;"70933";2031,625
2006;"70934";1915
2006;"70935";1581,75
2006;"70936";4513,375
2006;"70937";1491,875
2006;"70938";2261,375
2006;"70939";1914,375
2006;"70940";1834,875
2006;"70941";640,75
2007;"70101";116370,375
2007;"70201";2954
2007;"70202";4182,25
2007;"70203";9399,875
2007;"70204";755,875
2007;"70205";986
2007;"70206";598,5
2007;"70207";682,25
2007;"70208";4354,25
2007;"70209";3227,75
2007;"70210";537
2007;"70211";1211,625
2007;"70212";2067,625
2007;"70213";1136
2007;"70214";2253,25
2007;"70215";2089,25
2007;"70216";1614,125
2007;"70217";1503
2007;"70218";1374,375
2007;"70219";2470
2007;"70220";3417,5
2007;"70221";1289,125
2007;"70222";2593,5
2007;"70223";2995,125
2007;"70224";2018,625
2007;"70301";6589,25
2007;"70302";2052,375
2007;"70303";1541,75
2007;"70304";5374,625
2007;"70305";1118,75
2007;"70306";1268,75
2007;"70307";1092,125
2007;"70308";1141,5
2007;"70309";2025,25
2007;"70310";4070,75
2007;"70311";704,5
2007;"70312";3730,125
2007;"70313";1218,25
2007;"70314";581,75
2007;"70315";1324,625
2007;"70317";422,375
2007;"70318";1154
2007;"70319";3333,25
2007;"70320";2563,625
2007;"70322";1438,375
2007;"70323";746,625
2007;"70325";905,5
2007;"70326";2057,125
2007;"70328";1725,875
2007;"70329";3984,5
2007;"70331";1976,25
2007;"70332";1919,5
2007;"70333";1964,75
2007;"70334";4455,125
2007;"70335";1649,375
2007;"70336";361,25
2007;"70337";2784,125
2007;"70338";964,875
2007;"70339";930
2007;"70340";1071,5
2007;"70342";908,5
2007;"70343";897,625
2007;"70344";1142
2007;"70345";1499,5
2007;"70346";8702,25
2007;"70347";183
2007;"70348";1312,375
2007;"70349";890,125
2007;"70350";1010,75
2007;"70351";2977,25
2007;"70352";1335,125
2007;"70353";1905,25
2007;"70354";12405,125
2007;"70355";3299,5
2007;"70356";1418,25
2007;"70357";14388
2007;"70358";3699,875
2007;"70359";1253
2007;"70360";1423,25
2007;"70361";202,75
2007;"70362";561,75
2007;"70364";6547,75
2007;"70365";4242
2007;"70366";722,5
2007;"70367";7673,5
2007;"70368";828,875
2007;"70369";7276,875
2007;"70401";1174,5
2007;"70402";2595
2007;"70403";4283
2007;"70404";1809,75
2007;"70405";1144,5
2007;"70406";5432,375
2007;"70407";1139,875
2007;"70408";1564,75
2007;"70409";5133
2007;"70410";3657,75
2007;"70411";8356,25
2007;"70412";4208,375
2007;"70413";2014,5
2007;"70414";1659
2007;"70415";658,375
2007;"70416";8536,625
2007;"70417";1509,125
2007;"70418";764,375
2007;"70419";1854
2007;"70420";3521,75
2007;"70501";2579,875
2007;"70502";934,625
2007;"70503";2371,75
2007;"70504";1534,125
2007;"70505";3208,625
2007;"70506";2797
2007;"70508";5085,375
2007;"70509";2625,75
2007;"70510";1438
2007;"70511";5247,25
2007;"70512";4540
2007;"70513";16517
2007;"70514";3929
2007;"70515";3576,25
2007;"70516";297,125
2007;"70517";2940,25
2007;"70518";2547,5
2007;"70519";657
2007;"70520";2276,125
2007;"70521";426,75
2007;"70522";2709,25
2007;"70523";426,375
2007;"70524";1327,375
2007;"70525";2284,75
2007;"70526";3573,375
2007;"70527";2845,875
2007;"70528";1723,125
2007;"70529";1775,375
2007;"70530";4178,75
2007;"70531";12015,625
2007;"70601";324,75
2007;"70602";265,875
2007;"70603";927,625
2007;"70604";2943,5
2007;"70605";960,125
2007;"70606";824,25
2007;"70607";1328,125
2007;"70608";1629,625
2007;"70609";2622,125
2007;"70610";347,25
2007;"70611";606
2007;"70612";477,125
2007;"70613";511,25
2007;"70614";7635,375
2007;"70615";1541,875
2007;"70616";1498,25
2007;"70617";2572,375
2007;"70618";792,5
2007;"70619";1722,625
2007;"70620";1289
2007;"70621";2645,625
2007;"70622";1696,875
2007;"70623";1138,75
2007;"70624";1172,25
2007;"70625";151,25
2007;"70626";610,75
2007;"70627";1230,375
2007;"70628";522,75
2007;"70629";676,75
2007;"70630";3315,625
2007;"70701";660,125
2007;"70702";953,875
2007;"70703";383,75
2007;"70704";1293,25
2007;"70705";1952
2007;"70706";841,5
2007;"70707";2277,875
2007;"70708";835,75
2007;"70709";784,875
2007;"70710";1004,25
2007;"70711";607
2007;"70712";1273,75
2007;"70713";863,25
2007;"70714";286,375
2007;"70715";871,25
2007;"70716";12049,625
2007;"70717";4970,625
2007;"70718";861,875
2007;"70719";3236,25
2007;"70720";1435
2007;"70721";749,25
2007;"70723";1256,75
2007;"70724";947,875
2007;"70725";306,875
2007;"70726";769,25
2007;"70727";486,125
2007;"70728";2092
2007;"70729";856
2007;"70731";622
2007;"70732";1342,75
2007;"70733";266,5
2007;"70734";2164,5
2007;"70735";1029
2007;"70801";682,625
2007;"70802";599,125
2007;"70803";625,5
2007;"70804";825,625
2007;"70805";1618
2007;"70806";784,125
2007;"70807";2633,625
2007;"70808";820,625
2007;"70809";396,5
2007;"70810";284,5
2007;"70811";595,375
2007;"70812";66
2007;"70813";696,75
2007;"70814";532,375
2007;"70815";87,25
2007;"70816";1277,625
2007;"70817";465,125
2007;"70818";294,75
2007;"70819";85
2007;"70820";1973,5
2007;"70821";1093,875
2007;"70822";375,875
2007;"70823";93,875
2007;"70824";428,125
2007;"70825";127
2007;"70826";1243,125
2007;"70827";426,75
2007;"70828";5792,5
2007;"70829";410,125
2007;"70830";403,5
2007;"70831";722,75
2007;"70832";1090,375
2007;"70833";1551
2007;"70834";269,375
2007;"70835";887,875
2007;"70836";1308,375
2007;"70837";243,375
2007;"70901";2100,875
2007;"70902";1598,875
2007;"70903";367,625
2007;"70904";980,75
2007;"70905";2604,5
2007;"70907";2786,5
2007;"70908";1528,125
2007;"70909";3661,375
2007;"70910";1308
2007;"70911";572,125
2007;"70912";788,25
2007;"70913";451,875
2007;"70914";646,25
2007;"70915";1402,125
2007;"70916";1371,375
2007;"70917";6868
2007;"70918";1250,25
2007;"70920";3803,875
2007;"70921";1051,25
2007;"70922";1544,875
2007;"70923";1261,25
2007;"70924";488,25
2007;"70925";1353,625
2007;"70926";12698,5
2007;"70927";1478,375
2007;"70928";1878,625
2007;"70929";296,5
2007;"70930";834,25
2007;"70931";1821,625
2007;"70932";809,875
2007;"70933";2041,5
2007;"70934";1909,125
2007;"70935";1596
2007;"70936";4484,5
2007;"70937";1479,125
2007;"70938";2260,625
2007;"70939";1968,625
2007;"70940";1782,875
2007;"70941";647,375
2008;"70101";116889,125
2008;"70201";2962,25
2008;"70202";4221,5
2008;"70203";9442,875
2008;"70204";764,125
2008;"70205";979,625
2008;"70206";602,375
2008;"70207";678,75
2008;"70208";4370,5
2008;"70209";3279,5
2008;"70210";552,125
2008;"70211";1223,375
2008;"70212";2071,375
2008;"70213";1158,75
2008;"70214";2262,375
2008;"70215";2090,125
2008;"70216";1641,125
2008;"70217";1513,75
2008;"70218";1378,75
2008;"70219";2476,625
2008;"70220";3625
2008;"70221";1311,75
2008;"70222";2595,625
2008;"70223";3032,625
2008;"70224";2010,25
2008;"70301";6685,875
2008;"70302";2068,75
2008;"70303";1574
2008;"70304";5410,625
2008;"70305";1145,25
2008;"70306";1273,625
2008;"70307";1093,5
2008;"70308";1164,5
2008;"70309";2010,5
2008;"70310";4086,125
2008;"70311";730
2008;"70312";3756,625
2008;"70313";1253,25
2008;"70314";582,5
2008;"70315";1320,375
2008;"70317";422,625
2008;"70318";1158,625
2008;"70319";3364,75
2008;"70320";2527,5
2008;"70322";1450
2008;"70323";749,5
2008;"70325";923,5
2008;"70326";2081,375
2008;"70328";1717,5
2008;"70329";4030,125
2008;"70331";1968,25
2008;"70332";1923,125
2008;"70333";1980
2008;"70334";4477,5
2008;"70335";1680,875
2008;"70336";368
2008;"70337";2793,375
2008;"70338";980
2008;"70339";921,375
2008;"70340";1062,875
2008;"70342";916,875
2008;"70343";926
2008;"70344";1142,375
2008;"70345";1504,75
2008;"70346";8723,125
2008;"70347";179,5
2008;"70348";1296,75
2008;"70349";879
2008;"70350";1011,625
2008;"70351";2972,75
2008;"70352";1341
2008;"70353";1930,125
2008;"70354";12409
2008;"70355";3317,125
2008;"70356";1445,25
2008;"70357";14448,25
2008;"70358";3720
2008;"70359";1259,25
2008;"70360";1429,25
2008;"70361";202,875
2008;"70362";562,5
2008;"70364";6565,625
2008;"70365";4288,875
2008;"70366";731,125
2008;"70367";7666,75
2008;"70368";829,625
2008;"70369";7344,5
2008;"70401";1155,25
2008;"70402";2594,125
2008;"70403";4298
2008;"70404";1857,125
2008;"70405";1135,125
2008;"70406";5495,875
2008;"70407";1143,375
2008;"70408";1580,625
2008;"70409";5148,5
2008;"70410";3683,625
2008;"70411";8294,125
2008;"70412";4200,25
2008;"70413";2005,75
2008;"70414";1651,125
2008;"70415";669,125
2008;"70416";8608,875
2008;"70417";1560,375
2008;"70418";780,25
2008;"70419";1851
2008;"70420";3544,875
2008;"70501";2598,75
2008;"70502";935,5
2008;"70503";2411,75
2008;"70504";1539,625
2008;"70505";3198,375
2008;"70506";2812,875
2008;"70508";5079,375
2008;"70509";2600,5
2008;"70510";1451,125
2008;"70511";5264,375
2008;"70512";4543,125
2008;"70513";16843,75
2008;"70514";3937
2008;"70515";3623
2008;"70516";306,875
2008;"70517";2956,875
2008;"70518";2550,625
2008;"70519";653,875
2008;"70520";2268,5
2008;"70521";414,5
2008;"70522";2730,25
2008;"70523";429,5
2008;"70524";1318,75
2008;"70525";2288,875
2008;"70526";3521,75
2008;"70527";2823,75
2008;"70528";1745,5
2008;"70529";1787,25
2008;"70530";4182,625
2008;"70531";12059,875
2008;"70601";338,625
2008;"70602";267,625
2008;"70603";934,75
2008;"70604";2964,625
2008;"70605";968,875
2008;"70606";830,5
2008;"70607";1356,75
2008;"70608";1612,625
2008;"70609";2620,25
2008;"70610";348,625
2008;"70611";599,625
2008;"70612";486,625
2008;"70613";514,875
2008;"70614";7643,875
2008;"70615";1518,125
2008;"70616";1484,875
2008;"70617";2560,375
2008;"70618";793,125
2008;"70619";1715,375
2008;"70620";1282,5
2008;"70621";2596,625
2008;"70622";1694
2008;"70623";1161,875
2008;"70624";1165
2008;"70625";147,125
2008;"70626";606,375
2008;"70627";1235,75
2008;"70628";519,875
2008;"70629";665,25
2008;"70630";3324,125
2008;"70701";651,875
2008;"70702";953
2008;"70703";382,875
2008;"70704";1287,75
2008;"70705";1930,125
2008;"70706";832,875
2008;"70707";2308,25
2008;"70708";836,125
2008;"70709";781,25
2008;"70710";1007,75
2008;"70711";613,25
2008;"70712";1252,375
2008;"70713";851,5
2008;"70714";276,375
2008;"70715";852
2008;"70716";11969,25
2008;"70717";4896,25
2008;"70718";867
2008;"70719";3243,75
2008;"70720";1416,875
2008;"70721";744,25
2008;"70723";1251,25
2008;"70724";938,875
2008;"70725";305,25
2008;"70726";755
2008;"70727";478,625
2008;"70728";2110,25
2008;"70729";848,375
2008;"70731";613,375
2008;"70732";1347,625
2008;"70733";259,25
2008;"70734";2156
2008;"70735";1023,375
2008;"70801";683,5
2008;"70802";589,5
2008;"70803";632,875
2008;"70804";808,75
2008;"70805";1604,75
2008;"70806";801,625
2008;"70807";2654,125
2008;"70808";811,125
2008;"70809";396,25
2008;"70810";285,5
2008;"70811";585,625
2008;"70812";67
2008;"70813";701,5
2008;"70814";528,5
2008;"70815";86,875
2008;"70816";1262,5
2008;"70817";454,625
2008;"70818";284,75
2008;"70819";81,625
2008;"70820";1982
2008;"70821";1105,125
2008;"70822";387,875
2008;"70823";94,5
2008;"70824";424,125
2008;"70825";126,125
2008;"70826";1234,75
2008;"70827";422,375
2008;"70828";5878,25
2008;"70829";409,125
2008;"70830";408,25
2008;"70831";727
2008;"70832";1089,5
2008;"70833";1543,125
2008;"70834";260,25
2008;"70835";870
2008;"70836";1301,375
2008;"70837";241,75
2008;"70901";2123,25
2008;"70902";1592,5
2008;"70903";361
2008;"70904";989,125
2008;"70905";2571,875
2008;"70907";2814,375
2008;"70908";1519,125
2008;"70909";3708,5
2008;"70910";1311,125
2008;"70911";568,375
2008;"70912";787,625
2008;"70913";457,375
2008;"70914";654,625
2008;"70915";1414,125
2008;"70916";1363,875
2008;"70917";6883,125
2008;"70918";1255,625
2008;"70920";3781,25
2008;"70921";1059,75
2008;"70922";1579,875
2008;"70923";1246,625
2008;"70924";508,125
2008;"70925";1360,5
2008;"70926";12854,625
2008;"70927";1509,375
2008;"70928";1880,75
2008;"70929";299,75
2008;"70930";838,875
2008;"70931";1820,75
2008;"70932";811,375
2008;"70933";2025
2008;"70934";1906,875
2008;"70935";1615,375
2008;"70936";4552,875
2008;"70937";1485,25
2008;"70938";2265,75
2008;"70939";1994
2008;"70940";1757,625
2008;"70941";645
2009;"70101";117464,375
2009;"70201";2944,625
2009;"70202";4250,375
2009;"70203";9476,375
2009;"70204";759,5
2009;"70205";1002,25
2009;"70206";610
2009;"70207";674,625
2009;"70208";4353,625
2009;"70209";3336,25
2009;"70210";552,5
2009;"70211";1212,25
2009;"70212";2061,25
2009;"70213";1186,5
2009;"70214";2254,375
2009;"70215";2095,625
2009;"70216";1643,625
2009;"70217";1489,75
2009;"70218";1397,625
2009;"70219";2498,5
2009;"70220";3654
2009;"70221";1311,625
2009;"70222";2606,625
2009;"70223";3069,75
2009;"70224";2004
2009;"70301";6705,375
2009;"70302";2100,375
2009;"70303";1599,375
2009;"70304";5483,5
2009;"70305";1158
2009;"70306";1250,625
2009;"70307";1085,625
2009;"70308";1205,75
2009;"70309";2027
2009;"70310";4068
2009;"70311";725,875
2009;"70312";3804,875
2009;"70313";1262,625
2009;"70314";579,625
2009;"70315";1313,75
2009;"70317";426,125
2009;"70318";1166,25
2009;"70319";3441,5
2009;"70320";2510,25
2009;"70322";1476,25
2009;"70323";755,375
2009;"70325";920,5
2009;"70326";2125,625
2009;"70328";1734,5
2009;"70329";4089,75
2009;"70331";1987,25
2009;"70332";1908,5
2009;"70333";1976,25
2009;"70334";4486,625
2009;"70335";1671,625
2009;"70336";357,5
2009;"70337";2800,25
2009;"70338";992,875
2009;"70339";910,125
2009;"70340";1062,625
2009;"70342";926,375
2009;"70343";949,375
2009;"70344";1148,875
2009;"70345";1583,25
2009;"70346";8791,125
2009;"70347";173,25
2009;"70348";1308,75
2009;"70349";894,375
2009;"70350";1006,75
2009;"70351";3008,125
2009;"70352";1341,75
2009;"70353";1995,625
2009;"70354";12449,25
2009;"70355";3327,125
2009;"70356";1462,75
2009;"70357";14481,125
2009;"70358";3743,375
2009;"70359";1259,75
2009;"70360";1415,25
2009;"70361";203,75
2009;"70362";563,25
2009;"70364";6564,875
2009;"70365";4288,25
2009;"70366";729,25
2009;"70367";7619,875
2009;"70368";826
2009;"70369";7446,5
2009;"70401";1162,875
2009;"70402";2599,875
2009;"70403";4294,125
2009;"70404";1866,625
2009;"70405";1121
2009;"70406";5531,25
2009;"70407";1143,375
2009;"70408";1569,75
2009;"70409";5154,375
2009;"70410";3708
2009;"70411";8208,75
2009;"70412";4171,75
2009;"70413";2005,125
2009;"70414";1647,375
2009;"70415";712
2009;"70416";8693,375
2009;"70417";1570,75
2009;"70418";789
2009;"70419";1867,625
2009;"70420";3561,75
2009;"70501";2574,625
2009;"70502";918,125
2009;"70503";2480,125
2009;"70504";1548,25
2009;"70505";3221,25
2009;"70506";2844,375
2009;"70508";5133,625
2009;"70509";2615,25
2009;"70510";1465,125
2009;"70511";5271,875
2009;"70512";4526,75
2009;"70513";17062,625
2009;"70514";3932,125
2009;"70515";3700,25
2009;"70516";310,375
2009;"70517";2966,875
2009;"70518";2573,75
2009;"70519";653,875
2009;"70520";2266,25
2009;"70521";399
2009;"70522";2697,125
2009;"70523";435,625
2009;"70524";1312,375
2009;"70525";2297,25
2009;"70526";3502,125
2009;"70527";2823,375
2009;"70528";1744,25
2009;"70529";1791,25
2009;"70530";4154
2009;"70531";12227,125
2009;"70601";344,625
2009;"70602";267,875
2009;"70603";970
2009;"70604";2947,375
2009;"70605";990,5
2009;"70606";828,75
2009;"70607";1368,875
2009;"70608";1598,125
2009;"70609";2620
2009;"70610";361,125
2009;"70611";598,5
2009;"70612";482
2009;"70613";510,5
2009;"70614";7668,25
2009;"70615";1514,375
2009;"70616";1477,625
2009;"70617";2543,125
2009;"70618";778
2009;"70619";1716,75
2009;"70620";1264
2009;"70621";2572,75
2009;"70622";1687,125
2009;"70623";1169,125
2009;"70624";1134,25
2009;"70625";139,75
2009;"70626";597,25
2009;"70627";1224
2009;"70628";511,625
2009;"70629";667
2009;"70630";3296,25
2009;"70701";644,375
2009;"70702";950,375
2009;"70703";380,75
2009;"70704";1294,75
2009;"70705";1924
2009;"70706";821,25
2009;"70707";2281,25
2009;"70708";833,125
2009;"70709";765,25
2009;"70710";1003,75
2009;"70711";615,625
2009;"70712";1246,5
2009;"70713";851,375
2009;"70714";277,375
2009;"70715";840,5
2009;"70716";11910,375
2009;"70717";4792,375
2009;"70718";872
2009;"70719";3223,125
2009;"70720";1414,625
2009;"70721";729,875
2009;"70723";1239,75
2009;"70724";941
2009;"70725";299,625
2009;"70726";748
2009;"70727";475,375
2009;"70728";2114,125
2009;"70729";846,625
2009;"70731";631,625
2009;"70732";1368
2009;"70733";255
2009;"70734";2183,75
2009;"70735";1013,125
2009;"70801";676,625
2009;"70802";590,75
2009;"70803";640,25
2009;"70804";805,5
2009;"70805";1566,25
2009;"70806";841,75
2009;"70807";2644,5
2009;"70808";829,125
2009;"70809";393,5
2009;"70810";293
2009;"70811";584,25
2009;"70812";64,625
2009;"70813";701,5
2009;"70814";520,875
2009;"70815";90,375
2009;"70816";1256,625
2009;"70817";444,625
2009;"70818";286,125
2009;"70819";79,875
2009;"70820";1981
2009;"70821";1093,5
2009;"70822";400,875
2009;"70823";94,375
2009;"70824";420,25
2009;"70825";124,125
2009;"70826";1245,5
2009;"70827";423,625
2009;"70828";5827,25
2009;"70829";418
2009;"70830";412,375
2009;"70831";719,375
2009;"70832";1077,625
2009;"70833";1528,25
2009;"70834";255,25
2009;"70835";862
2009;"70836";1286,75
2009;"70837";246,375
2009;"70901";2127
2009;"70902";1602,125
2009;"70903";352,375
2009;"70904";992,125
2009;"70905";2554,625
2009;"70907";2794,125
2009;"70908";1510,875
2009;"70909";3720,125
2009;"70910";1314,75
2009;"70911";571,5
2009;"70912";780,625
2009;"70913";458,625
2009;"70914";666,375
2009;"70915";1431,25
2009;"70916";1372,25
2009;"70917";6887,375
2009;"70918";1219,375
2009;"70920";3901,625
2009;"70921";1062,875
2009;"70922";1577,5
2009;"70923";1234,5
2009;"70924";519,125
2009;"70925";1361,875
2009;"70926";12893,125
2009;"70927";1548,5
2009;"70928";1903,625
2009;"70929";295,375
2009;"70930";850,5
2009;"70931";1814,125
2009;"70932";813,25
2009;"70933";2035,125
2009;"70934";1894,875
2009;"70935";1626,5
2009;"70936";4596,125
2009;"70937";1498,625
2009;"70938";2275,875
2009;"70939";1996,875
2009;"70940";1746,5
2009;"70941";645,75
2010;"70101";118243,75
2010;"70201";2970
2010;"70202";4298,625
2010;"70203";9459,625
2010;"70204";754
2010;"70205";1002
2010;"70206";608
2010;"70207";677
2010;"70208";4354,375
2010;"70209";3387,125
2010;"70210";557,5
2010;"70211";1224,625
2010;"70212";2076,375
2010;"70213";1168,875
2010;"70214";2263,25
2010;"70215";2087,375
2010;"70216";1641,125
2010;"70217";1472,75
2010;"70218";1405
2010;"70219";2537,125
2010;"70220";3683,25
2010;"70221";1321,875
2010;"70222";2637,5
2010;"70223";3082,25
2010;"70224";1972,75
2010;"70301";6681,875
2010;"70302";2148,875
2010;"70303";1625,5
2010;"70304";5472,25
2010;"70305";1148
2010;"70306";1281,625
2010;"70307";1080,625
2010;"70308";1207,875
2010;"70309";2044
2010;"70310";4108,375
2010;"70311";716
2010;"70312";3855,625
2010;"70313";1266,75
2010;"70314";577,25
2010;"70315";1311
2010;"70317";417,75
2010;"70318";1196,75
2010;"70319";3484,375
2010;"70320";2574,375
2010;"70322";1491,625
2010;"70323";741,5
2010;"70325";918,75
2010;"70326";2171
2010;"70328";1749,25
2010;"70329";4113,5
2010;"70331";1995
2010;"70332";1922,625
2010;"70333";1972,875
2010;"70334";4496,875
2010;"70335";1674,625
2010;"70336";364,25
2010;"70337";2807,375
2010;"70338";1008,25
2010;"70339";895
2010;"70340";1072,375
2010;"70342";946,25
2010;"70343";964,625
2010;"70344";1161,25
2010;"70345";1627,125
2010;"70346";8800,5
2010;"70347";170,375
2010;"70348";1305,375
2010;"70349";892,125
2010;"70350";990,75
2010;"70351";3083,125
2010;"70352";1346,875
2010;"70353";2023,5
2010;"70354";12612,125
2010;"70355";3346,125
2010;"70356";1459
2010;"70357";14561,125
2010;"70358";3757,5
2010;"70359";1267,875
2010;"70360";1399,25
2010;"70361";203,625
2010;"70362";556
2010;"70364";6522,75
2010;"70365";4310,125
2010;"70366";726
2010;"70367";7608,25
2010;"70368";851,125
2010;"70369";7575,625
2010;"70401";1170,125
2010;"70402";2648,75
2010;"70403";4289
2010;"70404";1862,625
2010;"70405";1123,625
2010;"70406";5535,625
2010;"70407";1160,25
2010;"70408";1571,375
2010;"70409";5121,875
2010;"70410";3750,875
2010;"70411";8141,375
2010;"70412";4163,5
2010;"70413";2010,375
2010;"70414";1638,625
2010;"70415";732,375
2010;"70416";8711,125
2010;"70417";1574,25
2010;"70418";793,375
2010;"70419";1902,5
2010;"70420";3576,875
2010;"70501";2585,375
2010;"70502";914
2010;"70503";2523,75
2010;"70504";1556,5
2010;"70505";3256
2010;"70506";2811,5
2010;"70508";5159,25
2010;"70509";2627,875
2010;"70510";1445,75
2010;"70511";5259
2010;"70512";4534,125
2010;"70513";17217,875
2010;"70514";3954,625
2010;"70515";3693,25
2010;"70516";321,25
2010;"70517";2982
2010;"70518";2605,25
2010;"70519";654,125
2010;"70520";2267
2010;"70521";400,375
2010;"70522";2664,375
2010;"70523";448,125
2010;"70524";1318,625
2010;"70525";2278,625
2010;"70526";3518
2010;"70527";2810,625
2010;"70528";1734,875
2010;"70529";1792,375
2010;"70530";4150,25
2010;"70531";12489,625
2010;"70601";350,125
2010;"70602";264,875
2010;"70603";968,125
2010;"70604";2909,125
2010;"70605";974,875
2010;"70606";830,375
2010;"70607";1368,75
2010;"70608";1584,625
2010;"70609";2624,125
2010;"70610";371,875
2010;"70611";605
2010;"70612";479,5
2010;"70613";518,125
2010;"70614";7675,875
2010;"70615";1529,25
2010;"70616";1472,625
2010;"70617";2526,75
2010;"70618";780,875
2010;"70619";1717,125
2010;"70620";1243,875
2010;"70621";2523,625
2010;"70622";1691,875
2010;"70623";1175,125
2010;"70624";1103,125
2010;"70625";140,5
2010;"70626";607
2010;"70627";1213
2010;"70628";508,375
2010;"70629";675,75
2010;"70630";3283,625
2010;"70701";646,25
2010;"70702";934,125
2010;"70703";365,5
2010;"70704";1292
2010;"70705";1902,875
2010;"70706";805,125
2010;"70707";2287,25
2010;"70708";834,5
2010;"70709";762,875
2010;"70710";993,25
2010;"70711";598,5
2010;"70712";1237,625
2010;"70713";845,5
2010;"70714";277,375
2010;"70715";835,125
2010;"70716";11909,875
2010;"70717";4749,375
2010;"70718";878,375
2010;"70719";3203,25
2010;"70720";1396,875
2010;"70721";716,625
2010;"70723";1228,625
2010;"70724";934,5
2010;"70725";297,25
2010;"70726";733,125
2010;"70727";474,125
2010;"70728";2082,75
2010;"70729";839,875
2010;"70731";634,625
2010;"70732";1387
2010;"70733";249,125
2010;"70734";2198,25
2010;"70735";1009,625
2010;"70801";670,75
2010;"70802";590,5
2010;"70803";645,125
2010;"70804";791
2010;"70805";1536,875
2010;"70806";837,25
2010;"70807";2600,5
2010;"70808";845,25
2010;"70809";388,375
2010;"70810";288,625
2010;"70811";576,125
2010;"70812";55,25
2010;"70813";688
2010;"70814";516,75
2010;"70815";94,125
2010;"70816";1268,75
2010;"70817";442,375
2010;"70818";293,125
2010;"70819";75,875
2010;"70820";1972,875
2010;"70821";1098,5
2010;"70822";402,25
2010;"70823";95,25
2010;"70824";420,875
2010;"70825";123,125
2010;"70826";1246,125
2010;"70827";425,25
2010;"70828";5849,625
2010;"70829";426,375
2010;"70830";413,875
2010;"70831";712,375
2010;"70832";1056,125
2010;"70833";1528,625
2010;"70834";254,75
2010;"70835";860
2010;"70836";1295,375
2010;"70837";248,375
2010;"70901";2129,375
2010;"70902";1605,75
2010;"70903";352,375
2010;"70904";985,625
