"jahr";"gemnr";"yearmean_pop"
2010;"70905";2572,375
2010;"70907";2776
2010;"70908";1512,625
2010;"70909";3783,5
2010;"70910";1324,875
2010;"70911";566
2010;"70912";775
2010;"70913";457,625
2010;"70914";677,25
2010;"70915";1448,125
2010;"70916";1368
2010;"70917";6852,875
2010;"70918";1210,125
2010;"70920";3845,75
2010;"70921";1064,375
2010;"70922";1583
2010;"70923";1230,25
2010;"70924";527,875
2010;"70925";1377,875
2010;"70926";12947,25
2010;"70927";1562,75
2010;"70928";1921,375
2010;"70929";293,25
2010;"70930";843,375
2010;"70931";1810
2010;"70932";816,625
2010;"70933";2046,875
2010;"70934";1882,875
2010;"70935";1630,75
2010;"70936";4617,375
2010;"70937";1521,5
2010;"70938";2313,875
2010;"70939";2002,625
2010;"70940";1739,625
2010;"70941";642,125
2011;"70101";119069,625
2011;"70201";2975,125
2011;"70202";4393,625
2011;"70203";9515,75
2011;"70204";743,25
2011;"70205";1001,375
2011;"70206";608,125
2011;"70207";687,375
2011;"70208";4326,5
2011;"70209";3444,625
2011;"70210";546,375
2011;"70211";1233,375
2011;"70212";2069,125
2011;"70213";1174,75
2011;"70214";2293,25
2011;"70215";2096,75
2011;"70216";1643,5
2011;"70217";1467,5
2011;"70218";1419,375
2011;"70219";2527,875
2011;"70220";3763,5
2011;"70221";1329,875
2011;"70222";2628,75
2011;"70223";3078,5
2011;"70224";1955,625
2011;"70301";6714,875
2011;"70302";2196,625
2011;"70303";1652,625
2011;"70304";5551,25
2011;"70305";1147,875
2011;"70306";1307,5
2011;"70307";1071,125
2011;"70308";1215
2011;"70309";2052,5
2011;"70310";4172,375
2011;"70311";715,75
2011;"70312";3894,75
2011;"70313";1270,25
2011;"70314";576,5
2011;"70315";1309,625
2011;"70317";423,5
2011;"70318";1230,125
2011;"70319";3518,5
2011;"70320";2555,125
2011;"70322";1522
2011;"70323";743,875
2011;"70325";919,625
2011;"70326";2210,375
2011;"70328";1745,625
2011;"70329";4136,375
2011;"70331";1992,125
2011;"70332";1872,125
2011;"70333";1968,75
2011;"70334";4523,625
2011;"70335";1679,375
2011;"70336";362,375
2011;"70337";2834,75
2011;"70338";1012
2011;"70339";896,625
2011;"70340";1066,5
2011;"70342";955,25
2011;"70343";973,375
2011;"70344";1154,75
2011;"70345";1651,625
2011;"70346";8835
2011;"70347";170,125
2011;"70348";1302,25
2011;"70349";884,125
2011;"70350";1005,75
2011;"70351";3176,75
2011;"70352";1341,125
2011;"70353";2074,625
2011;"70354";12728
2011;"70355";3353,75
2011;"70356";1463
2011;"70357";14656,375
2011;"70358";3772
2011;"70359";1269,875
2011;"70360";1401,875
2011;"70361";196,5
2011;"70362";553,125
2011;"70364";6519,625
2011;"70365";4328,625
2011;"70366";710,75
2011;"70367";7653,625
2011;"70368";869,375
2011;"70369";7689,25
2011;"70401";1152,75
2011;"70402";2659,875
2011;"70403";4342
2011;"70404";1862,875
2011;"70405";1128,5
2011;"70406";5546,875
2011;"70407";1168,75
2011;"70408";1566,75
2011;"70409";5122,625
2011;"70410";3805,25
2011;"70411";8116,375
2011;"70412";4181,875
2011;"70413";2021
2011;"70414";1645,375
2011;"70415";741
2011;"70416";8727,25
2011;"70417";1594,75
2011;"70418";792,125
2011;"70419";1926
2011;"70420";3584,75
2011;"70501";2593,625
2011;"70502";921
2011;"70503";2552,5
2011;"70504";1552,75
2011;"70505";3296,375
2011;"70506";2799,125
2011;"70508";5184,375
2011;"70509";2641,5
2011;"70510";1453,625
2011;"70511";5303,625
2011;"70512";4553,25
2011;"70513";17422
2011;"70514";3957
2011;"70515";3694,625
2011;"70516";322,875
2011;"70517";3007,25
2011;"70518";2619,25
2011;"70519";659,375
2011;"70520";2286,25
2011;"70521";406,5
2011;"70522";2656
2011;"70523";468,25
2011;"70524";1313,125
2011;"70525";2285,25
2011;"70526";3527,5
2011;"70527";2833,25
2011;"70528";1748,125
2011;"70529";1805
2011;"70530";4142,125
2011;"70531";12709,25
2011;"70601";365,5
2011;"70602";261,75
2011;"70603";961,125
2011;"70604";2911,375
2011;"70605";950,375
2011;"70606";817,75
2011;"70607";1389,375
2011;"70608";1571,875
2011;"70609";2618,375
2011;"70610";389,5
2011;"70611";617,875
2011;"70612";478,375
2011;"70613";535
2011;"70614";7684,125
2011;"70615";1533,75
2011;"70616";1464,125
2011;"70617";2538,25
2011;"70618";796
2011;"70619";1738,375
2011;"70620";1253,5
2011;"70621";2514,125
2011;"70622";1703,75
2011;"70623";1168,25
2011;"70624";1081,75
2011;"70625";135,5
2011;"70626";597,875
2011;"70627";1210,125
2011;"70628";499,75
2011;"70629";671,5
2011;"70630";3274,25
2011;"70701";651,875
2011;"70702";922,25
2011;"70703";371,125
2011;"70704";1292,5
2011;"70705";1881,5
2011;"70706";794,375
2011;"70707";2272
2011;"70708";843,625
2011;"70709";762,25
2011;"70710";976
2011;"70711";602,875
2011;"70712";1226,75
2011;"70713";836,375
2011;"70714";290,25
2011;"70715";819
2011;"70716";11831,75
2011;"70717";4740,875
2011;"70718";897,25
2011;"70719";3259,875
2011;"70720";1394,375
2011;"70721";708,875
2011;"70723";1228,625
2011;"70724";925
2011;"70725";291,625
2011;"70726";735,5
2011;"70727";469,625
2011;"70728";2061,875
2011;"70729";834,5
2011;"70731";634,375
2011;"70732";1405
2011;"70733";249,125
2011;"70734";2201,125
2011;"70735";1009,375
2011;"70801";679,25
2011;"70802";584,125
2011;"70803";633
2011;"70804";793,125
2011;"70805";1526,25
2011;"70806";820,75
2011;"70807";2580,75
2011;"70808";849
2011;"70809";376,875
2011;"70810";281,875
2011;"70811";575,375
2011;"70812";53,375
2011;"70813";682,625
2011;"70814";515
2011;"70815";97,125
2011;"70816";1277,625
2011;"70817";431,25
2011;"70818";301,125
2011;"70819";73,75
2011;"70820";2008,75
2011;"70821";1108,375
2011;"70822";399,5
2011;"70823";91,375
2011;"70824";418,625
2011;"70825";119,875
2011;"70826";1252,625
2011;"70827";413,375
2011;"70828";5949,5
2011;"70829";423,5
2011;"70830";419,125
2011;"70831";699,375
2011;"70832";1039,75
2011;"70833";1497,75
2011;"70834";259,875
2011;"70835";849,875
2011;"70836";1293,875
2011;"70837";235
2011;"70901";2150,25
2011;"70902";1661,125
2011;"70903";349,625
2011;"70904";991,75
2011;"70905";2558,25
2011;"70907";2799,75
2011;"70908";1504,375
2011;"70909";3797
2011;"70910";1333,875
2011;"70911";585,125
2011;"70912";775,875
2011;"70913";475,625
2011;"70914";685,25
2011;"70915";1483,875
2011;"70916";1374,875
2011;"70917";6850,375
2011;"70918";1212,375
2011;"70920";3792,75
2011;"70921";1081,25
2011;"70922";1580
2011;"70923";1226,875
2011;"70924";537,125
2011;"70925";1386,75
2011;"70926";13004,75
2011;"70927";1598,5
2011;"70928";1927,125
2011;"70929";297,75
2011;"70930";844,125
2011;"70931";1809
2011;"70932";837,625
2011;"70933";2068,375
2011;"70934";1910,25
2011;"70935";1655,5
2011;"70936";4640,375
2011;"70937";1544,75
2011;"70938";2325,125
2011;"70939";2030,125
2011;"70940";1729,5
2011;"70941";630,875
2012;"70101";120752
2012;"70201";2991,25
2012;"70202";4453,625
2012;"70203";9511,25
2012;"70204";753,25
2012;"70205";1009,75
2012;"70206";607,125
2012;"70207";680
2012;"70208";4321,875
2012;"70209";3463,5
2012;"70210";542,875
2012;"70211";1251,25
2012;"70212";2070,375
2012;"70213";1186,75
2012;"70214";2328,125
2012;"70215";2133
2012;"70216";1675,625
2012;"70217";1453
2012;"70218";1423,875
2012;"70219";2531,25
2012;"70220";3729,5
2012;"70221";1333,25
2012;"70222";2670,125
2012;"70223";3113,875
2012;"70224";1955,5
2012;"70301";6729,125
2012;"70302";2251,875
2012;"70303";1668,625
2012;"70304";5586,875
2012;"70305";1163,375
2012;"70306";1301,875
2012;"70307";1069,25
2012;"70308";1211
2012;"70309";2036,375
2012;"70310";4217,875
2012;"70311";736,125
2012;"70312";3937,625
2012;"70313";1273,625
2012;"70314";586,625
2012;"70315";1340,625
2012;"70317";433
2012;"70318";1251,5
2012;"70319";3554,625
2012;"70320";2551,5
2012;"70322";1566,75
2012;"70323";749
2012;"70325";936,375
2012;"70326";2197,375
2012;"70328";1763
2012;"70329";4119,125
2012;"70331";1997,75
2012;"70332";1867,625
2012;"70333";1961,875
2012;"70334";4557
2012;"70335";1687,5
2012;"70336";361,625
2012;"70337";2854,375
2012;"70338";993
2012;"70339";903,75
2012;"70340";1092,5
2012;"70342";953,375
2012;"70343";988,875
2012;"70344";1244
2012;"70345";1669,875
2012;"70346";8809
2012;"70347";166,25
2012;"70348";1313,25
2012;"70349";869,625
2012;"70350";1016
2012;"70351";3241,875
2012;"70352";1345,125
2012;"70353";2123,875
2012;"70354";12946,5
2012;"70355";3354,625
2012;"70356";1497,875
2012;"70357";14758,625
2012;"70358";3784,75
2012;"70359";1260,125
2012;"70360";1410,75
2012;"70361";193,75
2012;"70362";553,25
2012;"70364";6516,5
2012;"70365";4364,625
2012;"70366";721,375
2012;"70367";7666
2012;"70368";879,125
2012;"70369";7824,125
2012;"70401";1123,75
2012;"70402";2663,625
2012;"70403";4349,25
2012;"70404";1871,375
2012;"70405";1141,75
2012;"70406";5565,5
2012;"70407";1174,5
2012;"70408";1575,125
2012;"70409";5097,75
2012;"70410";3837
2012;"70411";8110,625
2012;"70412";4185,25
2012;"70413";2022,875
2012;"70414";1664
2012;"70415";761,75
2012;"70416";8762,25
2012;"70417";1615,5
2012;"70418";790,875
2012;"70419";1949
2012;"70420";3604,875
2012;"70501";2577,875
2012;"70502";957
2012;"70503";2554,625
2012;"70504";1542,375
2012;"70505";3326,375
2012;"70506";2809,125
2012;"70508";5251,875
2012;"70509";2656
2012;"70510";1452,75
2012;"70511";5366,25
2012;"70512";4610,375
2012;"70513";17702,75
2012;"70514";3990,375
2012;"70515";3727,75
2012;"70516";324,375
2012;"70517";3079,875
2012;"70518";2638,25
2012;"70519";672,875
2012;"70520";2286,625
2012;"70521";422,875
2012;"70522";2691,5
2012;"70523";469,875
2012;"70524";1329,625
2012;"70525";2315,75
2012;"70526";3543,625
2012;"70527";2828,875
2012;"70528";1776,375
2012;"70529";1791,75
2012;"70530";4148,5
2012;"70531";12747,5
2012;"70601";370,25
2012;"70602";260,75
2012;"70603";944,5
2012;"70604";2906,5
2012;"70605";933,75
2012;"70606";804,875
2012;"70607";1385,375
2012;"70608";1566,625
2012;"70609";2619,25
2012;"70610";407,875
2012;"70611";623,25
2012;"70612";477,75
2012;"70613";541
2012;"70614";7699,5
2012;"70615";1542,875
2012;"70616";1444,125
2012;"70617";2546,5
2012;"70618";796,875
2012;"70619";1743,75
2012;"70620";1248,5
2012;"70621";2492,875
2012;"70622";1710,875
2012;"70623";1169,25
2012;"70624";1086,75
2012;"70625";131,75
2012;"70626";586,75
2012;"70627";1210
2012;"70628";496,875
2012;"70629";669,875
2012;"70630";3282,625
2012;"70701";647,25
2012;"70702";918,875
2012;"70703";387
2012;"70704";1290,75
2012;"70705";1862,625
2012;"70706";777,125
2012;"70707";2265,875
2012;"70708";841
2012;"70709";760,5
2012;"70710";967,25
2012;"70711";600,875
2012;"70712";1221,125
2012;"70713";827,375
2012;"70714";295,125
2012;"70715";803,25
2012;"70716";11757,375
2012;"70717";4715,375
2012;"70718";899
2012;"70719";3285,75
2012;"70720";1400,125
2012;"70721";708,875
2012;"70723";1209,875
2012;"70724";915,75
2012;"70725";287,875
2012;"70726";728,125
2012;"70727";465,25
2012;"70728";2046
2012;"70729";827,125
2012;"70731";628,25
2012;"70732";1406,5
2012;"70733";251,125
2012;"70734";2194,125
2012;"70735";1000,75
2012;"70801";678,875
2012;"70802";576,875
2012;"70803";633,25
2012;"70804";776,25
2012;"70805";1529,25
2012;"70806";828,75
2012;"70807";2574,25
2012;"70808";850,25
2012;"70809";373,5
2012;"70810";272,875
2012;"70811";585,5
2012;"70812";53,375
2012;"70813";668,375
2012;"70814";508
2012;"70815";95,25
2012;"70816";1254,875
2012;"70817";429,75
2012;"70818";291,75
2012;"70819";72,125
2012;"70820";2051
2012;"70821";1105,125
2012;"70822";398,125
2012;"70823";88,375
2012;"70824";424,5
2012;"70825";121,25
2012;"70826";1256,125
2012;"70827";417,25
2012;"70828";6056,25
2012;"70829";421,125
2012;"70830";418,75
2012;"70831";686
2012;"70832";1049,875
2012;"70833";1483,875
2012;"70834";257,5
2012;"70835";848,25
2012;"70836";1266,25
2012;"70837";226,625
2012;"70901";2143,125
2012;"70902";1731,75
2012;"70903";350,5
2012;"70904";1004,875
2012;"70905";2520,25
2012;"70907";2857,75
2012;"70908";1475,625
2012;"70909";3873,625
2012;"70910";1338,25
2012;"70911";610,875
2012;"70912";768,25
2012;"70913";477,625
2012;"70914";688,375
2012;"70915";1516,75
2012;"70916";1388,75
2012;"70917";6831,75
2012;"70918";1237,625
2012;"70920";3781,125
2012;"70921";1127,5
2012;"70922";1567,5
2012;"70923";1218,25
2012;"70924";532,375
2012;"70925";1413,625
2012;"70926";13031,75
2012;"70927";1594,625
2012;"70928";1928,625
2012;"70929";298,5
2012;"70930";828,75
2012;"70931";1806,125
2012;"70932";837,75
2012;"70933";2095
2012;"70934";1916,375
2012;"70935";1669,5
2012;"70936";4674,375
2012;"70937";1538,375
2012;"70938";2352,625
2012;"70939";2056,75
2012;"70940";1758,5
2012;"70941";629
2013;"70101";123356,625
2013;"70201";2995,625
2013;"70202";4463
2013;"70203";9590,875
2013;"70204";757,25
2013;"70205";1013,625
2013;"70206";607,625
2013;"70207";686,75
2013;"70208";4373,25
2013;"70209";3479,375
2013;"70210";536
2013;"70211";1252,75
2013;"70212";2069,75
2013;"70213";1227,625
2013;"70214";2335,25
2013;"70215";2165,625
2013;"70216";1691,375
2013;"70217";1433,75
2013;"70218";1446,75
2013;"70219";2560,5
2013;"70220";3315,5
2013;"70221";1336,625
2013;"70222";2687,875
2013;"70223";3124,5
2013;"70224";1942,875
2013;"70301";6763,25
2013;"70302";2366,75
2013;"70303";1723,25
2013;"70304";5616,875
2013;"70305";1172,875
2013;"70306";1313
2013;"70307";1088,125
2013;"70308";1226,875
2013;"70309";2036,25
2013;"70310";4234,875
2013;"70311";750,375
2013;"70312";3984,25
2013;"70313";1274,25
2013;"70314";595,375
2013;"70315";1347,375
2013;"70317";437,625
2013;"70318";1304,375
2013;"70319";3594,875
2013;"70320";2632,75
2013;"70322";1578,5
2013;"70323";760,75
2013;"70325";972
2013;"70326";2220,125
2013;"70328";1780,125
2013;"70329";4146,625
2013;"70331";2051,25
2013;"70332";1863,5
2013;"70333";1970,75
2013;"70334";4580,25
2013;"70335";1692,25
2013;"70336";364,5
2013;"70337";2888,5
2013;"70338";965,25
2013;"70339";905,125
2013;"70340";1084
2013;"70342";956,5
2013;"70343";1005,375
2013;"70344";1278
2013;"70345";1705,875
2013;"70346";8839,75
2013;"70347";169,375
2013;"70348";1304,375
2013;"70349";857,125
2013;"70350";1017,5
2013;"70351";3291,625
2013;"70352";1344
2013;"70353";2150,25
2013;"70354";13018,125
2013;"70355";3362
2013;"70356";1502
2013;"70357";14860,875
2013;"70358";3795,125
2013;"70359";1246,875
2013;"70360";1425,5
2013;"70361";210,25
2013;"70362";547,625
2013;"70364";6571,125
2013;"70365";4384,125
2013;"70366";721,75
2013;"70367";7660,5
2013;"70368";899,125
2013;"70369";7853,25
2013;"70401";1120,625
2013;"70402";2638,375
2013;"70403";4340,625
2013;"70404";1895,125
2013;"70405";1146,25
2013;"70406";5568,625
2013;"70407";1160,75
2013;"70408";1545,75
2013;"70409";5092,75
2013;"70410";3836,125
2013;"70411";8181,625
2013;"70412";4199,625
2013;"70413";2048,25
2013;"70414";1663,5
2013;"70415";756,625
2013;"70416";8824,625
2013;"70417";1645,625
2013;"70418";790,125
2013;"70419";1983,75
2013;"70420";3638,125
2013;"70501";2570,125
2013;"70502";975,125
2013;"70503";2578,125
2013;"70504";1540
2013;"70505";3336,25
2013;"70506";2856,25
2013;"70508";5310,375
2013;"70509";2688,125
2013;"70510";1458,25
2013;"70511";5431,375
2013;"70512";4658
2013;"70513";17994,5
2013;"70514";4063,625
2013;"70515";3804
2013;"70516";335,25
2013;"70517";3145,75
2013;"70518";2664,125
2013;"70519";679,125
2013;"70520";2278,375
2013;"70521";405,375
2013;"70522";2709,25
2013;"70523";469,625
2013;"70524";1352,375
2013;"70525";2325,625
2013;"70526";3525,375
2013;"70527";2824,125
2013;"70528";1800,75
2013;"70529";1805,625
2013;"70530";4183,625
2013;"70531";12902,75
2013;"70601";369,25
2013;"70602";248,625
2013;"70603";968,75
2013;"70604";2917,5
2013;"70605";928,5
2013;"70606";799,375
2013;"70607";1395,625
2013;"70608";1550,125
2013;"70609";2612,125
2013;"70610";416
2013;"70611";603,875
2013;"70612";487,125
2013;"70613";542
2013;"70614";7806
2013;"70615";1552,625
2013;"70616";1446,75
2013;"70617";2544,75
2013;"70618";796,625
2013;"70619";1756,25
2013;"70620";1237,5
2013;"70621";2456,25
2013;"70622";1715,625
2013;"70623";1169,5
2013;"70624";1091,75
2013;"70625";127,375
2013;"70626";575,25
2013;"70627";1209,375
2013;"70628";502,75
2013;"70629";670,875
2013;"70630";3310,375
2013;"70701";640,25
2013;"70702";913,75
2013;"70703";398,875
2013;"70704";1281,875
2013;"70705";1836,875
2013;"70706";765,5
2013;"70707";2263
2013;"70708";854,5
2013;"70709";739,25
2013;"70710";962,875
2013;"70711";598,25
2013;"70712";1214,75
2013;"70713";825,875
2013;"70714";290,75
2013;"70715";782,5
2013;"70716";11849,25
2013;"70717";4692,125
2013;"70718";884,75
2013;"70719";3267,25
2013;"70720";1412,125
2013;"70721";702,125
2013;"70723";1191,375
2013;"70724";902,875
2013;"70725";272,5
2013;"70726";723,125
2013;"70727";470,375
2013;"70728";2038,875
2013;"70729";816,5
2013;"70731";610,25
2013;"70732";1407,125
2013;"70733";245,25
2013;"70734";2185
2013;"70735";1010,625
2013;"70801";667,375
2013;"70802";564
2013;"70803";634,875
2013;"70804";756,125
2013;"70805";1534,125
2013;"70806";843,875
2013;"70807";2582,875
2013;"70808";844,25
2013;"70809";373,5
2013;"70810";267,5
2013;"70811";607,5
2013;"70812";52,125
2013;"70813";670,75
2013;"70814";507,75
2013;"70815";91
2013;"70816";1240,25
2013;"70817";416,875
2013;"70818";283,5
2013;"70819";75
2013;"70820";2048,625
2013;"70821";1089,875
2013;"70822";400,75
2013;"70823";85,875
2013;"70824";429,125
2013;"70825";117,75
2013;"70826";1299,625
2013;"70827";408,875
2013;"70828";6151,25
2013;"70829";423,25
2013;"70830";428,5
2013;"70831";677,5
2013;"70832";1049,125
2013;"70833";1485,625
2013;"70834";249
2013;"70835";853,125
2013;"70836";1263,875
2013;"70837";217,875
2013;"70901";2135
2013;"70902";1724,625
2013;"70903";352,375
2013;"70904";1028,375
2013;"70905";2501,875
2013;"70907";2938,625
2013;"70908";1458,25
2013;"70909";3949,375
2013;"70910";1346,5
2013;"70911";623,125
2013;"70912";760,75
2013;"70913";470,25
2013;"70914";691,375
2013;"70915";1544,375
2013;"70916";1405,125
2013;"70917";6888,75
2013;"70918";1242,875
2013;"70920";3799,625
2013;"70921";1131,25
2013;"70922";1580,25
2013;"70923";1202,5
2013;"70924";551,25
2013;"70925";1433,125
2013;"70926";13115,625
2013;"70927";1611,25
2013;"70928";1914,625
2013;"70929";293,875
2013;"70930";819,375
2013;"70931";1830
2013;"70932";838,125
2013;"70933";2099,125
2013;"70934";1917,625
2013;"70935";1663,375
2013;"70936";4722,125
2013;"70937";1500,375
2013;"70938";2377
2013;"70939";2055,75
2013;"70940";1756
2013;"70941";652,25
2014;"70101";125492,5
2014;"70201";3045,125
2014;"70202";4494,75
2014;"70203";9742,5
2014;"70204";765,875
2014;"70205";1002,375
2014;"70206";604,875
2014;"70207";694,125
2014;"70208";4416,75
2014;"70209";3493,25
2014;"70210";541,75
2014;"70211";1265,5
2014;"70212";2042,625
2014;"70213";1263,25
2014;"70214";2330
2014;"70215";2156
2014;"70216";1701
2014;"70217";1407,125
2014;"70218";1505,875
2014;"70219";2560,25
2014;"70220";3207,125
2014;"70221";1358
2014;"70222";2698,125
2014;"70223";3107,125
2014;"70224";1944,5
2014;"70301";6776
2014;"70302";2454,125
2014;"70303";1774,875
2014;"70304";5701,75
2014;"70305";1206,75
2014;"70306";1334,75
2014;"70307";1092,75
2014;"70308";1259,75
2014;"70309";2076,875
2014;"70310";4247,5
2014;"70311";761,375
2014;"70312";3990,75
2014;"70313";1308,5
2014;"70314";587,25
2014;"70315";1398,375
2014;"70317";425,75
2014;"70318";1334,5
2014;"70319";3649,375
2014;"70320";2742,875
2014;"70322";1583,5
2014;"70323";779,875
2014;"70325";1006
2014;"70326";2253
2014;"70328";1825,125
2014;"70329";4138,75
2014;"70331";2079,75
2014;"70332";1882,125
2014;"70333";1971,625
2014;"70334";4645,5
2014;"70335";1708,75
2014;"70336";360,875
2014;"70337";2931,875
2014;"70338";971,5
2014;"70339";940,75
2014;"70340";1057,75
2014;"70342";1002
2014;"70343";1037,625
2014;"70344";1299,125
2014;"70345";1739,375
2014;"70346";8974,625
2014;"70347";173,875
2014;"70348";1308,375
2014;"70349";860,625
2014;"70350";1011,375
2014;"70351";3327,75
2014;"70352";1338,125
2014;"70353";2172,375
2014;"70354";13301
2014;"70355";3399
2014;"70356";1515,125
2014;"70357";15133,625
2014;"70358";3832,75
2014;"70359";1244,625
2014;"70360";1470,75
2014;"70361";214,625
2014;"70362";541,75
2014;"70364";6620
2014;"70365";4371,75
2014;"70366";724,5
2014;"70367";7698,375
2014;"70368";908
2014;"70369";7914,875
2014;"70401";1098,25
2014;"70402";2631,25
2014;"70403";4338,25
2014;"70404";1901,5
2014;"70405";1147,375
2014;"70406";5590,25
2014;"70407";1158,5
2014;"70408";1546,625
2014;"70409";5141,125
2014;"70410";3881,375
2014;"70411";8212
2014;"70412";4199
2014;"70413";2070,75
2014;"70414";1674,75
2014;"70415";761,625
2014;"70416";8968,125
2014;"70417";1713,25
2014;"70418";798,75
2014;"70419";1962
2014;"70420";3650,75
2014;"70501";2577
2014;"70502";992,75
2014;"70503";2591,125
2014;"70504";1526,5
2014;"70505";3339,625
2014;"70506";2858,5
2014;"70508";5370,125
2014;"70509";2711,5
2014;"70510";1464,875
2014;"70511";5519,125
2014;"70512";4694,375
2014;"70513";18303,125
2014;"70514";4132,5
2014;"70515";3846,625
2014;"70516";349,5
2014;"70517";3195,125
2014;"70518";2659
2014;"70519";683,875
2014;"70520";2369,625
2014;"70521";399,125
2014;"70522";2711,875
2014;"70523";470,25
2014;"70524";1352,625
2014;"70525";2333,5
2014;"70526";3546,875
2014;"70527";2849
2014;"70528";1842,625
2014;"70529";1830,5
2014;"70530";4207,375
2014;"70531";12997,375
2014;"70601";368
2014;"70602";252,125
2014;"70603";965,5
2014;"70604";2913,5
2014;"70605";929,375
2014;"70606";789,625
2014;"70607";1390,25
2014;"70608";1544,25
2014;"70609";2611,625
2014;"70610";423,5
2014;"70611";597,375
2014;"70612";488,25
2014;"70613";540,875
2014;"70614";7810,5
2014;"70615";1549,125
2014;"70616";1452,125
2014;"70617";2544,625
2014;"70618";793,625
2014;"70619";1752,625
2014;"70620";1231,625
2014;"70621";2406,5
2014;"70622";1709,75
2014;"70623";1190
2014;"70624";1091,875
2014;"70625";125,25
2014;"70626";575,25
2014;"70627";1204,875
2014;"70628";514,75
2014;"70629";681,25
2014;"70630";3357,875
2014;"70701";637,875
2014;"70702";910,25
2014;"70703";433,625
2014;"70704";1265,125
2014;"70705";1816
2014;"70706";762,5
2014;"70707";2247,125
2014;"70708";850,5
2014;"70709";728,875
2014;"70710";958,75
2014;"70711";603
2014;"70712";1202,375
2014;"70713";816,125
2014;"70714";294,125
2014;"70715";777
2014;"70716";11888,125
2014;"70717";4691,375
2014;"70718";873,875
2014;"70719";3253,5
2014;"70720";1416
2014;"70721";691
2014;"70723";1176,875
2014;"70724";891,25
2014;"70725";277,75
2014;"70726";713,25
2014;"70727";474,625
2014;"70728";2040,375
2014;"70729";803
2014;"70731";611,375
2014;"70732";1400,375
2014;"70733";243,625
2014;"70734";2175,75
2014;"70735";1022,375
2014;"70801";649,125
2014;"70802";563,125
2014;"70803";616,75
2014;"70804";742,625
2014;"70805";1498,25
2014;"70806";829,125
2014;"70807";2581,875
2014;"70808";858,625
2014;"70809";372,5
2014;"70810";270,75
2014;"70811";612,25
2014;"70812";45,625
2014;"70813";665,75
2014;"70814";502,125
2014;"70815";90,875
2014;"70816";1230,375
2014;"70817";420,125
2014;"70818";279,875
2014;"70819";74,125
2014;"70820";2027,75
2014;"70821";1090,625
2014;"70822";389,125
2014;"70823";80,5
2014;"70824";428,75
2014;"70825";112,125
2014;"70826";1309
2014;"70827";404,375
2014;"70828";6294
2014;"70829";427,25
2014;"70830";436,875
2014;"70831";676,875
2014;"70832";1036,5
2014;"70833";1497
2014;"70834";250,875
2014;"70835";840,875
2014;"70836";1274,5
2014;"70837";216
2014;"70901";2114,875
2014;"70902";1738,125
2014;"70903";356,375
2014;"70904";1051,25
2014;"70905";2529,625
2014;"70907";2997,375
2014;"70908";1443,75
2014;"70909";3973,25
2014;"70910";1356,75
2014;"70911";639
2014;"70912";775
2014;"70913";468,5
2014;"70914";704,5
2014;"70915";1549,25
2014;"70916";1414,625
2014;"70917";6950,375
2014;"70918";1251,25
2014;"70920";3842,5
2014;"70921";1146,25
2014;"70922";1589,125
2014;"70923";1239,875
2014;"70924";554,5
2014;"70925";1447
2014;"70926";13201,625
2014;"70927";1636,25
2014;"70928";1925
2014;"70929";288
2014;"70930";827
2014;"70931";1846,5
2014;"70932";843,5
2014;"70933";2102
2014;"70934";1915
2014;"70935";1677,625
2014;"70936";4786
2014;"70937";1500,75
2014;"70938";2403,25
2014;"70939";2049,75
2014;"70940";1759,125
2014;"70941";651
2015;"70101";128310,25
2015;"70201";3047,125
2015;"70202";4522,125
2015;"70203";9953,25
2015;"70204";768,875
2015;"70205";994,875
2015;"70206";601,875
2015;"70207";683,875
2015;"70208";4448,375
2015;"70209";3512,625
2015;"70210";551,25
2015;"70211";1267,625
2015;"70212";2019,375
2015;"70213";1264,125
2015;"70214";2352,125
2015;"70215";2193,375
2015;"70216";1751,75
2015;"70217";1388,375
2015;"70218";1560,75
2015;"70219";2512
2015;"70220";3163,75
2015;"70221";1378,375
2015;"70222";2712,875
2015;"70223";3151,75
2015;"70224";1963,875
2015;"70301";6801
2015;"70302";2529,75
2015;"70303";1806,5
2015;"70304";5806,5
2015;"70305";1232
2015;"70306";1359,25
2015;"70307";1101,75
2015;"70308";1285,875
2015;"70309";2065,875
2015;"70310";4261,25
2015;"70311";789,625
2015;"70312";3991
2015;"70313";1339,5
2015;"70314";598,25
2015;"70315";1408
2015;"70317";423,5
2015;"70318";1377,875
2015;"70319";3704,625
2015;"70320";2799,125
2015;"70322";1573,375
2015;"70323";793
2015;"70325";1050,125
2015;"70326";2280,125
2015;"70328";1832,625
2015;"70329";4233,375
2015;"70331";2061,75
2015;"70332";1975,875
2015;"70333";1975
2015;"70334";4670,125
2015;"70335";1751,375
2015;"70336";353,875
2015;"70337";2985,875
2015;"70338";971
2015;"70339";974,875
2015;"70340";1079,375
2015;"70342";1039,125
2015;"70343";1041,875
2015;"70344";1303,25
2015;"70345";1794,875
2015;"70346";9018,625
2015;"70347";168,125
2015;"70348";1338,75
2015;"70349";864,625
2015;"70350";1012,625
2015;"70351";3379,125
2015;"70352";1342,625
2015;"70353";2199,75
2015;"70354";13617,25
2015;"70355";3458,375
2015;"70356";1523,625
2015;"70357";15301,375
2015;"70358";3856,75
2015;"70359";1261,125
2015;"70360";1495,375
2015;"70361";218,125
2015;"70362";538,75
2015;"70364";6624,125
2015;"70365";4422,375
