C-A10-0;C-C11-0;C-GRGEMAKT-0;C-GALTEJ112-0;F-ISIS-1
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-64;8
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-65;7
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-66;2
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-67;3
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-68;3
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-69;6
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-70;6
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-71;4
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-72;2
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-73;1
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-74;6
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-75;2
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-76;3
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-77;2
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-79;4
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-80;1
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-81;1
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-82;1
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-83;1
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-84;4
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-88;2
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-89;2
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-90;1
A10-2023;C11-1;GRGEMAKT-50604;GALTEJ112-95;2
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-1;10
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-2;3
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-3;11
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-4;3
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-5;14
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-6;11
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-7;12
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-8;7
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-9;6
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-10;9
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-11;7
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-12;4
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-13;10
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-14;4
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-15;6
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-16;3
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-17;8
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-18;3
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-19;4
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-20;8
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-21;6
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-22;7
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-23;9
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-24;5
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-25;8
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-26;5
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-27;10
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-28;6
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-29;5
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-30;7
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-31;8
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-32;6
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-33;6
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-34;5
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-35;9
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-36;5
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-37;12
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-38;7
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-39;13
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-40;17
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-41;11
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-42;7
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-43;6
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-44;14
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-45;7
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-46;6
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-47;9
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-48;9
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-49;7
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-50;5
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-51;8
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-52;13
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-53;10
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-54;10
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-55;5
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-56;10
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-57;11
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-58;10
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-59;11
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-60;9
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-61;11
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-62;14
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-63;6
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-64;10
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-65;5
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-66;6
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-67;7
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-68;6
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-69;10
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-70;7
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-71;6
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-72;7
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-73;9
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-74;8
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-75;4
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-76;7
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-77;3
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-78;3
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-79;6
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-80;7
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-81;1
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-82;1
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-83;3
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-84;3
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-85;2
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-86;1
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-87;2
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-88;3
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-90;1
A10-2023;C11-1;GRGEMAKT-50605;GALTEJ112-91;2
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-1;14
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-2;16
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-3;16
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-4;10
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-5;13
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-6;11
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-7;14
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-8;8
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-9;19
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-10;11
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-11;15
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-12;14
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-13;16
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-14;14
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-15;9
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-16;10
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-17;8
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-18;15
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-19;13
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-20;20
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-21;13
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-22;12
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-23;17
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-24;19
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-25;15
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-26;21
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-27;18
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-28;15
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-29;19
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-30;19
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-31;25
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-32;24
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-33;21
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-34;30
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-35;18
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-36;24
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-37;24
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-38;24
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-39;27
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-40;19
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-41;26
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-42;16
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-43;29
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-44;24
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-45;20
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-46;24
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-47;23
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-48;23
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-49;15
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-50;17
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-51;16
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-52;19
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-53;19
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-54;29
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-55;29
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-56;30
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-57;31
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-58;19
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-59;20
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-60;26
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-61;18
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-62;19
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-63;18
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-64;22
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-65;18
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-66;16
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-67;24
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-68;8
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-69;19
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-70;22
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-71;15
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-72;24
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-73;11
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-74;17
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-75;9
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-76;11
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-77;20
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-78;9
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-79;12
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-80;9
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-81;10
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-82;11
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-83;15
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-84;14
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-85;8
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-86;3
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-87;4
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-88;4
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-89;3
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-90;2
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-92;1
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-93;2
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-94;1
A10-2023;C11-1;GRGEMAKT-50606;GALTEJ112-96;1
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-1;3
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-2;4
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-3;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-4;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-5;4
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-6;3
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-7;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-8;1
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-9;3
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-10;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-11;1
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-12;3
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-13;4
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-14;4
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-15;2
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-16;7
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-17;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-18;2
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-19;9
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-20;7
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-21;2
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-22;2
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-23;7
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-24;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-25;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-26;2
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-27;6
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-28;8
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-29;8
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-30;2
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-31;3
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-32;11
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-33;4
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-34;4
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-35;6
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-36;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-37;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-38;4
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-39;7
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-40;3
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-41;2
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-42;2
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-43;8
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-44;4
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-45;6
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-46;8
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-47;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-48;8
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-49;6
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-50;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-51;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-52;8
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-53;3
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-54;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-55;12
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-56;10
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-57;8
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-58;6
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-59;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-60;9
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-61;4
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-62;8
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-63;8
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-64;3
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-65;7
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-66;4
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-67;9
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-68;4
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-69;2
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-70;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-71;1
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-72;1
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-73;1
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-74;9
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-75;4
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-76;4
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-77;2
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-78;2
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-79;2
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-80;1
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-81;3
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-82;1
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-83;5
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-84;3
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-86;4
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-87;1
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-88;2
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-89;1
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-91;2
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-92;1
A10-2023;C11-1;GRGEMAKT-50607;GALTEJ112-93;1
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-1;7
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-2;11
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-3;3
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-4;3
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-5;6
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-6;3
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-7;7
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-8;6
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-9;6
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-10;5
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-11;3
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-12;4
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-13;4
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-14;5
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-15;4
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-16;7
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-17;7
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-18;7
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-19;6
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-20;11
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-21;8
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-22;4
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-23;13
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-24;6
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-25;12
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-26;3
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-27;11
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-28;13
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-29;7
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-30;11
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-31;10
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-32;8
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-33;11
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-34;7
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-35;11
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-36;8
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-37;6
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-38;6
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-39;8
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-40;8
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-41;11
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-42;8
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-43;7
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-44;6
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-45;4
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-46;8
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-47;10
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-48;9
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-49;4
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-50;7
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-51;7
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-52;8
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-53;9
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-54;11
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-55;13
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-56;15
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-57;6
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-58;7
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-59;6
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-60;9
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-61;9
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-62;15
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-63;15
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-64;13
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-65;10
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-66;10
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-67;9
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-68;7
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-69;9
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-70;6
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-71;5
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-72;5
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-73;5
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-74;9
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-75;6
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-76;7
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-77;9
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-78;2
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-79;2
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-80;7
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-81;4
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-82;5
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-83;4
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-84;2
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-85;4
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-86;2
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-87;5
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-88;2
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-89;1
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-90;1
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-92;3
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-93;2
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-94;1
A10-2023;C11-1;GRGEMAKT-50608;GALTEJ112-95;1
A10-2023;C11-1;GRGEMAKT-50609;GALTEJ112-1;23
A10-2023;C11-1;GRGEMAKT-50609;GALTEJ112-2;21
A10-2023;C11-1;GRGEMAKT-50609;GALTEJ112-3;16
A10-2023;C11-1;GRGEMAKT-50609;GALTEJ112-4;22
A10-2023;C11-1;GRGEMAKT-50609;GALTEJ112-5;30
