C-A10-0;C-C11-0;C-GRGEMAKT-0;C-GALTEJ112-0;F-ISIS-1
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-67;6
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-68;2
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-70;1
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-71;4
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-72;5
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-73;2
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-74;2
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-75;4
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-76;3
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-77;1
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-78;1
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-79;4
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-80;3
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-81;1
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-82;3
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-83;5
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-84;1
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-85;1
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-86;3
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-88;2
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-89;1
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-90;2
A10-2023;C11-1;GRGEMAKT-70813;GALTEJ112-91;1
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-1;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-2;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-3;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-4;6
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-5;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-6;5
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-7;9
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-8;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-9;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-10;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-11;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-12;1
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-13;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-14;1
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-15;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-16;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-17;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-18;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-19;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-20;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-21;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-22;6
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-23;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-24;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-25;1
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-26;4
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-27;1
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-28;1
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-29;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-30;4
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-31;4
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-32;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-33;4
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-34;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-35;8
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-36;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-37;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-38;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-39;5
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-40;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-41;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-42;5
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-43;7
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-44;6
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-45;1
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-46;5
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-47;5
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-48;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-49;4
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-50;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-51;7
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-52;6
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-53;5
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-54;6
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-55;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-56;4
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-57;4
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-58;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-59;4
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-60;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-61;6
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-62;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-63;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-64;4
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-65;1
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-66;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-67;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-68;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-69;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-70;4
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-71;5
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-72;5
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-73;1
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-74;5
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-75;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-76;5
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-77;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-78;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-79;2
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-80;3
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-81;1
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-82;1
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-83;1
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-85;1
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-86;1
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-88;1
A10-2023;C11-1;GRGEMAKT-70814;GALTEJ112-90;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-2;2
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-3;2
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-6;2
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-7;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-9;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-11;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-13;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-14;2
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-15;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-18;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-21;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-33;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-36;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-39;3
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-40;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-41;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-42;2
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-43;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-45;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-46;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-49;2
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-50;2
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-52;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-53;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-54;2
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-55;2
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-56;2
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-58;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-60;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-62;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-67;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-69;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-73;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-74;3
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-75;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-81;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-82;1
A10-2023;C11-1;GRGEMAKT-70815;GALTEJ112-85;1
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-1;6
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-2;7
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-3;7
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-4;5
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-5;4
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-6;4
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-7;6
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-8;6
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-9;3
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-10;4
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-11;10
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-12;5
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-13;14
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-14;12
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-15;5
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-16;3
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-17;8
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-18;6
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-19;6
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-20;2
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-21;10
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-22;5
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-23;11
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-24;2
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-25;6
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-26;5
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-27;8
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-28;4
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-29;5
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-30;8
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-31;10
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-32;7
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-33;5
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-34;6
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-35;6
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-36;9
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-37;7
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-38;12
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-39;7
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-40;10
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-41;10
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-42;14
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-43;13
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-44;5
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-45;4
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-46;8
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-47;5
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-48;10
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-49;10
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-50;5
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-51;7
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-52;9
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-53;7
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-54;13
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-55;11
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-56;13
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-57;7
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-58;13
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-59;19
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-60;10
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-61;10
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-62;5
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-63;9
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-64;13
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-65;11
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-66;6
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-67;8
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-68;8
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-69;4
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-70;10
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-71;9
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-72;5
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-73;7
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-74;8
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-75;5
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-76;4
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-77;8
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-78;2
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-79;6
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-80;3
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-81;6
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-82;6
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-83;4
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-84;9
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-85;1
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-86;2
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-87;1
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-88;3
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-89;2
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-90;2
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-91;1
A10-2023;C11-1;GRGEMAKT-70816;GALTEJ112-95;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-1;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-2;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-4;3
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-5;3
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-6;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-7;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-8;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-9;3
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-10;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-11;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-12;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-13;4
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-14;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-15;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-17;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-18;3
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-19;4
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-21;5
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-22;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-23;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-24;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-25;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-26;4
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-27;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-28;5
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-29;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-30;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-31;3
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-33;3
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-34;3
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-35;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-37;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-38;3
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-39;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-40;4
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-41;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-42;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-43;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-44;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-45;3
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-46;4
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-47;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-48;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-49;7
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-50;7
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-51;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-52;5
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-53;6
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-54;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-55;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-56;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-57;3
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-58;3
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-59;4
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-60;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-61;3
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-62;3
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-63;5
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-64;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-65;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-66;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-68;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-69;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-70;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-71;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-72;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-74;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-75;3
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-76;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-77;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-78;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-79;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-80;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-81;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-82;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-83;2
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-84;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-85;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-86;1
A10-2023;C11-1;GRGEMAKT-70817;GALTEJ112-90;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-1;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-2;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-3;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-5;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-6;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-7;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-8;3
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-9;3
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-13;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-15;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-16;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-17;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-18;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-20;4
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-21;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-24;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-25;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-26;3
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-27;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-28;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-29;3
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-30;3
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-32;4
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-33;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-36;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-37;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-38;3
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-39;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-40;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-41;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-42;4
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-45;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-46;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-47;3
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-48;4
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-49;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-51;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-52;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-53;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-54;5
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-55;3
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-56;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-57;6
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-58;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-59;6
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-60;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-61;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-62;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-63;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-64;4
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-65;4
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-66;3
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-67;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-68;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-70;3
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-71;3
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-72;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-73;3
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-74;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-75;3
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-76;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-78;2
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-79;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-80;3
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-86;4
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-87;1
A10-2023;C11-1;GRGEMAKT-70818;GALTEJ112-93;1
A10-2023;C11-1;GRGEMAKT-70819;GALTEJ112-6;1
A10-2023;C11-1;GRGEMAKT-70819;GALTEJ112-8;2
A10-2023;C11-1;GRGEMAKT-70819;GALTEJ112-11;1
A10-2023;C11-1;GRGEMAKT-70819;GALTEJ112-15;1
A10-2023;C11-1;GRGEMAKT-70819;GALTEJ112-20;1
A10-2023;C11-1;GRGEMAKT-70819;GALTEJ112-22;1
A10-2023;C11-1;GRGEMAKT-70819;GALTEJ112-23;1
A10-2023;C11-1;GRGEMAKT-70819;GALTEJ112-27;1
A10-2023;C11-1;GRGEMAKT-70819;GALTEJ112-28;1
A10-2023;C11-1;GRGEMAKT-70819;GALTEJ112-30;1
A10-2023;C11-1;GRGEMAKT-70819;GALTEJ112-37;1
