"jahr","gemnr","gemname","geschl","alter","n","typ"
2025,"70402","Brixen im Thale ","weiblich","30 bis 34 Jahre",89,"Ländlicher Raum"
2025,"70402","Brixen im Thale ","weiblich","35 bis 39 Jahre",70,"Ländlicher Raum"
2025,"70402","Brixen im Thale ","weiblich","40 bis 44 Jahre",76,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","männlich","bis 4 Jahre",111,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","männlich","5 bis 9 Jahre",110,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","männlich","10 bis 14 Jahre",95,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","männlich","15 bis 19 Jahre",112,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","männlich","20 bis 24 Jahre",111,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","männlich","25 bis 29 Jahre",150,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","männlich","30 bis 34 Jahre",146,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","männlich","35 bis 39 Jahre",170,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","männlich","40 bis 44 Jahre",153,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","weiblich","bis 4 Jahre",98,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","weiblich","5 bis 9 Jahre",103,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","weiblich","10 bis 14 Jahre",107,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","weiblich","15 bis 19 Jahre",93,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","weiblich","20 bis 24 Jahre",95,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","weiblich","25 bis 29 Jahre",125,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","weiblich","30 bis 34 Jahre",155,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","weiblich","35 bis 39 Jahre",134,"Ländlicher Raum"
2025,"70403","Fieberbrunn ","weiblich","40 bis 44 Jahre",152,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","männlich","bis 4 Jahre",38,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","männlich","5 bis 9 Jahre",38,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","männlich","10 bis 14 Jahre",42,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","männlich","15 bis 19 Jahre",40,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","männlich","20 bis 24 Jahre",51,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","männlich","25 bis 29 Jahre",67,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","männlich","30 bis 34 Jahre",61,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","männlich","35 bis 39 Jahre",69,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","männlich","40 bis 44 Jahre",61,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","weiblich","bis 4 Jahre",53,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","weiblich","5 bis 9 Jahre",44,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","weiblich","10 bis 14 Jahre",27,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","weiblich","15 bis 19 Jahre",49,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","weiblich","20 bis 24 Jahre",35,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","weiblich","25 bis 29 Jahre",52,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","weiblich","30 bis 34 Jahre",59,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","weiblich","35 bis 39 Jahre",67,"Ländlicher Raum"
2025,"70404","Going am Wilden Kaiser ","weiblich","40 bis 44 Jahre",67,"Ländlicher Raum"
2025,"70405","Hochfilzen ","männlich","bis 4 Jahre",27,"Ländlicher Raum"
2025,"70405","Hochfilzen ","männlich","5 bis 9 Jahre",30,"Ländlicher Raum"
2025,"70405","Hochfilzen ","männlich","10 bis 14 Jahre",32,"Ländlicher Raum"
2025,"70405","Hochfilzen ","männlich","15 bis 19 Jahre",44,"Ländlicher Raum"
2025,"70405","Hochfilzen ","männlich","20 bis 24 Jahre",38,"Ländlicher Raum"
2025,"70405","Hochfilzen ","männlich","25 bis 29 Jahre",20,"Ländlicher Raum"
2025,"70405","Hochfilzen ","männlich","30 bis 34 Jahre",45,"Ländlicher Raum"
2025,"70405","Hochfilzen ","männlich","35 bis 39 Jahre",57,"Ländlicher Raum"
2025,"70405","Hochfilzen ","männlich","40 bis 44 Jahre",47,"Ländlicher Raum"
2025,"70405","Hochfilzen ","weiblich","bis 4 Jahre",30,"Ländlicher Raum"
2025,"70405","Hochfilzen ","weiblich","5 bis 9 Jahre",37,"Ländlicher Raum"
2025,"70405","Hochfilzen ","weiblich","10 bis 14 Jahre",32,"Ländlicher Raum"
2025,"70405","Hochfilzen ","weiblich","15 bis 19 Jahre",36,"Ländlicher Raum"
2025,"70405","Hochfilzen ","weiblich","20 bis 24 Jahre",30,"Ländlicher Raum"
2025,"70405","Hochfilzen ","weiblich","25 bis 29 Jahre",30,"Ländlicher Raum"
2025,"70405","Hochfilzen ","weiblich","30 bis 34 Jahre",48,"Ländlicher Raum"
2025,"70405","Hochfilzen ","weiblich","35 bis 39 Jahre",44,"Ländlicher Raum"
2025,"70405","Hochfilzen ","weiblich","40 bis 44 Jahre",44,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","männlich","bis 4 Jahre",150,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","männlich","5 bis 9 Jahre",152,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","männlich","10 bis 14 Jahre",150,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","männlich","15 bis 19 Jahre",135,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","männlich","20 bis 24 Jahre",150,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","männlich","25 bis 29 Jahre",172,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","männlich","30 bis 34 Jahre",204,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","männlich","35 bis 39 Jahre",177,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","männlich","40 bis 44 Jahre",177,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","weiblich","bis 4 Jahre",161,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","weiblich","5 bis 9 Jahre",127,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","weiblich","10 bis 14 Jahre",142,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","weiblich","15 bis 19 Jahre",134,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","weiblich","20 bis 24 Jahre",143,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","weiblich","25 bis 29 Jahre",161,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","weiblich","30 bis 34 Jahre",195,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","weiblich","35 bis 39 Jahre",166,"Ländlicher Raum"
2025,"70406","Hopfgarten im Brixental ","weiblich","40 bis 44 Jahre",206,"Ländlicher Raum"
2025,"70407","Itter ","männlich","bis 4 Jahre",33,"Ländlicher Raum"
2025,"70407","Itter ","männlich","5 bis 9 Jahre",28,"Ländlicher Raum"
2025,"70407","Itter ","männlich","10 bis 14 Jahre",24,"Ländlicher Raum"
2025,"70407","Itter ","männlich","15 bis 19 Jahre",32,"Ländlicher Raum"
2025,"70407","Itter ","männlich","20 bis 24 Jahre",29,"Ländlicher Raum"
2025,"70407","Itter ","männlich","25 bis 29 Jahre",40,"Ländlicher Raum"
2025,"70407","Itter ","männlich","30 bis 34 Jahre",41,"Ländlicher Raum"
2025,"70407","Itter ","männlich","35 bis 39 Jahre",25,"Ländlicher Raum"
2025,"70407","Itter ","männlich","40 bis 44 Jahre",29,"Ländlicher Raum"
2025,"70407","Itter ","weiblich","bis 4 Jahre",26,"Ländlicher Raum"
2025,"70407","Itter ","weiblich","5 bis 9 Jahre",22,"Ländlicher Raum"
2025,"70407","Itter ","weiblich","10 bis 14 Jahre",25,"Ländlicher Raum"
2025,"70407","Itter ","weiblich","15 bis 19 Jahre",30,"Ländlicher Raum"
2025,"70407","Itter ","weiblich","20 bis 24 Jahre",33,"Ländlicher Raum"
2025,"70407","Itter ","weiblich","25 bis 29 Jahre",40,"Ländlicher Raum"
2025,"70407","Itter ","weiblich","30 bis 34 Jahre",30,"Ländlicher Raum"
2025,"70407","Itter ","weiblich","35 bis 39 Jahre",27,"Ländlicher Raum"
2025,"70407","Itter ","weiblich","40 bis 44 Jahre",42,"Ländlicher Raum"
2025,"70408","Jochberg ","männlich","bis 4 Jahre",25,"Ländlicher Raum"
2025,"70408","Jochberg ","männlich","5 bis 9 Jahre",35,"Ländlicher Raum"
2025,"70408","Jochberg ","männlich","10 bis 14 Jahre",38,"Ländlicher Raum"
2025,"70408","Jochberg ","männlich","15 bis 19 Jahre",36,"Ländlicher Raum"
2025,"70408","Jochberg ","männlich","20 bis 24 Jahre",36,"Ländlicher Raum"
2025,"70408","Jochberg ","männlich","25 bis 29 Jahre",45,"Ländlicher Raum"
2025,"70408","Jochberg ","männlich","30 bis 34 Jahre",51,"Ländlicher Raum"
2025,"70408","Jochberg ","männlich","35 bis 39 Jahre",34,"Ländlicher Raum"
2025,"70408","Jochberg ","männlich","40 bis 44 Jahre",41,"Ländlicher Raum"
2025,"70408","Jochberg ","weiblich","bis 4 Jahre",14,"Ländlicher Raum"
2025,"70408","Jochberg ","weiblich","5 bis 9 Jahre",18,"Ländlicher Raum"
2025,"70408","Jochberg ","weiblich","10 bis 14 Jahre",32,"Ländlicher Raum"
2025,"70408","Jochberg ","weiblich","15 bis 19 Jahre",32,"Ländlicher Raum"
2025,"70408","Jochberg ","weiblich","20 bis 24 Jahre",37,"Ländlicher Raum"
2025,"70408","Jochberg ","weiblich","25 bis 29 Jahre",41,"Ländlicher Raum"
2025,"70408","Jochberg ","weiblich","30 bis 34 Jahre",40,"Ländlicher Raum"
2025,"70408","Jochberg ","weiblich","35 bis 39 Jahre",37,"Ländlicher Raum"
2025,"70408","Jochberg ","weiblich","40 bis 44 Jahre",49,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","männlich","bis 4 Jahre",99,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","männlich","5 bis 9 Jahre",101,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","männlich","10 bis 14 Jahre",106,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","männlich","15 bis 19 Jahre",111,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","männlich","20 bis 24 Jahre",125,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","männlich","25 bis 29 Jahre",147,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","männlich","30 bis 34 Jahre",148,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","männlich","35 bis 39 Jahre",152,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","männlich","40 bis 44 Jahre",128,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","weiblich","bis 4 Jahre",99,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","weiblich","5 bis 9 Jahre",73,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","weiblich","10 bis 14 Jahre",94,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","weiblich","15 bis 19 Jahre",108,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","weiblich","20 bis 24 Jahre",118,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","weiblich","25 bis 29 Jahre",148,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","weiblich","30 bis 34 Jahre",158,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","weiblich","35 bis 39 Jahre",149,"Ländlicher Raum"
2025,"70409","Kirchberg in Tirol ","weiblich","40 bis 44 Jahre",150,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","männlich","bis 4 Jahre",101,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","männlich","5 bis 9 Jahre",92,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","männlich","10 bis 14 Jahre",101,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","männlich","15 bis 19 Jahre",116,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","männlich","20 bis 24 Jahre",113,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","männlich","25 bis 29 Jahre",121,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","männlich","30 bis 34 Jahre",143,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","männlich","35 bis 39 Jahre",114,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","männlich","40 bis 44 Jahre",130,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","weiblich","bis 4 Jahre",101,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","weiblich","5 bis 9 Jahre",101,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","weiblich","10 bis 14 Jahre",107,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","weiblich","15 bis 19 Jahre",91,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","weiblich","20 bis 24 Jahre",97,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","weiblich","25 bis 29 Jahre",105,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","weiblich","30 bis 34 Jahre",142,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","weiblich","35 bis 39 Jahre",137,"Ländlicher Raum"
2025,"70410","Kirchdorf in Tirol ","weiblich","40 bis 44 Jahre",159,"Ländlicher Raum"
2025,"70411","Kitzbühel ","männlich","bis 4 Jahre",167,"Regionalzentren"
2025,"70411","Kitzbühel ","männlich","5 bis 9 Jahre",144,"Regionalzentren"
2025,"70411","Kitzbühel ","männlich","10 bis 14 Jahre",144,"Regionalzentren"
2025,"70411","Kitzbühel ","männlich","15 bis 19 Jahre",143,"Regionalzentren"
2025,"70411","Kitzbühel ","männlich","20 bis 24 Jahre",177,"Regionalzentren"
2025,"70411","Kitzbühel ","männlich","25 bis 29 Jahre",218,"Regionalzentren"
2025,"70411","Kitzbühel ","männlich","30 bis 34 Jahre",217,"Regionalzentren"
2025,"70411","Kitzbühel ","männlich","35 bis 39 Jahre",241,"Regionalzentren"
2025,"70411","Kitzbühel ","männlich","40 bis 44 Jahre",263,"Regionalzentren"
2025,"70411","Kitzbühel ","weiblich","bis 4 Jahre",132,"Regionalzentren"
2025,"70411","Kitzbühel ","weiblich","5 bis 9 Jahre",130,"Regionalzentren"
2025,"70411","Kitzbühel ","weiblich","10 bis 14 Jahre",138,"Regionalzentren"
2025,"70411","Kitzbühel ","weiblich","15 bis 19 Jahre",156,"Regionalzentren"
2025,"70411","Kitzbühel ","weiblich","20 bis 24 Jahre",190,"Regionalzentren"
2025,"70411","Kitzbühel ","weiblich","25 bis 29 Jahre",211,"Regionalzentren"
2025,"70411","Kitzbühel ","weiblich","30 bis 34 Jahre",230,"Regionalzentren"
2025,"70411","Kitzbühel ","weiblich","35 bis 39 Jahre",239,"Regionalzentren"
2025,"70411","Kitzbühel ","weiblich","40 bis 44 Jahre",275,"Regionalzentren"
2025,"70412","Kössen ","männlich","bis 4 Jahre",114,"Ländlicher Raum"
2025,"70412","Kössen ","männlich","5 bis 9 Jahre",119,"Ländlicher Raum"
2025,"70412","Kössen ","männlich","10 bis 14 Jahre",114,"Ländlicher Raum"
2025,"70412","Kössen ","männlich","15 bis 19 Jahre",103,"Ländlicher Raum"
2025,"70412","Kössen ","männlich","20 bis 24 Jahre",107,"Ländlicher Raum"
2025,"70412","Kössen ","männlich","25 bis 29 Jahre",112,"Ländlicher Raum"
2025,"70412","Kössen ","männlich","30 bis 34 Jahre",150,"Ländlicher Raum"
2025,"70412","Kössen ","männlich","35 bis 39 Jahre",170,"Ländlicher Raum"
2025,"70412","Kössen ","männlich","40 bis 44 Jahre",155,"Ländlicher Raum"
2025,"70412","Kössen ","weiblich","bis 4 Jahre",122,"Ländlicher Raum"
2025,"70412","Kössen ","weiblich","5 bis 9 Jahre",132,"Ländlicher Raum"
2025,"70412","Kössen ","weiblich","10 bis 14 Jahre",101,"Ländlicher Raum"
2025,"70412","Kössen ","weiblich","15 bis 19 Jahre",99,"Ländlicher Raum"
2025,"70412","Kössen ","weiblich","20 bis 24 Jahre",87,"Ländlicher Raum"
2025,"70412","Kössen ","weiblich","25 bis 29 Jahre",140,"Ländlicher Raum"
2025,"70412","Kössen ","weiblich","30 bis 34 Jahre",147,"Ländlicher Raum"
2025,"70412","Kössen ","weiblich","35 bis 39 Jahre",162,"Ländlicher Raum"
2025,"70412","Kössen ","weiblich","40 bis 44 Jahre",162,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","männlich","bis 4 Jahre",55,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","männlich","5 bis 9 Jahre",57,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","männlich","10 bis 14 Jahre",52,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","männlich","15 bis 19 Jahre",58,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","männlich","20 bis 24 Jahre",48,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","männlich","25 bis 29 Jahre",60,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","männlich","30 bis 34 Jahre",62,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","männlich","35 bis 39 Jahre",79,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","männlich","40 bis 44 Jahre",64,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","weiblich","bis 4 Jahre",56,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","weiblich","5 bis 9 Jahre",63,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","weiblich","10 bis 14 Jahre",42,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","weiblich","15 bis 19 Jahre",45,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","weiblich","20 bis 24 Jahre",55,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","weiblich","25 bis 29 Jahre",48,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","weiblich","30 bis 34 Jahre",79,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","weiblich","35 bis 39 Jahre",81,"Ländlicher Raum"
2025,"70413","Oberndorf in Tirol ","weiblich","40 bis 44 Jahre",68,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","männlich","bis 4 Jahre",18,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","männlich","5 bis 9 Jahre",36,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","männlich","10 bis 14 Jahre",31,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","männlich","15 bis 19 Jahre",39,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","männlich","20 bis 24 Jahre",36,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","männlich","25 bis 29 Jahre",43,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","männlich","30 bis 34 Jahre",46,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","männlich","35 bis 39 Jahre",45,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","männlich","40 bis 44 Jahre",48,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","weiblich","bis 4 Jahre",28,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","weiblich","5 bis 9 Jahre",35,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","weiblich","10 bis 14 Jahre",39,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","weiblich","15 bis 19 Jahre",45,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","weiblich","20 bis 24 Jahre",29,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","weiblich","25 bis 29 Jahre",44,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","weiblich","30 bis 34 Jahre",49,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","weiblich","35 bis 39 Jahre",58,"Ländlicher Raum"
2025,"70414","Reith bei Kitzbühel ","weiblich","40 bis 44 Jahre",53,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","männlich","bis 4 Jahre",24,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","männlich","5 bis 9 Jahre",31,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","männlich","10 bis 14 Jahre",26,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","männlich","15 bis 19 Jahre",17,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","männlich","20 bis 24 Jahre",21,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","männlich","25 bis 29 Jahre",18,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","männlich","30 bis 34 Jahre",30,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","männlich","35 bis 39 Jahre",22,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","männlich","40 bis 44 Jahre",29,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","weiblich","bis 4 Jahre",26,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","weiblich","5 bis 9 Jahre",17,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","weiblich","10 bis 14 Jahre",20,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","weiblich","15 bis 19 Jahre",20,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","weiblich","20 bis 24 Jahre",18,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","weiblich","25 bis 29 Jahre",29,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","weiblich","30 bis 34 Jahre",23,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","weiblich","35 bis 39 Jahre",33,"Ländlicher Raum"
2025,"70415","St. Jakob in Haus ","weiblich","40 bis 44 Jahre",32,"Ländlicher Raum"
2025,"70416","St. Johann in Tirol ","männlich","bis 4 Jahre",196,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","männlich","5 bis 9 Jahre",249,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","männlich","10 bis 14 Jahre",242,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","männlich","15 bis 19 Jahre",220,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","männlich","20 bis 24 Jahre",272,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","männlich","25 bis 29 Jahre",269,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","männlich","30 bis 34 Jahre",308,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","männlich","35 bis 39 Jahre",279,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","männlich","40 bis 44 Jahre",319,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","weiblich","bis 4 Jahre",197,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","weiblich","5 bis 9 Jahre",216,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","weiblich","10 bis 14 Jahre",225,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","weiblich","15 bis 19 Jahre",239,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","weiblich","20 bis 24 Jahre",222,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","weiblich","25 bis 29 Jahre",270,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","weiblich","30 bis 34 Jahre",279,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","weiblich","35 bis 39 Jahre",344,"Regionalzentren"
2025,"70416","St. Johann in Tirol ","weiblich","40 bis 44 Jahre",382,"Regionalzentren"
2025,"70417","St. Ulrich am Pillersee ","männlich","bis 4 Jahre",55,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","männlich","5 bis 9 Jahre",63,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","männlich","10 bis 14 Jahre",51,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","männlich","15 bis 19 Jahre",48,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","männlich","20 bis 24 Jahre",42,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","männlich","25 bis 29 Jahre",46,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","männlich","30 bis 34 Jahre",62,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","männlich","35 bis 39 Jahre",64,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","männlich","40 bis 44 Jahre",81,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","weiblich","bis 4 Jahre",34,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","weiblich","5 bis 9 Jahre",56,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","weiblich","10 bis 14 Jahre",58,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","weiblich","15 bis 19 Jahre",38,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","weiblich","20 bis 24 Jahre",50,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","weiblich","25 bis 29 Jahre",57,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","weiblich","30 bis 34 Jahre",57,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","weiblich","35 bis 39 Jahre",77,"Ländlicher Raum"
2025,"70417","St. Ulrich am Pillersee ","weiblich","40 bis 44 Jahre",70,"Ländlicher Raum"
2025,"70418","Schwendt ","männlich","bis 4 Jahre",23,"Ländlicher Raum"
2025,"70418","Schwendt ","männlich","5 bis 9 Jahre",33,"Ländlicher Raum"
2025,"70418","Schwendt ","männlich","10 bis 14 Jahre",15,"Ländlicher Raum"
2025,"70418","Schwendt ","männlich","15 bis 19 Jahre",20,"Ländlicher Raum"
2025,"70418","Schwendt ","männlich","20 bis 24 Jahre",18,"Ländlicher Raum"
2025,"70418","Schwendt ","männlich","25 bis 29 Jahre",31,"Ländlicher Raum"
2025,"70418","Schwendt ","männlich","30 bis 34 Jahre",38,"Ländlicher Raum"
2025,"70418","Schwendt ","männlich","35 bis 39 Jahre",23,"Ländlicher Raum"
2025,"70418","Schwendt ","männlich","40 bis 44 Jahre",32,"Ländlicher Raum"
2025,"70418","Schwendt ","weiblich","bis 4 Jahre",23,"Ländlicher Raum"
2025,"70418","Schwendt ","weiblich","5 bis 9 Jahre",25,"Ländlicher Raum"
2025,"70418","Schwendt ","weiblich","10 bis 14 Jahre",20,"Ländlicher Raum"
2025,"70418","Schwendt ","weiblich","15 bis 19 Jahre",16,"Ländlicher Raum"
2025,"70418","Schwendt ","weiblich","20 bis 24 Jahre",19,"Ländlicher Raum"
2025,"70418","Schwendt ","weiblich","25 bis 29 Jahre",24,"Ländlicher Raum"
2025,"70418","Schwendt ","weiblich","30 bis 34 Jahre",29,"Ländlicher Raum"
2025,"70418","Schwendt ","weiblich","35 bis 39 Jahre",26,"Ländlicher Raum"
2025,"70418","Schwendt ","weiblich","40 bis 44 Jahre",35,"Ländlicher Raum"
