"jahr","gemnr","gemname","geschl","alter","n","typ"
2002,"70620","Ried im Oberinntal ","männlich","15 bis 19 Jahre",41,"Ländlicher Raum"
2002,"70620","Ried im Oberinntal ","männlich","20 bis 24 Jahre",55,"Ländlicher Raum"
2002,"70620","Ried im Oberinntal ","männlich","25 bis 29 Jahre",36,"Ländlicher Raum"
2002,"70620","Ried im Oberinntal ","männlich","30 bis 34 Jahre",49,"Ländlicher Raum"
2002,"70620","Ried im Oberinntal ","männlich","35 bis 39 Jahre",57,"Ländlicher Raum"
2002,"70620","Ried im Oberinntal ","männlich","40 bis 44 Jahre",49,"Ländlicher Raum"
2002,"70620","Ried im Oberinntal ","weiblich","bis 4 Jahre",30,"Ländlicher Raum"
2002,"70620","Ried im Oberinntal ","weiblich","5 bis 9 Jahre",56,"Ländlicher Raum"
2002,"70620","Ried im Oberinntal ","weiblich","10 bis 14 Jahre",43,"Ländlicher Raum"
2002,"70620","Ried im Oberinntal ","weiblich","15 bis 19 Jahre",45,"Ländlicher Raum"
2002,"70620","Ried im Oberinntal ","weiblich","20 bis 24 Jahre",34,"Ländlicher Raum"
2002,"70620","Ried im Oberinntal ","weiblich","25 bis 29 Jahre",40,"Ländlicher Raum"
2002,"70620","Ried im Oberinntal ","weiblich","30 bis 34 Jahre",47,"Ländlicher Raum"
2002,"70620","Ried im Oberinntal ","weiblich","35 bis 39 Jahre",57,"Ländlicher Raum"
2002,"70620","Ried im Oberinntal ","weiblich","40 bis 44 Jahre",42,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","männlich","bis 4 Jahre",67,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","männlich","5 bis 9 Jahre",87,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","männlich","10 bis 14 Jahre",92,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","männlich","15 bis 19 Jahre",76,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","männlich","20 bis 24 Jahre",83,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","männlich","25 bis 29 Jahre",92,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","männlich","30 bis 34 Jahre",141,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","männlich","35 bis 39 Jahre",149,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","männlich","40 bis 44 Jahre",124,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","weiblich","bis 4 Jahre",60,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","weiblich","5 bis 9 Jahre",86,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","weiblich","10 bis 14 Jahre",66,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","weiblich","15 bis 19 Jahre",82,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","weiblich","20 bis 24 Jahre",79,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","weiblich","25 bis 29 Jahre",86,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","weiblich","30 bis 34 Jahre",114,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","weiblich","35 bis 39 Jahre",171,"Ländlicher Raum"
2002,"70621","St. Anton am Arlberg ","weiblich","40 bis 44 Jahre",92,"Ländlicher Raum"
2002,"70622","Schönwies ","männlich","bis 4 Jahre",56,"Suburbaner Raum"
2002,"70622","Schönwies ","männlich","5 bis 9 Jahre",63,"Suburbaner Raum"
2002,"70622","Schönwies ","männlich","10 bis 14 Jahre",46,"Suburbaner Raum"
2002,"70622","Schönwies ","männlich","15 bis 19 Jahre",59,"Suburbaner Raum"
2002,"70622","Schönwies ","männlich","20 bis 24 Jahre",61,"Suburbaner Raum"
2002,"70622","Schönwies ","männlich","25 bis 29 Jahre",61,"Suburbaner Raum"
2002,"70622","Schönwies ","männlich","30 bis 34 Jahre",78,"Suburbaner Raum"
2002,"70622","Schönwies ","männlich","35 bis 39 Jahre",76,"Suburbaner Raum"
2002,"70622","Schönwies ","männlich","40 bis 44 Jahre",49,"Suburbaner Raum"
2002,"70622","Schönwies ","weiblich","bis 4 Jahre",51,"Suburbaner Raum"
2002,"70622","Schönwies ","weiblich","5 bis 9 Jahre",68,"Suburbaner Raum"
2002,"70622","Schönwies ","weiblich","10 bis 14 Jahre",62,"Suburbaner Raum"
2002,"70622","Schönwies ","weiblich","15 bis 19 Jahre",65,"Suburbaner Raum"
2002,"70622","Schönwies ","weiblich","20 bis 24 Jahre",53,"Suburbaner Raum"
2002,"70622","Schönwies ","weiblich","25 bis 29 Jahre",70,"Suburbaner Raum"
2002,"70622","Schönwies ","weiblich","30 bis 34 Jahre",56,"Suburbaner Raum"
2002,"70622","Schönwies ","weiblich","35 bis 39 Jahre",75,"Suburbaner Raum"
2002,"70622","Schönwies ","weiblich","40 bis 44 Jahre",62,"Suburbaner Raum"
2002,"70623","See ","männlich","bis 4 Jahre",38,"Ländlicher Raum"
2002,"70623","See ","männlich","5 bis 9 Jahre",46,"Ländlicher Raum"
2002,"70623","See ","männlich","10 bis 14 Jahre",43,"Ländlicher Raum"
2002,"70623","See ","männlich","15 bis 19 Jahre",52,"Ländlicher Raum"
2002,"70623","See ","männlich","20 bis 24 Jahre",44,"Ländlicher Raum"
2002,"70623","See ","männlich","25 bis 29 Jahre",45,"Ländlicher Raum"
2002,"70623","See ","männlich","30 bis 34 Jahre",48,"Ländlicher Raum"
2002,"70623","See ","männlich","35 bis 39 Jahre",61,"Ländlicher Raum"
2002,"70623","See ","männlich","40 bis 44 Jahre",41,"Ländlicher Raum"
2002,"70623","See ","weiblich","bis 4 Jahre",39,"Ländlicher Raum"
2002,"70623","See ","weiblich","5 bis 9 Jahre",51,"Ländlicher Raum"
2002,"70623","See ","weiblich","10 bis 14 Jahre",48,"Ländlicher Raum"
2002,"70623","See ","weiblich","15 bis 19 Jahre",41,"Ländlicher Raum"
2002,"70623","See ","weiblich","20 bis 24 Jahre",40,"Ländlicher Raum"
2002,"70623","See ","weiblich","25 bis 29 Jahre",40,"Ländlicher Raum"
2002,"70623","See ","weiblich","30 bis 34 Jahre",45,"Ländlicher Raum"
2002,"70623","See ","weiblich","35 bis 39 Jahre",56,"Ländlicher Raum"
2002,"70623","See ","weiblich","40 bis 44 Jahre",33,"Ländlicher Raum"
2002,"70624","Serfaus ","männlich","bis 4 Jahre",24,"Ländlicher Raum"
2002,"70624","Serfaus ","männlich","5 bis 9 Jahre",40,"Ländlicher Raum"
2002,"70624","Serfaus ","männlich","10 bis 14 Jahre",53,"Ländlicher Raum"
2002,"70624","Serfaus ","männlich","15 bis 19 Jahre",44,"Ländlicher Raum"
2002,"70624","Serfaus ","männlich","20 bis 24 Jahre",34,"Ländlicher Raum"
2002,"70624","Serfaus ","männlich","25 bis 29 Jahre",50,"Ländlicher Raum"
2002,"70624","Serfaus ","männlich","30 bis 34 Jahre",51,"Ländlicher Raum"
2002,"70624","Serfaus ","männlich","35 bis 39 Jahre",69,"Ländlicher Raum"
2002,"70624","Serfaus ","männlich","40 bis 44 Jahre",47,"Ländlicher Raum"
2002,"70624","Serfaus ","weiblich","bis 4 Jahre",36,"Ländlicher Raum"
2002,"70624","Serfaus ","weiblich","5 bis 9 Jahre",40,"Ländlicher Raum"
2002,"70624","Serfaus ","weiblich","10 bis 14 Jahre",42,"Ländlicher Raum"
2002,"70624","Serfaus ","weiblich","15 bis 19 Jahre",38,"Ländlicher Raum"
2002,"70624","Serfaus ","weiblich","20 bis 24 Jahre",34,"Ländlicher Raum"
2002,"70624","Serfaus ","weiblich","25 bis 29 Jahre",38,"Ländlicher Raum"
2002,"70624","Serfaus ","weiblich","30 bis 34 Jahre",55,"Ländlicher Raum"
2002,"70624","Serfaus ","weiblich","35 bis 39 Jahre",67,"Ländlicher Raum"
2002,"70624","Serfaus ","weiblich","40 bis 44 Jahre",38,"Ländlicher Raum"
2002,"70625","Spiss ","männlich","bis 4 Jahre",8,"Ländlicher Raum"
2002,"70625","Spiss ","männlich","5 bis 9 Jahre",9,"Ländlicher Raum"
2002,"70625","Spiss ","männlich","10 bis 14 Jahre",6,"Ländlicher Raum"
2002,"70625","Spiss ","männlich","15 bis 19 Jahre",4,"Ländlicher Raum"
2002,"70625","Spiss ","männlich","20 bis 24 Jahre",4,"Ländlicher Raum"
2002,"70625","Spiss ","männlich","25 bis 29 Jahre",6,"Ländlicher Raum"
2002,"70625","Spiss ","männlich","30 bis 34 Jahre",7,"Ländlicher Raum"
2002,"70625","Spiss ","männlich","35 bis 39 Jahre",10,"Ländlicher Raum"
2002,"70625","Spiss ","männlich","40 bis 44 Jahre",4,"Ländlicher Raum"
2002,"70625","Spiss ","weiblich","bis 4 Jahre",3,"Ländlicher Raum"
2002,"70625","Spiss ","weiblich","5 bis 9 Jahre",6,"Ländlicher Raum"
2002,"70625","Spiss ","weiblich","10 bis 14 Jahre",2,"Ländlicher Raum"
2002,"70625","Spiss ","weiblich","15 bis 19 Jahre",3,"Ländlicher Raum"
2002,"70625","Spiss ","weiblich","20 bis 24 Jahre",3,"Ländlicher Raum"
2002,"70625","Spiss ","weiblich","25 bis 29 Jahre",6,"Ländlicher Raum"
2002,"70625","Spiss ","weiblich","30 bis 34 Jahre",5,"Ländlicher Raum"
2002,"70625","Spiss ","weiblich","35 bis 39 Jahre",6,"Ländlicher Raum"
2002,"70625","Spiss ","weiblich","40 bis 44 Jahre",4,"Ländlicher Raum"
2002,"70626","Stanz bei Landeck ","männlich","bis 4 Jahre",17,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","männlich","5 bis 9 Jahre",25,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","männlich","10 bis 14 Jahre",29,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","männlich","15 bis 19 Jahre",27,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","männlich","20 bis 24 Jahre",27,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","männlich","25 bis 29 Jahre",21,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","männlich","30 bis 34 Jahre",23,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","männlich","35 bis 39 Jahre",33,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","männlich","40 bis 44 Jahre",29,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","weiblich","bis 4 Jahre",18,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","weiblich","5 bis 9 Jahre",17,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","weiblich","10 bis 14 Jahre",18,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","weiblich","15 bis 19 Jahre",21,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","weiblich","20 bis 24 Jahre",17,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","weiblich","25 bis 29 Jahre",23,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","weiblich","30 bis 34 Jahre",24,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","weiblich","35 bis 39 Jahre",27,"Regionalzentren"
2002,"70626","Stanz bei Landeck ","weiblich","40 bis 44 Jahre",28,"Regionalzentren"
2002,"70627","Strengen ","männlich","bis 4 Jahre",42,"Suburbaner Raum"
2002,"70627","Strengen ","männlich","5 bis 9 Jahre",41,"Suburbaner Raum"
2002,"70627","Strengen ","männlich","10 bis 14 Jahre",51,"Suburbaner Raum"
2002,"70627","Strengen ","männlich","15 bis 19 Jahre",50,"Suburbaner Raum"
2002,"70627","Strengen ","männlich","20 bis 24 Jahre",41,"Suburbaner Raum"
2002,"70627","Strengen ","männlich","25 bis 29 Jahre",55,"Suburbaner Raum"
2002,"70627","Strengen ","männlich","30 bis 34 Jahre",51,"Suburbaner Raum"
2002,"70627","Strengen ","männlich","35 bis 39 Jahre",43,"Suburbaner Raum"
2002,"70627","Strengen ","männlich","40 bis 44 Jahre",49,"Suburbaner Raum"
2002,"70627","Strengen ","weiblich","bis 4 Jahre",30,"Suburbaner Raum"
2002,"70627","Strengen ","weiblich","5 bis 9 Jahre",34,"Suburbaner Raum"
2002,"70627","Strengen ","weiblich","10 bis 14 Jahre",55,"Suburbaner Raum"
2002,"70627","Strengen ","weiblich","15 bis 19 Jahre",48,"Suburbaner Raum"
2002,"70627","Strengen ","weiblich","20 bis 24 Jahre",48,"Suburbaner Raum"
2002,"70627","Strengen ","weiblich","25 bis 29 Jahre",45,"Suburbaner Raum"
2002,"70627","Strengen ","weiblich","30 bis 34 Jahre",50,"Suburbaner Raum"
2002,"70627","Strengen ","weiblich","35 bis 39 Jahre",56,"Suburbaner Raum"
2002,"70627","Strengen ","weiblich","40 bis 44 Jahre",40,"Suburbaner Raum"
2002,"70628","Tobadill ","männlich","bis 4 Jahre",13,"Regionalzentren"
2002,"70628","Tobadill ","männlich","5 bis 9 Jahre",16,"Regionalzentren"
2002,"70628","Tobadill ","männlich","10 bis 14 Jahre",21,"Regionalzentren"
2002,"70628","Tobadill ","männlich","15 bis 19 Jahre",14,"Regionalzentren"
2002,"70628","Tobadill ","männlich","20 bis 24 Jahre",23,"Regionalzentren"
2002,"70628","Tobadill ","männlich","25 bis 29 Jahre",21,"Regionalzentren"
2002,"70628","Tobadill ","männlich","30 bis 34 Jahre",17,"Regionalzentren"
2002,"70628","Tobadill ","männlich","35 bis 39 Jahre",23,"Regionalzentren"
2002,"70628","Tobadill ","männlich","40 bis 44 Jahre",20,"Regionalzentren"
2002,"70628","Tobadill ","weiblich","bis 4 Jahre",9,"Regionalzentren"
2002,"70628","Tobadill ","weiblich","5 bis 9 Jahre",17,"Regionalzentren"
2002,"70628","Tobadill ","weiblich","10 bis 14 Jahre",21,"Regionalzentren"
2002,"70628","Tobadill ","weiblich","15 bis 19 Jahre",26,"Regionalzentren"
2002,"70628","Tobadill ","weiblich","20 bis 24 Jahre",23,"Regionalzentren"
2002,"70628","Tobadill ","weiblich","25 bis 29 Jahre",20,"Regionalzentren"
2002,"70628","Tobadill ","weiblich","30 bis 34 Jahre",14,"Regionalzentren"
2002,"70628","Tobadill ","weiblich","35 bis 39 Jahre",29,"Regionalzentren"
2002,"70628","Tobadill ","weiblich","40 bis 44 Jahre",14,"Regionalzentren"
2002,"70629","Tösens ","männlich","bis 4 Jahre",18,"Ländlicher Raum"
2002,"70629","Tösens ","männlich","5 bis 9 Jahre",23,"Ländlicher Raum"
2002,"70629","Tösens ","männlich","10 bis 14 Jahre",27,"Ländlicher Raum"
2002,"70629","Tösens ","männlich","15 bis 19 Jahre",39,"Ländlicher Raum"
2002,"70629","Tösens ","männlich","20 bis 24 Jahre",26,"Ländlicher Raum"
2002,"70629","Tösens ","männlich","25 bis 29 Jahre",21,"Ländlicher Raum"
2002,"70629","Tösens ","männlich","30 bis 34 Jahre",24,"Ländlicher Raum"
2002,"70629","Tösens ","männlich","35 bis 39 Jahre",30,"Ländlicher Raum"
2002,"70629","Tösens ","männlich","40 bis 44 Jahre",23,"Ländlicher Raum"
2002,"70629","Tösens ","weiblich","bis 4 Jahre",23,"Ländlicher Raum"
2002,"70629","Tösens ","weiblich","5 bis 9 Jahre",25,"Ländlicher Raum"
2002,"70629","Tösens ","weiblich","10 bis 14 Jahre",33,"Ländlicher Raum"
2002,"70629","Tösens ","weiblich","15 bis 19 Jahre",35,"Ländlicher Raum"
2002,"70629","Tösens ","weiblich","20 bis 24 Jahre",10,"Ländlicher Raum"
2002,"70629","Tösens ","weiblich","25 bis 29 Jahre",24,"Ländlicher Raum"
2002,"70629","Tösens ","weiblich","30 bis 34 Jahre",24,"Ländlicher Raum"
2002,"70629","Tösens ","weiblich","35 bis 39 Jahre",33,"Ländlicher Raum"
2002,"70629","Tösens ","weiblich","40 bis 44 Jahre",31,"Ländlicher Raum"
2002,"70630","Zams ","männlich","bis 4 Jahre",103,"Regionalzentren"
2002,"70630","Zams ","männlich","5 bis 9 Jahre",125,"Regionalzentren"
2002,"70630","Zams ","männlich","10 bis 14 Jahre",114,"Regionalzentren"
2002,"70630","Zams ","männlich","15 bis 19 Jahre",113,"Regionalzentren"
2002,"70630","Zams ","männlich","20 bis 24 Jahre",98,"Regionalzentren"
2002,"70630","Zams ","männlich","25 bis 29 Jahre",112,"Regionalzentren"
2002,"70630","Zams ","männlich","30 bis 34 Jahre",127,"Regionalzentren"
2002,"70630","Zams ","männlich","35 bis 39 Jahre",143,"Regionalzentren"
2002,"70630","Zams ","männlich","40 bis 44 Jahre",132,"Regionalzentren"
2002,"70630","Zams ","weiblich","bis 4 Jahre",89,"Regionalzentren"
2002,"70630","Zams ","weiblich","5 bis 9 Jahre",108,"Regionalzentren"
2002,"70630","Zams ","weiblich","10 bis 14 Jahre",110,"Regionalzentren"
2002,"70630","Zams ","weiblich","15 bis 19 Jahre",121,"Regionalzentren"
2002,"70630","Zams ","weiblich","20 bis 24 Jahre",112,"Regionalzentren"
2002,"70630","Zams ","weiblich","25 bis 29 Jahre",102,"Regionalzentren"
2002,"70630","Zams ","weiblich","30 bis 34 Jahre",115,"Regionalzentren"
2002,"70630","Zams ","weiblich","35 bis 39 Jahre",151,"Regionalzentren"
2002,"70630","Zams ","weiblich","40 bis 44 Jahre",122,"Regionalzentren"
2002,"70701","Abfaltersbach ","männlich","bis 4 Jahre",22,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","männlich","5 bis 9 Jahre",19,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","männlich","10 bis 14 Jahre",25,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","männlich","15 bis 19 Jahre",25,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","männlich","20 bis 24 Jahre",24,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","männlich","25 bis 29 Jahre",26,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","männlich","30 bis 34 Jahre",33,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","männlich","35 bis 39 Jahre",27,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","männlich","40 bis 44 Jahre",26,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","weiblich","bis 4 Jahre",21,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","weiblich","5 bis 9 Jahre",16,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","weiblich","10 bis 14 Jahre",13,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","weiblich","15 bis 19 Jahre",24,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","weiblich","20 bis 24 Jahre",28,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","weiblich","25 bis 29 Jahre",25,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","weiblich","30 bis 34 Jahre",25,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","weiblich","35 bis 39 Jahre",22,"Ländlicher Raum"
2002,"70701","Abfaltersbach ","weiblich","40 bis 44 Jahre",21,"Ländlicher Raum"
2002,"70702","Ainet ","männlich","bis 4 Jahre",28,"Suburbaner Raum"
2002,"70702","Ainet ","männlich","5 bis 9 Jahre",46,"Suburbaner Raum"
2002,"70702","Ainet ","männlich","10 bis 14 Jahre",39,"Suburbaner Raum"
2002,"70702","Ainet ","männlich","15 bis 19 Jahre",37,"Suburbaner Raum"
2002,"70702","Ainet ","männlich","20 bis 24 Jahre",37,"Suburbaner Raum"
2002,"70702","Ainet ","männlich","25 bis 29 Jahre",41,"Suburbaner Raum"
2002,"70702","Ainet ","männlich","30 bis 34 Jahre",31,"Suburbaner Raum"
2002,"70702","Ainet ","männlich","35 bis 39 Jahre",54,"Suburbaner Raum"
2002,"70702","Ainet ","männlich","40 bis 44 Jahre",36,"Suburbaner Raum"
2002,"70702","Ainet ","weiblich","bis 4 Jahre",27,"Suburbaner Raum"
2002,"70702","Ainet ","weiblich","5 bis 9 Jahre",39,"Suburbaner Raum"
2002,"70702","Ainet ","weiblich","10 bis 14 Jahre",42,"Suburbaner Raum"
2002,"70702","Ainet ","weiblich","15 bis 19 Jahre",29,"Suburbaner Raum"
2002,"70702","Ainet ","weiblich","20 bis 24 Jahre",32,"Suburbaner Raum"
2002,"70702","Ainet ","weiblich","25 bis 29 Jahre",39,"Suburbaner Raum"
2002,"70702","Ainet ","weiblich","30 bis 34 Jahre",33,"Suburbaner Raum"
2002,"70702","Ainet ","weiblich","35 bis 39 Jahre",41,"Suburbaner Raum"
2002,"70702","Ainet ","weiblich","40 bis 44 Jahre",33,"Suburbaner Raum"
2002,"70703","Amlach ","männlich","bis 4 Jahre",11,"Städte"
2002,"70703","Amlach ","männlich","5 bis 9 Jahre",7,"Städte"
2002,"70703","Amlach ","männlich","10 bis 14 Jahre",14,"Städte"
2002,"70703","Amlach ","männlich","15 bis 19 Jahre",9,"Städte"
2002,"70703","Amlach ","männlich","20 bis 24 Jahre",12,"Städte"
2002,"70703","Amlach ","männlich","25 bis 29 Jahre",4,"Städte"
2002,"70703","Amlach ","männlich","30 bis 34 Jahre",13,"Städte"
2002,"70703","Amlach ","männlich","35 bis 39 Jahre",20,"Städte"
2002,"70703","Amlach ","männlich","40 bis 44 Jahre",11,"Städte"
2002,"70703","Amlach ","weiblich","bis 4 Jahre",13,"Städte"
2002,"70703","Amlach ","weiblich","5 bis 9 Jahre",17,"Städte"
2002,"70703","Amlach ","weiblich","10 bis 14 Jahre",8,"Städte"
2002,"70703","Amlach ","weiblich","15 bis 19 Jahre",12,"Städte"
2002,"70703","Amlach ","weiblich","20 bis 24 Jahre",11,"Städte"
2002,"70703","Amlach ","weiblich","25 bis 29 Jahre",11,"Städte"
2002,"70703","Amlach ","weiblich","30 bis 34 Jahre",17,"Städte"
2002,"70703","Amlach ","weiblich","35 bis 39 Jahre",16,"Städte"
2002,"70703","Amlach ","weiblich","40 bis 44 Jahre",11,"Städte"
2002,"70704","Anras ","männlich","bis 4 Jahre",33,"Ländlicher Raum"
2002,"70704","Anras ","männlich","5 bis 9 Jahre",41,"Ländlicher Raum"
2002,"70704","Anras ","männlich","10 bis 14 Jahre",67,"Ländlicher Raum"
2002,"70704","Anras ","männlich","15 bis 19 Jahre",46,"Ländlicher Raum"
2002,"70704","Anras ","männlich","20 bis 24 Jahre",33,"Ländlicher Raum"
2002,"70704","Anras ","männlich","25 bis 29 Jahre",65,"Ländlicher Raum"
2002,"70704","Anras ","männlich","30 bis 34 Jahre",57,"Ländlicher Raum"
2002,"70704","Anras ","männlich","35 bis 39 Jahre",51,"Ländlicher Raum"
2002,"70704","Anras ","männlich","40 bis 44 Jahre",50,"Ländlicher Raum"
2002,"70704","Anras ","weiblich","bis 4 Jahre",52,"Ländlicher Raum"
2002,"70704","Anras ","weiblich","5 bis 9 Jahre",47,"Ländlicher Raum"
2002,"70704","Anras ","weiblich","10 bis 14 Jahre",47,"Ländlicher Raum"
2002,"70704","Anras ","weiblich","15 bis 19 Jahre",53,"Ländlicher Raum"
2002,"70704","Anras ","weiblich","20 bis 24 Jahre",44,"Ländlicher Raum"
2002,"70704","Anras ","weiblich","25 bis 29 Jahre",64,"Ländlicher Raum"
2002,"70704","Anras ","weiblich","30 bis 34 Jahre",44,"Ländlicher Raum"
2002,"70704","Anras ","weiblich","35 bis 39 Jahre",44,"Ländlicher Raum"
2002,"70704","Anras ","weiblich","40 bis 44 Jahre",45,"Ländlicher Raum"
2002,"70705","Assling ","männlich","bis 4 Jahre",59,"Ländlicher Raum"
2002,"70705","Assling ","männlich","5 bis 9 Jahre",78,"Ländlicher Raum"
2002,"70705","Assling ","männlich","10 bis 14 Jahre",66,"Ländlicher Raum"
2002,"70705","Assling ","männlich","15 bis 19 Jahre",69,"Ländlicher Raum"
2002,"70705","Assling ","männlich","20 bis 24 Jahre",78,"Ländlicher Raum"
2002,"70705","Assling ","männlich","25 bis 29 Jahre",70,"Ländlicher Raum"
2002,"70705","Assling ","männlich","30 bis 34 Jahre",86,"Ländlicher Raum"
2002,"70705","Assling ","männlich","35 bis 39 Jahre",104,"Ländlicher Raum"
2002,"70705","Assling ","männlich","40 bis 44 Jahre",78,"Ländlicher Raum"
2002,"70705","Assling ","weiblich","bis 4 Jahre",51,"Ländlicher Raum"
2002,"70705","Assling ","weiblich","5 bis 9 Jahre",67,"Ländlicher Raum"
2002,"70705","Assling ","weiblich","10 bis 14 Jahre",67,"Ländlicher Raum"
2002,"70705","Assling ","weiblich","15 bis 19 Jahre",81,"Ländlicher Raum"
2002,"70705","Assling ","weiblich","20 bis 24 Jahre",70,"Ländlicher Raum"
2002,"70705","Assling ","weiblich","25 bis 29 Jahre",69,"Ländlicher Raum"
2002,"70705","Assling ","weiblich","30 bis 34 Jahre",87,"Ländlicher Raum"
2002,"70705","Assling ","weiblich","35 bis 39 Jahre",90,"Ländlicher Raum"
2002,"70705","Assling ","weiblich","40 bis 44 Jahre",54,"Ländlicher Raum"
2002,"70706","Außervillgraten ","männlich","bis 4 Jahre",24,"Ländlicher Raum"
2002,"70706","Außervillgraten ","männlich","5 bis 9 Jahre",20,"Ländlicher Raum"
2002,"70706","Außervillgraten ","männlich","10 bis 14 Jahre",25,"Ländlicher Raum"
2002,"70706","Außervillgraten ","männlich","15 bis 19 Jahre",40,"Ländlicher Raum"
2002,"70706","Außervillgraten ","männlich","20 bis 24 Jahre",39,"Ländlicher Raum"
2002,"70706","Außervillgraten ","männlich","25 bis 29 Jahre",48,"Ländlicher Raum"
2002,"70706","Außervillgraten ","männlich","30 bis 34 Jahre",33,"Ländlicher Raum"
2002,"70706","Außervillgraten ","männlich","35 bis 39 Jahre",39,"Ländlicher Raum"
2002,"70706","Außervillgraten ","männlich","40 bis 44 Jahre",36,"Ländlicher Raum"
2002,"70706","Außervillgraten ","weiblich","bis 4 Jahre",36,"Ländlicher Raum"
2002,"70706","Außervillgraten ","weiblich","5 bis 9 Jahre",28,"Ländlicher Raum"
2002,"70706","Außervillgraten ","weiblich","10 bis 14 Jahre",32,"Ländlicher Raum"
2002,"70706","Außervillgraten ","weiblich","15 bis 19 Jahre",25,"Ländlicher Raum"
2002,"70706","Außervillgraten ","weiblich","20 bis 24 Jahre",34,"Ländlicher Raum"
2002,"70706","Außervillgraten ","weiblich","25 bis 29 Jahre",33,"Ländlicher Raum"
2002,"70706","Außervillgraten ","weiblich","30 bis 34 Jahre",29,"Ländlicher Raum"
2002,"70706","Außervillgraten ","weiblich","35 bis 39 Jahre",25,"Ländlicher Raum"
2002,"70706","Außervillgraten ","weiblich","40 bis 44 Jahre",24,"Ländlicher Raum"
2002,"70707","Dölsach ","männlich","bis 4 Jahre",51,"Städte"
2002,"70707","Dölsach ","männlich","5 bis 9 Jahre",93,"Städte"
2002,"70707","Dölsach ","männlich","10 bis 14 Jahre",73,"Städte"
2002,"70707","Dölsach ","männlich","15 bis 19 Jahre",80,"Städte"
2002,"70707","Dölsach ","männlich","20 bis 24 Jahre",79,"Städte"
2002,"70707","Dölsach ","männlich","25 bis 29 Jahre",58,"Städte"
2002,"70707","Dölsach ","männlich","30 bis 34 Jahre",94,"Städte"
2002,"70707","Dölsach ","männlich","35 bis 39 Jahre",116,"Städte"
2002,"70707","Dölsach ","männlich","40 bis 44 Jahre",92,"Städte"
2002,"70707","Dölsach ","weiblich","bis 4 Jahre",60,"Städte"
2002,"70707","Dölsach ","weiblich","5 bis 9 Jahre",80,"Städte"
2002,"70707","Dölsach ","weiblich","10 bis 14 Jahre",93,"Städte"
2002,"70707","Dölsach ","weiblich","15 bis 19 Jahre",61,"Städte"
2002,"70707","Dölsach ","weiblich","20 bis 24 Jahre",65,"Städte"
2002,"70707","Dölsach ","weiblich","25 bis 29 Jahre",80,"Städte"
2002,"70707","Dölsach ","weiblich","30 bis 34 Jahre",76,"Städte"
2002,"70707","Dölsach ","weiblich","35 bis 39 Jahre",116,"Städte"
