C-A10-0;C-C11-0;C-GRGEMAKT-0;C-GALTEJ112-0;F-ISIS-1
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-63;68
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-64;76
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-65;71
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-66;55
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-67;30
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-68;57
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-69;50
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-70;58
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-71;63
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-72;67
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-73;78
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-74;44
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-75;34
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-76;36
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-77;37
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-78;51
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-79;37
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-80;31
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-81;24
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-82;21
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-83;27
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-84;39
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-85;18
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-86;18
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-87;18
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-88;13
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-89;10
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-90;8
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-91;14
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-92;6
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-93;6
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-94;2
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-95;1
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-96;1
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-97;1
A10-2012;C11-1;GRGEMAKT-10101;GALTEJ112-98;1
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-1;12
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-2;7
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-3;8
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-4;7
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-5;10
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-6;6
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-7;12
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-8;10
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-9;6
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-10;12
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-11;11
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-12;10
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-13;8
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-14;8
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-15;9
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-16;8
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-17;5
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-18;5
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-19;7
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-20;6
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-21;7
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-22;5
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-23;9
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-24;5
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-25;13
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-26;9
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-27;7
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-28;7
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-29;14
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-30;14
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-31;12
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-32;19
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-33;7
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-34;8
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-35;9
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-36;12
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-37;10
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-38;14
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-39;19
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-40;17
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-41;20
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-42;17
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-43;16
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-44;8
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-45;9
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-46;17
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-47;10
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-48;19
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-49;10
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-50;15
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-51;20
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-52;18
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-53;9
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-54;14
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-55;21
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-56;8
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-57;14
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-58;11
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-59;10
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-60;15
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-61;15
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-62;12
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-63;9
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-64;21
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-65;14
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-66;4
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-67;6
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-68;9
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-69;8
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-70;5
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-71;11
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-72;11
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-73;17
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-74;9
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-75;3
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-76;10
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-77;7
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-78;8
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-79;2
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-80;7
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-81;9
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-82;5
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-83;4
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-84;9
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-86;5
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-87;5
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-88;2
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-90;1
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-91;2
A10-2012;C11-1;GRGEMAKT-10201;GALTEJ112-92;1
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-1;4
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-2;6
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-3;8
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-4;5
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-5;8
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-6;6
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-7;7
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-8;5
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-9;9
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-10;6
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-11;9
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-12;11
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-13;6
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-14;6
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-15;13
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-16;9
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-17;12
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-18;7
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-19;15
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-20;16
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-21;4
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-22;7
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-23;9
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-24;7
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-25;9
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-26;14
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-27;8
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-28;4
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-29;15
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-30;6
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-31;13
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-32;6
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-33;12
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-34;15
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-35;12
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-36;9
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-37;11
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-38;12
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-39;12
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-40;10
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-41;13
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-42;15
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-43;17
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-44;12
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-45;15
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-46;9
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-47;17
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-48;20
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-49;11
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-50;15
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-51;17
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-52;14
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-53;17
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-54;20
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-55;18
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-56;17
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-57;20
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-58;12
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-59;11
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-60;15
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-61;12
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-62;15
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-63;10
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-64;14
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-65;16
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-66;7
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-67;12
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-68;7
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-69;7
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-70;19
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-71;15
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-72;15
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-73;17
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-74;15
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-75;10
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-76;13
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-77;7
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-78;10
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-79;9
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-80;3
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-81;4
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-82;5
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-83;6
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-84;4
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-85;2
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-86;4
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-87;2
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-89;2
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-91;1
A10-2012;C11-1;GRGEMAKT-10301;GALTEJ112-92;2
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-1;4
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-2;12
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-3;7
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-4;7
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-5;4
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-6;8
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-7;8
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-8;7
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-9;11
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-10;11
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-11;9
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-12;12
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-13;4
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-14;7
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-15;4
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-16;9
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-17;9
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-18;11
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-19;12
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-20;7
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-21;10
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-22;15
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-23;11
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-24;9
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-25;10
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-26;3
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-27;9
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-28;6
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-29;9
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-30;10
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-31;6
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-32;11
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-33;14
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-34;12
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-35;10
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-36;14
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-37;13
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-38;11
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-39;11
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-40;10
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-41;15
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-42;13
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-43;13
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-44;14
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-45;9
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-46;19
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-47;16
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-48;14
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-49;16
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-50;17
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-51;17
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-52;16
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-53;17
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-54;7
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-55;9
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-56;17
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-57;16
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-58;11
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-59;15
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-60;11
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-61;18
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-62;13
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-63;12
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-64;10
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-65;8
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-66;9
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-67;9
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-68;3
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-69;6
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-70;10
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-71;8
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-72;10
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-73;13
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-74;5
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-75;6
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-76;4
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-77;10
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-78;5
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-79;11
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-80;6
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-81;5
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-82;6
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-83;2
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-84;2
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-85;2
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-86;3
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-87;2
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-88;3
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-89;2
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-90;1
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-91;1
A10-2012;C11-1;GRGEMAKT-10302;GALTEJ112-92;1
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-1;12
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-2;5
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-3;5
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-4;7
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-5;13
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-6;8
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-7;7
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-8;9
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-9;7
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-10;7
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-11;7
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-12;7
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-13;8
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-14;7
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-15;9
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-16;19
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-17;8
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-18;16
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-19;17
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-20;9
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-21;11
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-22;17
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-23;6
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-24;14
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-25;16
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-26;6
A10-2012;C11-1;GRGEMAKT-10303;GALTEJ112-27;19
