C-A10-0;C-C11-0;C-GRGEMAKT-0;C-GALTEJ112-0;F-ISIS-1
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-54;6
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-55;7
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-56;9
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-57;4
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-58;8
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-59;8
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-60;4
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-61;6
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-62;9
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-63;7
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-64;2
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-65;2
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-66;2
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-67;6
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-68;3
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-69;3
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-70;2
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-71;2
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-72;1
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-73;2
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-74;2
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-75;1
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-76;2
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-77;1
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-79;1
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-80;2
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-81;4
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-83;1
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-86;1
A10-2002;C11-1;GRGEMAKT-50328;GALTEJ112-88;1
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-1;19
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-2;10
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-3;24
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-4;16
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-5;14
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-6;19
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-7;24
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-8;24
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-9;19
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-10;30
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-11;32
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-12;27
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-13;24
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-14;22
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-15;21
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-16;23
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-17;15
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-18;25
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-19;20
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-20;21
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-21;22
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-22;25
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-23;17
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-24;25
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-25;10
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-26;15
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-27;19
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-28;24
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-29;14
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-30;21
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-31;22
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-32;21
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-33;26
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-34;21
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-35;19
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-36;24
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-37;22
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-38;25
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-39;25
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-40;30
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-41;21
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-42;25
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-43;25
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-44;20
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-45;26
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-46;19
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-47;19
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-48;21
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-49;20
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-50;11
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-51;15
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-52;13
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-53;20
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-54;16
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-55;14
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-56;19
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-57;12
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-58;14
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-59;12
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-60;6
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-61;14
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-62;12
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-63;17
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-64;13
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-65;7
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-66;7
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-67;7
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-68;12
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-69;7
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-70;8
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-71;4
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-72;11
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-73;9
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-74;6
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-75;5
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-76;5
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-77;1
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-78;4
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-79;5
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-80;2
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-81;7
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-82;1
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-83;3
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-84;1
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-85;1
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-86;3
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-87;1
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-88;1
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-89;2
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-90;1
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-91;1
A10-2002;C11-1;GRGEMAKT-50329;GALTEJ112-92;1
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-1;17
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-2;25
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-3;21
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-4;26
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-5;29
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-6;21
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-7;24
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-8;22
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-9;26
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-10;23
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-11;36
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-12;23
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-13;24
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-14;28
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-15;23
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-16;25
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-17;27
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-18;21
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-19;28
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-20;27
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-21;24
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-22;25
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-23;19
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-24;25
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-25;23
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-26;11
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-27;20
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-28;21
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-29;17
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-30;25
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-31;20
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-32;33
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-33;23
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-34;22
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-35;32
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-36;29
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-37;37
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-38;38
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-39;28
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-40;30
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-41;40
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-42;30
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-43;28
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-44;33
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-45;22
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-46;31
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-47;20
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-48;27
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-49;23
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-50;17
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-51;20
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-52;22
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-53;25
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-54;26
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-55;20
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-56;17
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-57;19
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-58;16
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-59;13
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-60;26
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-61;23
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-62;22
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-63;22
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-64;15
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-65;13
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-66;17
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-67;16
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-68;11
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-69;11
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-70;7
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-71;18
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-72;19
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-73;13
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-74;10
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-75;13
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-76;10
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-77;10
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-78;8
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-79;4
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-80;6
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-81;10
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-82;8
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-83;2
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-85;3
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-86;2
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-88;2
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-89;1
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-90;3
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-91;1
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-92;3
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-93;1
A10-2002;C11-1;GRGEMAKT-50330;GALTEJ112-100;1
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-1;6
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-2;6
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-3;1
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-4;8
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-5;10
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-6;9
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-7;7
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-8;6
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-9;11
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-10;9
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-11;10
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-12;9
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-13;6
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-14;4
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-15;5
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-16;4
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-17;11
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-18;10
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-19;7
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-20;6
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-21;9
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-22;1
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-23;5
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-24;7
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-25;6
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-26;6
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-27;9
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-28;3
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-29;10
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-30;6
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-31;8
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-32;9
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-33;12
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-34;9
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-35;5
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-36;8
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-37;7
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-38;13
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-39;7
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-40;10
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-41;11
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-42;8
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-43;6
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-44;9
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-45;8
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-46;7
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-47;5
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-48;9
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-49;5
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-50;5
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-51;5
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-52;6
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-53;3
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-54;4
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-55;4
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-56;3
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-57;4
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-58;6
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-59;2
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-60;2
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-61;4
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-62;9
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-63;3
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-64;2
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-65;3
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-66;3
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-67;1
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-68;3
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-69;3
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-70;2
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-71;2
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-72;2
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-73;1
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-74;5
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-75;3
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-76;1
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-78;3
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-81;2
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-84;1
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-86;1
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-88;1
A10-2002;C11-1;GRGEMAKT-50331;GALTEJ112-93;1
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-1;4
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-2;14
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-3;8
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-4;12
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-5;10
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-6;13
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-7;14
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-8;9
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-9;12
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-10;15
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-11;14
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-12;11
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-13;10
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-14;11
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-15;14
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-16;6
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-17;13
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-18;12
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-19;14
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-20;11
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-21;15
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-22;9
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-23;12
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-24;8
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-25;9
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-26;9
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-27;8
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-28;12
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-29;12
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-30;14
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-31;10
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-32;12
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-33;9
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-34;22
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-35;15
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-36;17
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-37;18
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-38;11
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-39;19
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-40;14
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-41;14
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-42;18
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-43;17
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-44;14
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-45;17
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-46;9
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-47;19
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-48;7
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-49;12
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-50;15
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-51;19
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-52;14
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-53;8
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-54;6
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-55;9
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-56;8
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-57;8
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-58;7
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-59;12
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-60;7
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-61;9
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-62;15
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-63;7
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-64;2
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-65;2
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-66;6
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-67;5
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-68;4
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-69;4
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-70;6
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-71;3
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-72;7
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-73;6
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-74;2
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-75;5
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-76;5
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-77;7
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-78;4
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-79;3
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-80;4
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-81;3
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-82;2
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-83;1
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-91;1
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-95;1
A10-2002;C11-1;GRGEMAKT-50332;GALTEJ112-97;1
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-1;47
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-2;36
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-3;60
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-4;59
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-5;66
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-6;50
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-7;62
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-8;62
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-9;72
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-10;84
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-11;73
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-12;75
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-13;59
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-14;75
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-15;57
A10-2002;C11-1;GRGEMAKT-50339;GALTEJ112-16;67
