jahr;gemnr;n
2005;Wiesen <10615>;2785,75
2005;Antau <10616>;716,75
2005;Baumgarten <10617>;869
2005;Zemendorf-Stöttera <10618>;1241,5
2005;Krensdorf <10619>;605,125
2005;Andau <10701>;2462,125
2005;Apetlon <10702>;1853,375
2005;Bruckneudorf <10703>;2794,25
2005;Deutsch Jahrndorf <10704>;551,75
2005;Frauenkirchen <10705>;2835,125
2005;Gattendorf <10706>;1111,875
2005;Gols <10707>;3578,75
2005;Halbturn <10708>;1880,875
2005;Illmitz <10709>;2487,5
2005;Jois <10710>;1345,75
2005;Kittsee <10711>;1860
2005;Mönchhof <10712>;2265,75
2005;Neusiedl am See <10713>;5838,5
2005;Nickelsdorf <10714>;1558,75
2005;Pama <10715>;1024,5
2005;Pamhagen <10716>;1739
2005;Parndorf <10717>;3666,625
2005;Podersdorf am See <10718>;2047,25
2005;Sankt Andrä am Zicksee <10719>;1374
2005;Tadten <10720>;1292,25
2005;Wallern im Burgenland <10721>;1901,25
2005;Weiden am See <10722>;2001,875
2005;Winden am See <10723>;1129,125
2005;Zurndorf <10724>;1979,75
2005;Neudorf <10725>;699,5
2005;Potzneusiedl <10726>;480,25
2005;Edelstal <10727>;591,625
2005;Deutschkreutz <10801>;3142,375
2005;Draßmarkt <10802>;1385,75
2005;Frankenau-Unterpullendorf <10803>;1213,125
2005;Großwarasdorf <10804>;1532,625
2005;Horitschon <10805>;1934,625
2005;Kaisersdorf <10806>;537,875
2005;Kobersdorf <10807>;1875,625
2005;Lackenbach <10808>;1114,25
2005;Lockenhaus <10809>;1986,875
2005;Lutzmannsburg <10810>;866,625
2005;Mannersdorf an der Rabnitz <10811>;1827,125
2005;Markt Sankt Martin <10812>;1174,125
2005;Neckenmarkt <10813>;1683
2005;Neutal <10814>;1037,75
2005;Nikitsch <10815>;1488,875
2005;Oberpullendorf <10816>;2899,375
2005;Pilgersdorf <10817>;1679,125
2005;Piringsdorf <10818>;888,125
2005;Raiding <10819>;834,625
2005;Ritzing <10820>;870,875
