jahr;gemnr;n
2006;Wien 19.,Döbling <91901>;67596,375
2006;Wien 20.,Brigittenau <92001>;81368,125
2006;Wien 21.,Floridsdorf <92101>;137010,5
2006;Wien 22.,Donaustadt <92201>;147874,625
2006;Wien 23.,Liesing <92301>;89779,875
2007;Wien 1.,Innere Stadt <90101>;17013,875
2007;Wien 2.,Leopoldstadt <90201>;93267,5
2007;Wien 3.,Landstraße <90301>;83367,875
2007;Wien 4.,Wieden <90401>;30165,625
2007;Wien 5.,Margareten <90501>;52304,25
2007;Wien 6.,Mariahilf <90601>;29442,375
2007;Wien 7.,Neubau <90701>;29893,625
2007;Wien 8.,Josefstadt <90801>;23578,5
2007;Wien 9.,Alsergrund <90901>;39246,25
2007;Wien 10.,Favoriten <91001>;170424
2007;Wien 11.,Simmering <91101>;84315,875
2007;Wien 12.,Meidling <91201>;85274,375
2007;Wien 13.,Hietzing <91301>;51194,125
2007;Wien 14.,Penzing <91401>;83616,875
2007;Wien 15.,Rudolfsheim-Fünfhaus <91501>;70275,375
2007;Wien 16.,Ottakring <91601>;94053,75
2007;Wien 17.,Hernals <91701>;52451,25
2007;Wien 18.,Währing <91801>;47325,625
2007;Wien 19.,Döbling <91901>;67847,625
2007;Wien 20.,Brigittenau <92001>;81681,125
2007;Wien 21.,Floridsdorf <92101>;138034,625
2007;Wien 22.,Donaustadt <92201>;150018,5
2007;Wien 23.,Liesing <92301>;90658,625
2008;Wien 1.,Innere Stadt <90101>;16800,375
2008;Wien 2.,Leopoldstadt <90201>;93360,375
2008;Wien 3.,Landstraße <90301>;82932,375
2008;Wien 4.,Wieden <90401>;30318,5
2008;Wien 5.,Margareten <90501>;52267,75
2008;Wien 6.,Mariahilf <90601>;29267,125
2008;Wien 7.,Neubau <90701>;29951,75
2008;Wien 8.,Josefstadt <90801>;23610
2008;Wien 9.,Alsergrund <90901>;39258,125
2008;Wien 10.,Favoriten <91001>;172248
2008;Wien 11.,Simmering <91101>;87017,5
2008;Wien 12.,Meidling <91201>;86491,75
2008;Wien 13.,Hietzing <91301>;50994
2008;Wien 14.,Penzing <91401>;83875,875
2008;Wien 15.,Rudolfsheim-Fünfhaus <91501>;70390,125
2008;Wien 16.,Ottakring <91601>;94227,375
2008;Wien 17.,Hernals <91701>;52226,125
2008;Wien 18.,Währing <91801>;47490,125
2008;Wien 19.,Döbling <91901>;67898
2008;Wien 20.,Brigittenau <92001>;81713,5
2008;Wien 21.,Floridsdorf <92101>;139074,5
2008;Wien 22.,Donaustadt <92201>;152096,625
2008;Wien 23.,Liesing <92301>;91434,375
2009;Wien 1.,Innere Stadt <90101>;16558
2009;Wien 2.,Leopoldstadt <90201>;94164,375
2009;Wien 3.,Landstraße <90301>;82881
2009;Wien 4.,Wieden <90401>;30316,875
2009;Wien 5.,Margareten <90501>;52291,5
2009;Wien 6.,Mariahilf <90601>;29188,25
2009;Wien 7.,Neubau <90701>;29935,875
2009;Wien 8.,Josefstadt <90801>;23611,25
2009;Wien 9.,Alsergrund <90901>;39233,375
2009;Wien 10.,Favoriten <91001>;173908,25
2009;Wien 11.,Simmering <91101>;88792,625
2009;Wien 12.,Meidling <91201>;87303
2009;Wien 13.,Hietzing <91301>;50994
2009;Wien 14.,Penzing <91401>;84027,75
2009;Wien 15.,Rudolfsheim-Fünfhaus <91501>;70657
2009;Wien 16.,Ottakring <91601>;94741
2009;Wien 17.,Hernals <91701>;52339,125
2009;Wien 18.,Währing <91801>;47627,5
2009;Wien 19.,Döbling <91901>;67723
2009;Wien 20.,Brigittenau <92001>;82010,375
2009;Wien 21.,Floridsdorf <92101>;140017,125
2009;Wien 22.,Donaustadt <92201>;154141,625
2009;Wien 23.,Liesing <92301>;91835,125
2010;Wien 1.,Innere Stadt <90101>;16422,5
2010;Wien 2.,Leopoldstadt <90201>;94977,625
2010;Wien 3.,Landstraße <90301>;83483,5
2010;Wien 4.,Wieden <90401>;30411,75
2010;Wien 5.,Margareten <90501>;52540,625
2010;Wien 6.,Mariahilf <90601>;29290,875
2010;Wien 7.,Neubau <90701>;30030,625
2010;Wien 8.,Josefstadt <90801>;23275,5
2010;Wien 9.,Alsergrund <90901>;39331,625
2010;Wien 10.,Favoriten <91001>;175482,125
2010;Wien 11.,Simmering <91101>;89867,625
2010;Wien 12.,Meidling <91201>;87830,625
2010;Wien 13.,Hietzing <91301>;50950,875
2010;Wien 14.,Penzing <91401>;84348,5
2010;Wien 15.,Rudolfsheim-Fünfhaus <91501>;71185,375
2010;Wien 16.,Ottakring <91601>;94796,625
2010;Wien 17.,Hernals <91701>;52303,125
2010;Wien 18.,Währing <91801>;47585,75
2010;Wien 19.,Döbling <91901>;67877,5
2010;Wien 20.,Brigittenau <92001>;82534
2010;Wien 21.,Floridsdorf <92101>;141475,5
2010;Wien 22.,Donaustadt <92201>;156658,5
2010;Wien 23.,Liesing <92301>;92919,25
2011;Wien 1.,Innere Stadt <90101>;16396,625
2011;Wien 2.,Leopoldstadt <90201>;95654
2011;Wien 3.,Landstraße <90301>;84126,125
2011;Wien 4.,Wieden <90401>;30577,625
2011;Wien 5.,Margareten <90501>;52630,75
2011;Wien 6.,Mariahilf <90601>;29301,75
2011;Wien 7.,Neubau <90701>;30023,375
2011;Wien 8.,Josefstadt <90801>;23440,125
2011;Wien 9.,Alsergrund <90901>;39244,75
2011;Wien 10.,Favoriten <91001>;177468,25
2011;Wien 11.,Simmering <91101>;90772,375
2011;Wien 12.,Meidling <91201>;88356,5
2011;Wien 13.,Hietzing <91301>;50767,25
2011;Wien 14.,Penzing <91401>;84754,875
2011;Wien 15.,Rudolfsheim-Fünfhaus <91501>;71360,25
2011;Wien 16.,Ottakring <91601>;95311,125
2011;Wien 17.,Hernals <91701>;52404,5
2011;Wien 18.,Währing <91801>;47523,125
2011;Wien 19.,Döbling <91901>;68123,875
2011;Wien 20.,Brigittenau <92001>;83123,75
2011;Wien 21.,Floridsdorf <92101>;143214,25
2011;Wien 22.,Donaustadt <92201>;159951
2011;Wien 23.,Liesing <92301>;94088,625
2012;Wien 1.,Innere Stadt <90101>;16270
2012;Wien 2.,Leopoldstadt <90201>;96494,25
2012;Wien 3.,Landstraße <90301>;85116,25
2012;Wien 4.,Wieden <90401>;30823,125
2012;Wien 5.,Margareten <90501>;52708,75
2012;Wien 6.,Mariahilf <90601>;29641,875
2012;Wien 7.,Neubau <90701>;30164,5
2012;Wien 8.,Josefstadt <90801>;23606,75
2012;Wien 9.,Alsergrund <90901>;39584,625
2012;Wien 10.,Favoriten <91001>;180658,375
2012;Wien 11.,Simmering <91101>;91837,875
2012;Wien 12.,Meidling <91201>;88955,625
2012;Wien 13.,Hietzing <91301>;50730,125
2012;Wien 14.,Penzing <91401>;85406,625
2012;Wien 15.,Rudolfsheim-Fünfhaus <91501>;72532,25
2012;Wien 16.,Ottakring <91601>;96403,125
2012;Wien 17.,Hernals <91701>;52841,25
2012;Wien 18.,Währing <91801>;47884,25
2012;Wien 19.,Döbling <91901>;68539,5
2012;Wien 20.,Brigittenau <92001>;83458
2012;Wien 21.,Floridsdorf <92101>;145296,625
2012;Wien 22.,Donaustadt <92201>;163664,75
2012;Wien 23.,Liesing <92301>;94713,25
2013;Wien 1.,Innere Stadt <90101>;16175,875
2013;Wien 2.,Leopoldstadt <90201>;97981,125
2013;Wien 3.,Landstraße <90301>;85941,75
2013;Wien 4.,Wieden <90401>;31163,625
2013;Wien 5.,Margareten <90501>;53385,375
2013;Wien 6.,Mariahilf <90601>;30395,25
2013;Wien 7.,Neubau <90701>;30607,625
2013;Wien 8.,Josefstadt <90801>;24075,375
2013;Wien 9.,Alsergrund <90901>;40193,75
2013;Wien 10.,Favoriten <91001>;184651,875
2013;Wien 11.,Simmering <91101>;92676,5
2013;Wien 12.,Meidling <91201>;90193
2013;Wien 13.,Hietzing <91301>;51057,25
2013;Wien 14.,Penzing <91401>;86883,875
2013;Wien 15.,Rudolfsheim-Fünfhaus <91501>;74149,75
2013;Wien 16.,Ottakring <91601>;98332,875
2013;Wien 17.,Hernals <91701>;53967,375
2013;Wien 18.,Währing <91801>;48215,875
2013;Wien 19.,Döbling <91901>;69091,75
2013;Wien 20.,Brigittenau <92001>;84163,25
2013;Wien 21.,Floridsdorf <92101>;147747,625
2013;Wien 22.,Donaustadt <92201>;166895,875
2013;Wien 23.,Liesing <92301>;95650,875
2014;Wien 1.,Innere Stadt <90101>;16204,5
2014;Wien 2.,Leopoldstadt <90201>;100756,625
2014;Wien 3.,Landstraße <90301>;87335,125
2014;Wien 4.,Wieden <90401>;31558,875
2014;Wien 5.,Margareten <90501>;53890,25
2014;Wien 6.,Mariahilf <90601>;30796,625
2014;Wien 7.,Neubau <90701>;31013,375
2014;Wien 8.,Josefstadt <90801>;24412,375
2014;Wien 9.,Alsergrund <90901>;40638,5
2014;Wien 10.,Favoriten <91001>;187628,125
2014;Wien 11.,Simmering <91101>;94233
2014;Wien 12.,Meidling <91201>;91564,125
2014;Wien 13.,Hietzing <91301>;51724,5
2014;Wien 14.,Penzing <91401>;88531,5
2014;Wien 15.,Rudolfsheim-Fünfhaus <91501>;75663,125
2014;Wien 16.,Ottakring <91601>;100108
2014;Wien 17.,Hernals <91701>;55048,25
2014;Wien 18.,Währing <91801>;48741,875
2014;Wien 19.,Döbling <91901>;69585,875
2014;Wien 20.,Brigittenau <92001>;84826,75
2014;Wien 21.,Floridsdorf <92101>;150222,625
2014;Wien 22.,Donaustadt <92201>;170159,25
2014;Wien 23.,Liesing <92301>;96407,625
2015;Wien 1.,Innere Stadt <90101>;16325
2015;Wien 2.,Leopoldstadt <90201>;102031,375
2015;Wien 3.,Landstraße <90301>;88576,125
2015;Wien 4.,Wieden <90401>;32211
